Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9_10,Mut3,Mut4,Mut5,Mut6,Mut7_8,Mut9_10
SCX,3.230632866,2.280412166,0.170166772,2.374397847,2.277933631,3.45098801,2.205050344,2.757131381,2.746441291,2.374814443,1.899391641,3.080171548,2.553613614,2.639399437
SCYL1,6.702207949,6.493938741,6.891406587,6.537303826,6.3425677,7.139452259,6.48263991,6.512276803,6.431834319,6.743864162,6.584790846,6.385652764,6.419490544,6.486281771
SCYL2,5.929244433,6.267754325,6.092255005,6.400390383,6.241702791,5.926569438,6.447257481,6.37471586,6.36828994,6.460370331,6.366498418,6.2567273,6.518420904,6.308738356
SCYL3,4.97294771,6.012606016,5.030013875,5.740655795,5.761248426,5.002813923,5.943833107,5.47199748,5.488322932,6.330988,6.017710272,5.799830115,5.879836389,5.682633557
SDAD1,4.295080465,5.464640804,5.52699544,5.300234528,5.501132275,5.439962668,5.173633552,5.154560779,5.377177913,5.041755733,5.518877398,5.450069012,5.395182479,5.257322595
SDC1,6.815015574,7.260209356,6.347183313,7.880453519,8.377668081,7.362141038,7.463443004,7.055950199,9.020316685,7.349750814,7.274642128,8.196265379,8.554761696,9.019763405
SDC2,6.729205801,5.892285382,6.308208709,5.47883485,6.009782873,6.569427795,5.794014553,6.10967758,5.404110458,6.114406799,5.453434661,6.054519475,5.600059116,5.823865253
SDC3,6.937755016,5.129455561,8.344242452,6.575321623,7.00634938,8.551368508,5.819520523,6.811686493,6.971815559,6.122473235,5.687743264,7.037600174,6.34253146,7.866445383
SDC4,8.683079501,7.764104144,7.748118736,7.732420418,7.562109602,6.59462666,7.819151462,7.952103174,7.766906009,7.707037265,7.593838093,7.962051648,7.71296398,7.769729012
SDCBP,8.897427739,9.092710837,8.85456924,8.995243689,8.846892893,9.098975511,9.164664907,8.933727121,8.710298814,9.239569362,9.009360194,9.090732996,8.86102437,8.854069575
SDCBP2,1.191545018,2.783527879,1.197623232,2.768241257,2.452628279,2.485902903,3.511564131,1.758747114,2.381152215,2.934877196,2.30760202,3.641294596,2.983595185,2.694956568
SDCCAG8,3.921342208,3.583274504,3.606857938,3.391518788,3.304347922,3.830895563,3.413571186,3.314746516,3.360010853,3.483645057,3.532772285,3.131989874,3.170408991,3.312453607
SDE2,5.764291423,5.868261057,5.604519328,5.869597741,5.782312282,5.236882842,5.827017231,5.872824065,5.92246602,5.930615565,6.016416042,5.976355319,5.884473875,5.781243716
SDF2,6.969235988,6.399872468,6.140842085,6.618066045,6.368234405,6.341878939,6.722958314,6.674281443,6.392588348,6.780576398,6.630343128,6.610322027,6.522589886,6.543797108
SDF2L1,5.938270957,5.89545861,6.208345439,6.001980493,6.152372106,6.339085945,6.411892101,6.206293607,5.745113489,6.4260217,6.608176405,5.92097136,5.64854835,5.876647425
SDF4,7.964572377,7.248468972,7.636672112,7.408374843,7.284108808,7.571760298,7.490088582,7.445713052,6.871252002,7.472282847,7.424629475,7.427120643,7.276628157,7.432474803
SDHA,8.272433545,8.320682569,8.367943529,8.275254024,8.086801261,8.462410776,8.430336538,8.326131071,8.114258972,8.342255072,8.385260733,7.998179324,8.192317126,7.893026125
SDHAF1,2.655305953,4.266378312,4.031788787,4.225704425,3.8044143,3.582758704,4.317390718,3.920015664,3.560860174,4.184151884,4.387312046,4.222146069,3.900517172,3.926263558
SDHAF2,5.677626223,5.33274345,5.325550335,5.558103295,5.429794293,5.82642433,5.572709769,5.580697987,5.562918825,5.620929155,5.38888801,5.665624491,5.47503866,5.463787778
SDHAF3,3.316216144,3.112857218,3.461408554,3.297984995,3.097766481,3.613903121,3.248791408,3.112428999,2.911959482,3.067064136,3.363944566,3.114923065,3.199295438,2.954215732
SDHAF4,3.767778981,3.997736842,3.761347423,4.183251788,3.924613279,4.127016206,4.241900739,3.924070316,3.730055941,3.938258078,4.230946838,4.142977157,3.928819093,3.901925973
SDHB,7.045505719,6.945845101,7.238971556,6.891515731,6.64814644,7.634232404,7.191389259,6.728032882,6.464720509,7.100785189,7.039400936,6.716907374,6.747796169,6.68844098
SDHC,7.579907022,7.08784314,7.379733477,7.046303518,6.652629443,7.47372854,7.397914526,7.199991374,6.765748037,7.255092424,7.507112976,7.069693731,6.874990472,6.7803267
SDHD,7.640813054,7.339238513,7.792241594,7.426037492,7.215064527,7.721893531,7.73670324,7.505403666,7.064417503,7.614110004,7.618358857,7.525924435,7.311537042,7.155718798
SDK1,1.291534849,0.477528123,0.907905761,0.859005552,1.95557332,4.55695647,0.953198841,1.538613632,1.28440009,0.380876088,0.431443182,0.99752917,1.014003542,1.597388276
SDK2,1.595299831,1.122386459,0.369725108,1.456191442,1.820431822,1.270188464,1.122267167,1.485757154,1.757934281,0.863996719,1.544584628,1.386889872,1.746539319,2.377288766
SDR16C5,0,0.781837516,0,0.696019351,1.432678158,0,0.372085099,0.277640717,0.696000724,0.517646222,0.15858777,1.288842431,1.181972555,2.090894031
SDR39U1,3.170619992,5.145536528,5.264212703,4.755018547,4.833078683,4.974297607,5.355225941,5.120027142,4.711048498,5.279949144,4.917564748,5.166497817,5.127466828,4.907799593
SDR42E1,5.285406289,5.641364351,5.089573413,5.607099703,4.934738952,3.511778241,5.719076113,5.306681993,4.449682856,5.83021688,5.507867383,5.286946697,5.41398434,5.276324155
SDR9C7,0,0,0.115644602,2.238839449,3.368735354,0.274022962,0.03808137,0.85227077,2.70372219,0,0,2.057123271,3.084168308,4.304895811
SDS,0.113641384,0,0,0,0,0,0,0,0,0,0,0,0.027154925,0
SDSL,0.678980706,2.337524222,1.503907731,2.076011314,1.762619437,0.917617671,2.302136449,1.568593259,2.316465088,2.607173602,1.628303102,2.589104998,2.078791764,1.932334834
SEBOX,0.18471545,0.258432086,0.058980731,0.158667125,0.230714179,0.143507655,0.214727532,0.158514281,0.984742176,0.473481327,0.660809899,0.141556047,0.168173061,0.269984022
SEC11A,7.039825934,6.880089189,6.923005601,6.934656396,6.826261344,6.470806661,6.890714802,6.894364871,6.781239544,7.016244563,6.905983075,6.771475603,6.642163905,6.54384728
SEC11C,6.593358335,7.138270899,8.022914611,6.920419031,6.592716523,5.856683781,7.074864098,6.813936314,5.963783907,7.104862305,7.247319742,6.566008772,6.061109623,6.099707498
SEC13,7.209464522,6.694895407,7.423525382,6.898093083,6.869267392,7.454931627,6.91201965,7.028291451,6.879272242,7.223357916,6.996065979,7.000523626,6.807765452,6.864995668
SEC14L1,8.083400322,7.900648942,7.288333243,8.232211578,8.054040233,7.698839444,7.964193988,8.252930689,8.397771437,8.239277671,8.157351783,8.103596509,8.044411175,8.103816389
SEC14L2,4.882313044,6.209028585,3.024274842,6.016734721,6.01520849,4.16115203,6.545542993,5.445403811,5.745113489,6.729852592,6.268790994,6.327576604,6.282956133,5.82364198
SEC14L4,0,0.177325074,0.058980731,0,0.096756081,0.143507655,0.181086352,0.414734931,0.636676851,0.060962895,0,0.095896736,0.137181829,0.130342918
SEC14L5,1.659086934,0.937719008,0.460024984,1.628818745,1.806194461,4.074248543,0.761654457,1.050304649,1.596068416,0.473481327,0.301456492,1.932782782,1.261992353,1.758354371
SEC16A,6.629633116,6.958037227,7.297929586,6.934199312,6.891353147,7.037473038,6.574983544,7.003057146,6.784659627,6.975261262,7.033654952,6.777814941,6.836964968,6.827131678
SEC16B,5.296479952,4.735193145,1.347094175,4.356999559,4.879714196,5.551943382,5.100161075,5.526844515,4.73599553,4.950053192,4.966639571,4.463726373,4.475590548,4.047515595
SEC22A,4.811095306,5.378818352,5.477859083,5.333891287,5.031235798,4.723272006,5.674439009,5.002512224,4.821727635,5.49679736,5.537042737,5.302105183,5.083465481,4.991003246
SEC22B,7.021741544,6.583229595,6.931415061,6.564729987,6.433948393,6.912783655,6.555423414,6.7462086,6.205587302,6.8572318,6.567220492,6.449445352,6.326494199,6.374217995
SEC22C,4.092825657,3.931267124,4.774684488,4.020542592,4.135743289,3.938142933,4.208894498,4.318820379,4.044411083,4.214656219,4.004242527,4.097363519,4.114197998,4.07394664
SEC23A,5.26812349,5.599171235,5.424188567,5.594427276,5.87645365,7.400155069,5.584820527,5.663009354,6.072710336,5.532213773,5.414661281,5.345428912,5.674519876,5.755922
SEC23B,6.588042434,6.778910245,7.157820785,6.690762525,6.43336954,5.963308556,6.446815192,6.592075069,6.448101545,6.922338628,6.904584581,6.493029562,6.424849607,6.197143515
SEC23IP,6.155640809,6.051530308,6.170398515,6.124833306,6.294929661,6.335353523,5.914064695,6.235182137,6.235885933,6.408535763,6.170978958,6.094972902,6.213320061,6.187549696
SEC24A,5.029550296,5.603058372,5.426990016,5.382948492,5.494488147,5.602507194,5.42335161,5.381904288,5.477797218,5.574642462,5.590205448,5.140028152,5.342616745,5.295868129
SEC24B,5.8576453,6.157094421,5.782401292,5.987073816,6.278909038,6.306095107,5.76450462,6.088311982,6.415381576,6.003279757,6.093313275,6.014433622,6.207078829,6.239151696
SEC24C,7.719962506,7.934979154,7.726109506,7.871170815,7.799596736,7.564604694,7.722705007,7.936561864,7.816199975,8.047373314,8.041879767,7.923567288,7.894621187,7.761774365
SEC24D,4.427353734,6.64014261,6.650210741,6.565320456,6.497353052,7.559014584,6.546781753,5.993866859,5.903715707,7.162503848,6.774353265,6.506179433,6.31915357,6.322062288
SEC31A,7.589760966,7.486439252,7.797122013,7.344106955,7.538350375,7.974639788,7.097018825,7.60922957,7.649656116,7.754812324,7.476378651,7.415841848,7.361708387,7.40460525
SEC31B,0.678980706,3.943582545,1.77412789,1.592202597,1.848491845,3.99602774,2.546286806,1.161688951,2.218713785,2.565704656,2.088627197,2.29794883,1.998910008,2.016616685
SEC61A1,7.917911347,8.758605446,9.121003525,8.742792837,8.633669034,8.664459627,8.694910302,8.784280631,8.629156026,9.047000344,8.910581928,8.627058958,8.488476061,8.404607392
SEC61A2,3.608881087,4.867117541,3.952346788,4.164668292,4.522878622,4.887752886,4.098344998,4.465603086,4.494230729,4.009581624,4.129245517,3.957569904,4.226093315,4.2127109
SEC61B,7.220870114,6.993267022,7.928955704,7.061450922,6.873967658,6.900206262,7.329027503,7.082042097,6.802483243,7.325109616,7.573740948,7.315457728,6.827309017,6.58017479
SEC61G,0.076746668,0.091385254,0.058980731,0.158667125,0.096756081,0.073537465,0.214727532,0.041542206,0.046326194,0.060962895,0.231789928,0.185814524,0.095002509,0.074175606
SEC61G,6.431096874,5.98606053,6.441634068,6.350563156,6.187123581,6.486036504,6.324071948,6.342377862,5.873520146,6.316216265,6.513187824,6.403917957,6.17821269,6.107176291
SEC62,7.803134793,7.604573119,8.066010809,7.67612925,7.501547246,7.479235626,7.628930332,7.504029059,7.23287053,7.609015701,7.661224167,7.301068507,7.281401044,7.312014673
SEC63,7.505728681,7.665321309,7.618099508,7.651315456,7.464064057,7.194571284,7.397227952,7.468293742,7.375212894,7.675706947,7.627712649,7.316391189,7.234625809,7.195487122
SECISBP2,4.517872878,4.9334539,4.996459748,4.695849227,4.643898347,4.579219607,4.634127482,4.598637806,4.904222646,4.641244211,4.790069197,4.37093143,4.641569897,4.536154773
SECISBP2L,7.413957489,8.721315832,6.894446012,9.251711751,8.262790399,7.12276806,8.631522112,8.499944625,8.231047127,8.955014103,8.832020148,8.570149863,8.105295125,7.78048352
SECTM1,5.498296255,5.569678992,2.249644481,6.156528141,4.641895528,3.101413227,6.129456774,5.423350284,4.798231677,6.552145768,4.985282309,5.836731954,5.467277289,5.022629159
SEH1L,6.665794699,7.029824513,7.529965487,7.031850113,6.911859799,6.349300595,7.052945175,6.913790048,6.750088376,6.823542355,7.068417132,6.912724367,7.000514212,6.718856636
SEL1L,7.121062763,7.910093035,8.004512234,7.898138724,7.74862438,7.734701371,7.599785525,7.799648701,7.778316483,7.901611806,8.10442993,7.597298499,7.331576618,7.468906387
SEL1L3,0.678980706,1.467593539,2.586774795,3.412672645,3.918008012,5.274402548,3.160919193,2.324394794,2.559442403,2.982926455,2.12750961,2.684735689,3.660458188,4.24193062
SELE,0.409062478,0.258432086,0.058980731,1.3722966,1.993764832,3.153214075,0.247602099,0.890736073,1.465779822,0.175665483,0.15858777,0.840273205,1.750707786,2.145834885
SELENBP1,1.458585438,1.745941173,1.955809948,1.766642278,1.212855167,1.832846592,1.757246635,1.457001295,1.596068416,1.717023137,1.782439421,1.598136498,1.337442281,1.039176394
SELENBP1,5.73425106,5.13751845,6.086950855,5.38562559,4.621712916,5.545496456,5.428736861,5.057392321,4.848119794,5.684059606,5.089887383,5.066478869,4.826480829,4.896245283
SELENOF,8.303203852,8.30734283,8.495356757,8.590569397,8.342799305,8.494351532,8.66888358,8.530279661,7.839612976,8.534872121,8.745812148,8.558099062,8.156605008,8.148022999
SELENOH,4.534974622,4.814445641,5.559272887,5.032881851,4.669685089,4.851627034,5.118049833,4.752801094,4.877245062,4.518923829,5.067566199,4.83595066,4.951777701,4.739755165
SELENOI,5.474560028,5.665728693,5.489966094,5.834757814,6.005894901,5.600953608,5.748802724,5.789828722,6.030841709,5.585057492,5.849112688,5.580119815,5.898961895,5.884255093
SELENOK,6.704477168,6.431914224,6.53027942,6.502579591,6.615348849,6.783840439,6.489956944,6.429760526,6.239005754,6.589481482,6.400629708,6.53693824,6.184134898,6.474603585
SELENOM,6.122083113,3.955793727,3.038999063,4.469786923,4.509759792,6.431139427,4.552614468,4.585949104,4.508779496,4.668434493,4.415078962,4.548795059,3.855128377,4.78914195
SELENON,6.428353764,6.088045793,6.285234932,6.167458853,6.373675504,7.130865156,6.159998221,6.298371525,6.316659025,6.235048377,6.14160024,5.966874783,6.259291935,6.195035248
SELENOO,4.346356784,5.24590846,5.464286602,4.932102083,4.548763737,4.540841225,4.964612247,5.075859298,4.657958154,5.411588213,5.072556392,5.2932821,4.803830252,4.688514322
SELENOP,7.501384915,8.177155636,8.721558146,8.219700919,8.847218869,11.6696597,9.175049409,8.60872505,7.119625295,8.35295992,8.375451085,8.885695722,8.060783888,8.943612918
SELENOS,6.95564674,6.616300475,6.745866632,6.575321623,6.25290015,6.435504295,6.622362547,6.645785168,5.995121397,6.80138214,6.765135778,6.396874965,5.90267814,6.071754799
SELENOT,7.678046689,7.759322387,8.05428145,7.956021435,7.804976728,7.918057733,8.001262965,8.001180605,7.470135203,7.940406844,7.923622661,7.819431235,7.78156533,7.707248543
SELENOW,7.246532178,6.99252634,7.561858706,7.183776077,6.812526909,8.716142434,7.201124991,6.643184341,7.039583481,7.045293077,7.143253889,7.021281635,6.809692362,7.130312448
SELL,0.75100421,0.72589526,0.545004278,1.573540023,3.132416048,3.50514889,0.618190796,1.266403485,1.008337441,0.229768854,0.492293075,2.404792315,1.41968944,2.961207295
SELP,0.863586969,1.20655153,0.322363253,2.863500492,4.419113053,5.888870234,1.208283291,2.926189414,4.075459543,0.930848614,1.032626902,2.938617155,3.55254835,4.40967498
SELPLG,3.441217645,3.362576286,2.702279876,4.113909201,4.649890174,5.228858071,3.634728337,3.8286383,3.071670205,3.235197654,3.510881074,4.356482676,3.801519931,5.13018
SEM1,7.036527388,6.639196452,6.313517023,6.813141834,6.691393687,6.538109413,6.698645055,6.550647048,6.485359937,6.740956285,6.618449538,6.637964564,6.684466116,6.701850975
SEMA3A,1.242406018,0.091385254,0.585687692,0.512246829,1.123816248,2.810191966,0.247602099,0.967498771,0.442494352,0.119453828,0.606795547,0.694715686,0.859177892,1.181064728
SEMA3B,3.080310679,4.471657248,1.14414817,5.434276387,6.094967606,5.404778507,3.64092833,3.652728719,7.690795269,2.350601215,3.115832742,4.94780473,5.250815411,5.321968884
SEMA3C,3.916130202,3.841983563,5.33453013,4.18939347,5.080867844,6.294608033,4.080208679,3.96434991,4.349322848,3.616501242,3.254028208,4.555135661,4.839230079,5.028967067
SEMA3D,5.280344569,2.049229251,0.222703262,1.260064522,2.497622662,3.62617504,1.710848782,3.260239088,0.860605056,1.400618269,1.544584628,1.932782782,1.415411391,2.217857051
SEMA3E,2.372879381,1.467593539,1.030857182,1.535474623,1.451095998,2.030452647,1.867104916,2.969941883,0.5101678,1.376837822,0.904160241,1.328864505,1.898538475,1.620261686
SEMA3F,6.665406471,5.481631568,4.075294377,5.18815916,5.789567341,6.520959769,4.838113354,5.557224433,6.693446149,4.623670623,5.150137691,5.52519761,5.403861055,5.972617044
SEMA3G,3.17934762,1.854277625,1.56622443,2.458174065,3.485020002,5.329851852,2.385734103,2.558720039,2.637173867,1.697956906,1.655163407,2.80311662,2.426610643,3.652094304
SEMA4A,7.524901405,5.468907291,2.655271325,5.544991103,5.460800628,5.704409102,5.668381668,6.415751164,5.141441732,5.717579627,5.567408391,5.758300441,5.466486434,5.835489
SEMA4B,4.97294771,5.425663777,4.70484092,5.277352406,5.201359291,4.206807758,5.115825831,5.1351495,5.177012134,5.316348055,5.138287245,5.053101212,5.006112608,5.059467063
SEMA4C,4.151663434,5.593320821,4.609415649,5.6116804,5.948714262,5.663317395,5.58883496,5.165944416,5.806124675,5.338062517,5.867892165,5.639009376,5.753284677,5.779251508
SEMA4D,5.815577322,5.807232079,5.930903906,6.357397977,6.27180321,6.254655738,6.244875193,6.03648321,5.720324986,6.225926124,6.111610802,6.171252767,6.181395818,6.483456558
SEMA4F,0.113641384,0.335221017,1.00108765,0.158667125,0.668675869,0.835443866,0.372085099,0.482932564,1.341247654,0.175665483,0.081471877,0.270455357,0.474093116,0.483132172
SEMA4G,3.234825468,5.589407323,2.535777837,5.074955467,4.191578602,3.401869706,5.25975073,3.804139844,4.517027676,5.546939806,5.20115337,4.635123654,4.228581814,3.649115262
SEMA5A,2.704506401,3.629744066,2.103206125,3.675877437,4.78488516,3.656405767,3.656312735,4.189249206,3.887849906,2.901931627,3.972558343,4.544552457,4.304944602,4.752309445
SEMA5B,1.120814979,0.177325074,0.115644602,0.389582602,1.539815172,1.500945069,0.181086352,0.51141145,0.886301715,0.332244572,0.71287473,0.840273205,0.869027077,0.840250697
SEMA6A,5.370751017,5.096745687,5.451961229,4.971838047,4.952623848,4.918013831,4.801220297,5.27973015,4.285575099,5.278345559,5.080009468,4.981150491,4.624215893,4.792928289
SEMA6B,4.108904127,1.65899197,1.738488075,2.374397847,2.982207656,5.115913936,2.262474791,3.001883363,3.099399754,1.911635166,2.108199391,2.892625628,2.512465015,3.38797925
SEMA6C,2.531255965,1.905540356,1.088614445,1.628818745,2.318623632,5.107185152,1.959297226,2.101072048,2.372086886,1.492003935,1.11232635,0.921042771,2.034692258,2.608842018
SEMA6D,3.884456451,3.389833374,4.411463162,3.917016588,4.850527352,6.46398589,3.839982968,4.184704118,4.42797619,3.700325439,3.884498931,3.77405868,3.976962808,4.633155872
SEMA7A,5.778003264,3.155832204,3.405691344,4.161547636,5.673775924,7.577696309,3.787853515,4.836314613,6.186322354,3.397631821,3.331007261,4.761136686,4.929387066,5.625928638
SENP1,5.424048078,5.931457728,6.118487121,5.875323466,6.061644668,5.392258492,5.857951753,5.853576119,5.946330007,6.071533308,6.111610802,6.495229547,6.184274533,6.007214054
SENP2,6.073751055,6.149140498,5.92596135,6.123230138,6.214334364,5.810381188,6.100505997,6.138225697,6.32196491,6.103580911,6.078506308,5.958129221,6.176447899,6.138522873
SENP3,6.760441304,6.783199407,6.702015179,6.896686172,6.779203013,6.475053325,6.83873373,6.870408261,7.047078676,6.673014868,7.049559852,6.876895727,6.919223302,6.800016158
SENP5,5.280344569,6.041539229,5.833971359,6.167458853,6.128253711,6.433759932,6.029030514,6.100505439,6.122886653,5.972868282,6.101881008,6.061959517,6.175896569,6.102467216
SENP6,6.178675235,6.790035654,6.609482508,6.519132137,6.67483785,6.469955826,6.52892375,6.497640616,6.677437104,6.603637217,6.507671567,6.374940073,6.652804967,6.539363892
SENP7,4.274863141,4.841021955,5.066403214,4.386702067,4.433078501,4.39785719,4.411058075,4.555268399,4.208731467,4.280219421,4.279229523,4.114638076,4.541264269,4.283727818
SENP8,2.372879381,3.18724367,3.185157073,3.002535904,3.086029195,3.373032544,2.772085169,2.937141,3.03193103,3.029426869,2.839613163,2.684735689,2.998582832,2.789665769
SEPHS1,6.35658188,5.945303391,6.347183313,6.191371832,6.122519714,5.682541334,6.188848951,6.253618894,6.045171017,6.108101574,6.149886765,5.99435403,6.27062016,6.054204084
SEPHS2,6.13503932,6.406560436,6.092255005,6.873986988,6.583354529,5.727375061,6.919370755,6.88133733,6.435102471,7.064959033,6.857656887,6.932341499,6.631058846,6.515877047
SEPSECS,4.722807868,5.220830225,5.268904583,5.136645881,4.886496719,4.676834555,5.091132822,4.966971807,4.521134149,5.163158276,5.196589411,4.7829109,5.067608764,4.935597423
SEPTIN1,3.681329428,2.608957745,1.892359357,2.374397847,2.664756571,3.118887654,2.340736864,2.35285108,2.485712819,1.992101915,1.757866671,2.983187706,2.1766194,2.742465679
SEPTIN10,5.116189164,3.732683946,5.200150995,4.142680604,4.329870466,5.093992147,4.125129021,4.759517869,4.399260267,3.819788349,3.855840403,3.851660673,4.286949131,4.233620824
SEPTIN11,6.543528035,7.15690124,6.622983151,6.834363363,7.305143287,8.13029371,7.012273189,6.902144663,7.47358273,6.900092487,7.089494924,6.901156634,7.321252559,7.135974121
SEPTIN12,0.038883608,0,0.170166772,0,0.049189022,0,0.075183341,0.021070112,0,0,0,0.04874501,0.017569482,0
SEPTIN2,1.065394601,2.094112164,1.116648499,1.212607273,1.316942118,1.811511741,1.305159214,1.133573696,1.611557302,1.492003935,1.11232635,1.139316318,1.175809364,1.228923527
SEPTIN3,0.317150059,0.781837516,2.876347271,0.512246829,0.668675869,1.811511741,0.567013997,0.736530215,0.47672784,0.119453828,0.606795547,0.894618847,0.424092491,0.685399077
SEPTIN4,4.318973113,3.112857218,2.986793098,4.08784385,3.839790772,4.491386427,3.20343115,3.395436154,3.697767079,3.616501242,3.305801217,3.450407806,3.492762989,4.035833033
SEPTIN5,2.786765269,2.094112164,0.907905761,2.352670961,2.807392562,2.842105945,2.76642502,2.192144036,2.905690831,2.975028556,2.42149915,2.605490164,2.878856857,3.598550905
SEPTIN6,5.26812349,4.914809843,5.492642798,4.49727693,4.601243949,4.139911976,4.550969221,5.053179556,4.77778316,4.603320853,4.820050684,4.854920158,4.789463383,4.606666593
SEPTIN7,7.277091793,7.171372433,7.346826895,7.152680676,7.446959615,8.07036889,7.175727507,7.388481182,7.180607627,7.209961423,7.277346122,7.173280928,7.30767144,7.410893324
SEPTIN8,6.328903243,5.955981118,6.29600157,5.903616112,6.249615822,7.601587574,5.977906003,6.089888432,5.987721597,6.177709683,5.995548875,6.140661001,6.114225234,6.468045219
SEPTIN9,8.095698841,7.533027061,6.108051441,7.635938657,7.560520098,7.545347735,7.435181611,8.055405303,8.117652893,7.605502904,7.525880972,8.013992799,7.69224971,7.58673712
SERAC1,2.07846962,2.963628972,3.335859712,2.832441075,2.778513505,3.267305889,2.967279437,2.37436482,2.739408706,2.533801476,2.952193917,2.637712572,2.719684209,3.040990176
SERBP1,8.772044155,8.810798289,8.786395412,8.823987065,8.809351933,8.384861191,8.809775779,8.781468352,8.911898788,8.832242881,8.800974111,8.67902874,8.943069538,8.780219637
SERF1A,3.999809435,4.285855258,4.374209091,4.318289826,4.261076692,4.270738645,4.10059609,4.378599233,4.410372597,4.469186866,4.050501113,4.23273277,4.087462913,4.009282324
SERF2,5.384025074,7.948027346,8.788847594,8.062119362,7.639933278,8.40947687,8.17233567,8.033851416,7.861437966,8.188314265,8.271061662,7.910850995,7.565313838,7.653443908
SERGEF,3.926535452,3.704014335,3.971662133,3.523779687,3.46250083,3.351019989,3.963854156,3.455180703,3.39175512,3.646645497,3.623973705,3.629325251,3.576968968,3.668847215
SERHL2,1.33904562,4.632438672,5.832915572,4.789793566,4.213321393,4.521262266,4.559176757,3.635969855,3.842625187,4.728388699,4.692957826,4.978007704,4.391756822,4.529120117
SERINC1,7.426612578,7.655996397,7.748398737,7.815922007,7.869945078,8.204804131,7.830045705,7.982881848,7.640719561,7.762001846,7.681372071,7.54887525,7.781845277,7.731141117
SERINC2,8.771863836,7.961337164,6.179563996,7.562127495,7.550946123,5.796874262,7.86157986,8.02714657,8.131820813,8.06398937,7.741356184,7.729553408,7.844761873,7.74128942
SERINC3,10.22294141,10.5969765,8.898502324,10.61877451,10.16730973,9.878100116,10.66719588,10.50704953,9.577677421,10.90764773,10.33237312,10.20030384,10.3011052,10.07993546
SERINC4,0,0.258432086,0.222703262,0.431640214,0.049189022,0.335104354,0.458869493,0.2664113,0.2968085,0.175665483,0,0.228755571,0.264279401,0.205790796
SERINC5,5.084015726,7.274294744,7.182483098,6.75635555,6.88459347,5.890142876,7.034225277,6.130366588,6.763149869,6.925927846,6.962184502,6.849642919,7.02894526,6.93633474
SERP1,9.283062557,9.380463574,9.851251377,9.445218599,8.966044915,8.632879358,9.443953232,9.344545432,8.626537843,9.825178334,9.870205584,9.157540894,8.692225098,8.502534498
SERP2,0.467237498,0.091385254,0.058980731,0,0.142804739,1.628423297,0.11135503,0.354257342,0.334632228,0.060962895,0.081471877,0.095896736,0.170824712,0.310335623
SERPINA1,2.106195919,1.122386459,0.773491516,1.086649255,1.100670585,2.614659332,1.722588885,0.727794122,0.860605056,1.469694459,1.187852468,0.663755104,0.86581705,1.12510355
SERPINA1,0.49546833,0,0.273393639,0.107692669,0.049189022,0.835443866,0.214727532,0.021070112,0,0.119453828,0,0,0.053324589,0.194133941
SERPINA1,0.218981154,0.177325074,0.170166772,0.158667125,0.187428942,0.556447634,0.181086352,0.121591708,0.134741349,0,0,0.04874501,0.061876113,0.167864267
SERPINA1,0,0.258432086,0.058980731,0.054850966,0.049189022,0.556447634,0.11135503,0,0.046326194,0.060962895,0.231789928,0.04874501,0.044724407,0.0341438
SERPINA10,0,0,0,0,0.049189022,0,0.181086352,0.041542206,0,0,0,0,0,0.020293567
SERPINA11,0,0,0,0.431640214,0.730296142,0,0,0.217596364,0.47672784,0,0,0.095896736,0.173101569,0.276416948
SERPINA12,0.038883608,0,0,0.550921844,0.429569225,0.143507655,0,0.082676796,0.807796492,0,0,0.185814524,0.034721188,1.6835164
SERPINA3,0.285163603,0.091385254,0,0.158667125,0.502022617,2.639086964,0.247602099,0.772542715,0.046326194,0.060962895,0,0.894618847,0.027154925,0.509828081
SERPINA3,0,0,0,0,0,0.143507655,0,0,0.046326194,0,0,0.04874501,0,0
SERPINA3,0.285163603,0,0.503140234,0.158667125,0.187428942,0.917617671,0.11135503,0.364083202,0.17699666,0.060962895,0,0.725025781,0.104799116,0.180734235
SERPINA3,5.831583421,2.318736965,7.390537632,5.218507083,8.200708539,8.73556487,3.68959181,5.640333133,5.349733005,2.65738778,3.086531016,7.150779467,6.172078976,7.939676067
SERPINA9,0.038883608,0,0,0.625293958,1.028918538,0,0.075183341,0.405574492,1.163508729,0.060962895,0.081471877,0.599766426,0.213898123,0.864504191
SERPINB1,2.769528918,0.477528123,1.756418034,1.535474623,3.430371527,6.719433801,5.402519895,2.008025251,2.218713785,0.56049917,0.606795547,2.774419543,2.059632015,3.689962464
SERPINB10,0,0,0,0.661090008,1.123816248,0.504213422,0,0.098747001,1.548578301,0.060962895,0,0.498125184,0.701416835,0.814436566
SERPINB11,4.920554895,1.930504454,0.322363253,3.913310766,5.228305373,1.206232644,2.162586782,4.358050942,4.360824998,3.806498413,2.704698042,3.534104167,4.282039168,5.288989545
SERPINB12,0.252451853,0,0,0.207901806,1.028918538,0.21024071,0.03808137,0.021070112,0.886301715,0.060962895,0,0.228755571,0.313536282,1.080588298
SERPINB13,0,0,0,1.033016534,1.522502442,0.073537465,0,0.277640717,1.341247654,0,0,0.462588667,0.745420902,1.413009089
SERPINB2,0.841762309,0.091385254,0,2.546949768,3.685001892,4.521262266,0.14664195,0.913343112,4.92916061,0.060962895,0.081471877,2.555765595,2.609498821,4.235305538
