gene_id,MCF7_1,MCF7_2,MCF7_3,TamR_1,TamR_2,TamR_3
ADPRH,1.565597176,1.570462931,1.389566812,2.204766751,2.153805336,1.996388746
ADPRHL1,4.428276414,4.486070744,4.283921772,4.365972428,4.274261661,4.341985747
ADPRHL2,5.200849575,5.198494154,5.336997417,5.650764559,5.730639956,5.748461233
ADPRM,2.35614381,2.350497247,2.09423607,2.032100843,1.744161096,2.017921908
ADRA1A,0.641546029,0.622930351,0.516015147,0.765534746,0.839959587,0.575312331
ADRA1B,0.070389328,0,0.111031312,0,0.042644337,0
ADRA1D,0,0,0,0,0,0
ADRA2A,0.042644337,0,0.028569152,0.028569152,0.201633861,0.111031312
ADRA2B,0.464668267,0.321928095,0.565597176,0.189033824,0.137503524,0.310340121
ADRA2C,4.625854931,4.420212891,4.532316959,3.743084056,3.605257263,3.792855352
ADRB1,0.575312331,0.389566812,0.516015147,0.855989697,0.910732662,0.925999419
ADRB2,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0
ADRBK1,7.082681303,7.213055602,7.207307223,7.111240021,7.224966365,7.190219764
ADRBK2,1.66448284,1.673556424,1.704871964,1.589763487,1.735522177,1.545968369
ADRM1,8.580748492,8.732167426,8.617724575,8.158761144,8.264395683,8.307701737
ADSL,5.499845887,5.547203025,5.534497434,5.252854626,5.34978987,5.292413668
ADSS,5.583759754,5.246027981,5.316869805,5.584962501,5.369466484,5.315058966
ADSSL1,3.685940148,3.524815928,3.465974465,3.810443104,3.766595162,3.720278465
ADTRP,0.454175893,0.176322773,0.137503524,0.111031312,0.201633861,0.176322773
AEBP1,0.641546029,0.773996325,0.855989697,1.14404637,0.918386234,0.925999419
AEBP2,2.99095486,2.538538164,2.568032105,3.147306699,2.731183242,2.883620816
AEN,5.271649772,5.287620044,5.21800615,5.099295204,5.186659017,5.233044401
AES,8.019535132,8.069315495,7.991748578,8.103130415,8.070872292,8.103287808
AFAP1,3.099295204,3.012568674,2.976363636,2.998195503,2.847996907,2.937344392
AFAP1-AS1,0.014355293,0.028569152,0,0,0.014355293,0.028569152
AFAP1L1,0,0.176322773,0.084064265,0.014355293,0,0
AFAP1L2,4.473137488,4.219555769,4.290571851,1.232660757,1.298658316,1.516015147
AFF1,3.516015147,3.132576843,3.280956314,3.645009884,3.43162296,3.482848283
AFF2,0.150559677,0.150559677,0.111031312,0.622930351,0.389566812,0.545968369
AFF3,3.43162296,3.102658131,3.300123725,0.970853654,0.948600847,0.871843649
AFF4,4.723558561,4.138323004,4.285402219,4.766595162,4.489286023,4.474436043
AFG3L1P,4.390942773,4.454833907,4.247927513,4.62935662,4.590362488,4.498889087
AFG3L2,6.509854162,6.315421316,6.355615383,6.380417773,6.188638295,6.196528361
AFM,0,0,0,0,0,0
AFMID,4.452858965,4.644433152,4.393004257,4.596338864,4.542877099,4.516645558
AFP,0,0,0,0,0,0
AFTPH,5.302684614,4.768713657,4.979110755,5.341985747,5.036942845,5.224194664
AGA,5.142821844,4.727375939,4.786073552,5.480265122,5.223036338,5.297191417
AGAP1,4.294253136,4.299391206,4.250203656,4.453517579,4.502075956,4.396433531
AGAP11,0.411426246,0.333423734,0.632268215,0.839959587,1.028569152,1.03562391
AGAP2,1.459431619,1.280956314,1.526068812,0.659924558,0.773996325,0.555816155
AGAP2-AS1,4.821710215,5.224966365,5.04745114,4.767125077,4.995484519,4.944389962
AGAP3,5.959538341,6.094447222,6.031218731,5.943921327,6.0217018,6.06436554
AGAP4,0,1.485426827,0,0.250961574,0.59454855,1.137503524
AGAP5,2.14404637,1.941106311,2.060047384,2.454175893,2.23572706,2.565597176
AGAP6,3.244887059,3.14404637,3.117695043,3.541019153,3.622930351,3.658782734
AGAP7,2.220329955,2.575312331,1.669026766,2.916476644,3.023255352,2.754887502
AGAP8,2.440952198,2.403267722,3.03562391,3.10433666,3.329123596,2.754887502
AGAP9,2.232660757,2.13422094,2.372952098,2.63691458,2.698218478,3.085764554
AGBL1,0,0,0.097610797,0,0,0
AGBL1-AS1,0,0,0,0,0,0
AGBL2,1.195347598,1.220329955,1.207892852,1.09085343,1.169925001,0.933572638
AGBL3,0.650764559,0.815575429,0.731183242,0.454175893,0.40053793,0.321928095
AGBL4,0,0,0,0,0,0
AGBL5,5.048759312,5.128458384,5.081510068,5.296090263,5.326609251,5.387500406
AGER,2.887525271,2.657640005,3.010779839,3,3.392317423,3.212569339
AGFG1,4.243364426,4.01346226,4.025028794,3.851998837,3.743084056,3.743084056
AGFG2,3.615887074,3.609991295,3.493134922,3.698218478,3.695993813,3.709290636
AGGF1,4.868390453,4.19298317,4.581351247,4.681449265,4.375039431,4.274261661
AGK,4.414135533,4.287620044,4.420886575,4.556429415,4.458119481,4.517905554
AGL,2.720278465,2.23878686,2.419538892,2.780310099,2.553360503,2.384049807
AGMAT,2.873813198,2.969012308,2.819668183,2.914564523,2.948600847,2.689299161
AGMO,0.097610797,0.084064265,0,0.028569152,0,0
AGO1,3.831877241,3.685940148,3.744161096,4.018812186,3.922197848,3.966245873
AGO2,4.518535139,4.247927513,4.237257771,4.131754091,4.059182199,3.935459748
AGO3,2.367371066,1.803227036,2.042644337,2.722466024,2.454175893,2.50589093
AGO4,2.50589093,2.408711861,2.408711861,2.799087306,2.693765712,2.901108243
AGPAT1,5.59275601,5.807870078,5.738497644,5.618238656,5.775577361,5.771357409
AGPAT2,6.613973587,6.71259578,6.652773285,6.35948603,6.374517881,6.433293326
AGPAT3,5.597233189,5.522620761,5.556735948,4.974529312,4.937815169,4.977737849
AGPAT4,0.014355293,0.042644337,0.014355293,0.014355293,0.014355293,0
AGPAT4-IT1,0,0,0,0,0,0
AGPAT5,3.539779192,3.203201156,3.341985747,3.263034406,3.008988783,2.961623328
AGPAT6,3.849999259,3.842978832,3.857980995,3.993674362,3.979110755,3.907852072
AGPAT9,1.891419187,1.687060688,1.761285273,1.244887059,0.941106311,0.956056652
AGPS,0.014355293,0,0,0.014355293,0,0
AGR2,9.582405464,9.466831014,9.494815592,8.556314449,8.454504938,8.468257468
AGR3,0.895302621,0.790772038,1.150559677,1.298658316,1.367371066,1.084064265
AGRN,7.183982678,7.064688882,7.213736096,6.714520291,6.523091435,6.569399948
AGRP,0.298658316,0.137503524,0,0.084064265,0.124328135,0
AGT,0.028569152,0,0.042644337,0.028569152,0.070389328,0.042644337
AGTPBP1,2.657640005,2.207892852,2.456806149,2.485426827,2.344828497,2.310340121
AGTR1,0.137503524,0.042644337,0.432959407,0,0,0
AGTR2,0,0,0,0,0,0
AGTRAP,4.763411574,5.08236197,5.057016965,4.5987225,4.936873462,4.849498932
AGXT,0.189033824,0.124328135,0,0.042644337,0,0.137503524
AGXT2,0.070389328,0,0,0,0,0.097610797
AHCTF1,4.689858236,4.202417722,4.302319051,4.941575862,4.562547724,4.650190123
AHCTF1P1,0.163498732,0.189033824,0.028569152,0.176322773,0.150559677,0.176322773
AHCY,7.54689446,7.662561571,7.580597764,7.862017377,7.867649406,7.865300243
AHCYL1,6.785419772,6.518377768,6.566967329,6.518062976,6.381629467,6.474111514
AHCYL2,3.759155834,3.476381688,3.631104282,3.926948248,3.842978832,3.684818738
AHDC1,2.941106311,2.887525271,3.066950244,2.49057013,2.422233001,2.229587923
AHI1,3.388189537,2.937344392,3.033863452,3.111031312,3.005399988,3.102658131
AHNAK,6.027905997,5.82374936,5.931210275,6.09423607,5.954661621,5.918147674
AHNAK2,0.298658316,0.298658316,0.333423734,0.432959407,0.422233001,0.40053793
AHR,4.228049048,3.730096466,3.891419187,3.107687869,2.799087306,2.720278465
AHRR,1.432959407,1.327687364,1.327687364,1.257010618,1.250961574,1.416839742
AHSA1,7.524580892,7.553283697,7.577202209,7.443192215,7.524972598,7.521286349
AHSA2,4.354028938,4.286141873,4.361066489,4.319039816,4.424250286,4.535430915
AHSG,0,0,0,0,0,0
AHSP,0.443606651,0,0,0.137503524,0,0
AICDA,0.565597176,0.545968369,0.389566812,0.575312331,0.632268215,0.411426246
AIDA,5.433960931,4.808385051,4.994127114,5.294988268,4.952333566,5.130519083
AIF1,0,0,0,0,0,0
AIF1L,6.000450772,5.989139007,5.927185358,6.282254452,6.235152624,6.338959175
AIFM1,6.967053298,6.880440648,6.869748051,7.194165869,7.201731867,7.177319866
AIFM2,4.458119481,4.479618608,4.470536865,4.967629753,4.942514505,4.998195503
AIFM3,1.007195501,1.250961574,1.124328135,0.613531653,0.632268215,0.575312331
AIG1,5.102658131,5.050066298,5.108106224,5.133399125,5.260025656,5.213347282
AIM1,4.172327492,3.663344619,3.895302621,4.388878339,4.078951341,4.09592442
AIM1L,1.084064265,1.298658316,1.182692298,1.50589093,1.316145742,1.469885976
AIM2,0,0,0,0,0,0
AIMP1,5.379551653,5.082787732,5.060047384,5.225737653,5.036942845,5.202417722
AIMP2,5.439290681,5.77267747,5.820944792,5.529196268,5.657354182,5.6441447
AIP,6.711632562,7.044940491,6.909773104,7.105384749,7.240505149,7.369379235
AIPL1,0.695993813,1.021479727,0.739848103,0.704871964,0.86393845,0.678071905
AIRE,0,0,0,0,0.042644337,0
AIRN,0,0,0,0,0,0
AJAP1,0.028569152,0.286881148,0,0,0,0
AJUBA,4.766595162,4.685940148,4.855491443,4.899659026,4.878725341,4.898208353
AK1,4.819668183,5.00270252,4.84899843,4.838447593,4.911691582,4.947198584
AK2,6.467931546,6.463687842,6.392832579,6.589763487,6.627606838,6.586614642
AK3,5.59484709,5.033863452,5.159064009,5.794935663,5.6622055,5.518220381
AK4,5.00270252,4.625270489,4.740387932,4.299391206,3.97819563,4.060047384
AK5,0.042644337,0,0,0.014355293,0,0.028569152
AK7,0.422233001,0.263034406,0.310340121,0.575312331,0.584962501,0.389566812
AK8,1.411426246,2.063502942,1.565597176,1.906890596,2.056583528,1.815575429
AK9,2.859969548,2.416839742,2.929790998,2.879705766,2.817623258,2.726831217
AKAP1,5.853247167,5.993674362,5.90303827,5.828072998,5.939461678,5.953265239
AKAP10,4.12763328,3.907852072,3.855989697,3.867896464,3.784503983,3.827819025
AKAP11,3.727920455,3.165107985,3.295723025,3.671293372,3.423578171,3.260025656
AKAP12,0.50589093,0.50589093,0.443606651,0.22650853,0.367371066,0.321928095
AKAP13,3.407352751,3.326249701,3.266036894,3.583759754,3.502075956,3.440952198
AKAP14,0,0.432959407,0.35614381,0.084064265,0,0
AKAP17A,4.175524601,3.933572638,4.182692298,4.243364426,4.146492307,4.189033824
AKAP2,0.275007047,0,0.422233001,0.263034406,0.097610797,0.298658316
AKAP3,0.22650853,0.124328135,0.137503524,0.056583528,0.028569152,0.028569152
AKAP4,0,0,0,0,0,0
AKAP5,3.046141782,2.411426246,2.695993813,1.790772038,1.757023247,1.687060688
AKAP6,0.464668267,0.333423734,0.250961574,0.495695163,0.475084883,0.263034406
AKAP7,1.748461233,1.384049807,1.189033824,1.510961919,1.316145742,1.469885976
AKAP8,4.961160258,4.832890014,4.933572638,5.181102551,5.104755987,5.159871337
AKAP8L,6.094869433,6.020813304,6.116239979,6.111448698,6.070389328,5.997969782
AKAP9,4.35614381,3.843983844,4.005399988,5.033863452,4.602290585,4.660495132
AKIP1,4.772941338,4.893362211,4.798050515,4.636334602,4.723012396,4.601102203
AKIRIN1,5.575312331,5.27351589,5.260778432,5.728736843,5.436961338,5.563768278
AKIRIN2,5.527007761,5.093391153,5.300855871,4.448900951,3.976363636,4.022367813
AKNA,1.678071905,1.704871964,1.59454855,1.565597176,1.448900951,1.550900665
AKNAD1,0.333423734,0.669026766,0.367371066,0.070389328,0.189033824,0.214124805
AKR1A1,6.500324049,6.754753913,6.574252917,5.951168129,6.212569339,6.173926932
AKR1B1,0.056583528,0.214124805,0,0.097610797,0.137503524,0
AKR1B10,0.584962501,0.5360529,0.084064265,0.298658316,0.35614381,0.275007047
AKR1B15,0.201633861,0.250961574,0.622930351,0.23878686,0.214124805,0.070389328
AKR1C1,3.403267722,3.629939409,3.458119481,1.469885976,1.632268215,1.691534165
AKR1C2,3.488000771,3.343407822,3.35614381,0.485426827,0.344828497,0.250961574
AKR1C3,3.854993017,3.889473543,4.160274831,0.941106311,1.14404637,1.23878686
AKR1C4,0,0,0,0,0,0
AKR1C6P,0,0,0,0,0,0
AKR1CL1,0.070389328,0,0.275007047,0,0,0.056583528
AKR1D1,0.124328135,0.014355293,0.042644337,0.150559677,0.286881148,0.084064265
AKR1E2,3.119356177,3.212569339,2.935459748,3.534808661,3.44625623,3.725741157
AKR7A2,5.346247774,5.238404739,5.350497247,5.080657663,5.079378111,5.025471815
AKR7A2P1,0.056583528,0,0,0.056583528,0,0
AKR7A3,1.195347598,1.22650853,0.815575429,1.207892852,0.910732662,1.500802053
AKR7L,0.50589093,0.879705766,1.201633861,0.895302621,0.722466024,1.10433666
AKT1,8.452982478,8.559874156,8.46311562,9.20148684,9.227688137,9.228482022
AKT1S1,6.773600795,6.786073552,6.797661526,6.654779217,6.579994693,6.579994693
AKT2,6.29994063,6.487357715,6.443440891,6.263034406,6.416333089,6.377644358
AKT3,0,0.028569152,0,0.084064265,0.070389328,0.028569152
AKTIP,5.284662185,5.100977648,5.211012193,5.376776572,5.300123725,5.301221805
ALAD,5.418864577,5.392317423,5.398829182,5.185073638,5.244887059,5.319762428
ALAS1,5.048323387,5.094658343,5.109778429,5.152183419,5.148527425,5.215678597
ALAS2,0,0,0,0,0,0
ALB,0.111031312,0.097610797,0.056583528,0.056583528,0.163498732,0.097610797
ALCAM,6.222843193,5.831623937,5.91981677,5.327328083,5.116863758,4.996388746
ALDH16A1,4.865918815,4.823239844,4.980939266,5.28798935,5.163096138,5.13627343
ALDH18A1,6.023255352,6.009884589,5.900625333,6.481718719,6.363346321,6.367895206
ALDH1A1,0,0,0,0,0,0
ALDH1A2,0.333423734,0.485426827,0.495695163,0.5360529,0.713695815,0.632268215
ALDH1A3,2.09423607,1.941106311,1.871843649,1.124328135,1,0.831877241
ALDH1B1,4.206330648,4.233427944,4.207111961,4.336997417,4.305970521,4.349082146
ALDH1L1,0,0.042644337,0,0.042644337,0.097610797,0.042644337
ALDH1L1-AS1,0,0,0,0,0.22650853,0
ALDH1L1-AS2,0,0,0,0,0,0
ALDH1L2,0.333423734,0.298658316,0.275007047,0.5360529,0.516015147,0.475084883
ALDH2,0.432959407,0.59454855,1.077242999,0.50589093,0.176322773,0.50589093
ALDH3A1,0.176322773,0.124328135,0.201633861,0,0,0
ALDH3A2,4.705977902,4.48864354,4.60940039,4.904002316,4.669026766,4.795974694
ALDH3B1,3.699329526,3.582556003,3.819668183,2.378511623,2.353323291,2.298658316
ALDH3B2,5.842978832,6.058965822,5.92243574,6.503825738,6.557808299,6.59812696
ALDH4A1,4.808899839,5.079804755,4.964398632,4.758089934,4.895302621,4.82374936
ALDH5A1,4.5987225,4.317593505,4.344118335,4.739308071,4.62935662,4.498889087
ALDH6A1,4.428946345,4.133399125,4.296457407,5.711770204,5.446587085,5.430619811
ALDH7A1,4.902556005,4.917431755,4.839455765,4.97819563,4.867402306,5.019257119
ALDH8A1,0.250961574,0.286881148,0.422233001,0.432959407,0.250961574,0.389566812
ALDH9A1,5.338424415,5.135863165,5.233427944,5.72410452,5.66987716,5.61176256
ALDOA,11.79499656,12.01240456,11.87979765,11.32432121,11.45253469,11.43061981
ALDOB,0,0,0,0,0,0
ALDOC,5.895302621,6.155627816,5.79363582,4.811471031,4.89772447,5.010779839
ALG1,4.629939409,4.54225805,4.689858236,4.93593114,4.76394266,4.887525271
ALG10,3.971773447,3.051372102,3.364572432,3.646162657,3.161887682,3.353323291
ALG10B,2.070389328,1.416839742,1.580145484,2.384049807,2.192194165,2.003602237
ALG11,2.929790998,2.891419187,3.068670811,3.023255352,2.970853654,3.196921734
ALG12,4.548436625,4.814550423,4.715344295,4.878234879,4.90833257,4.907852072
ALG13,4.821199978,4.572889668,4.702103407,5.098453246,5.010779839,4.965784285
ALG14,3.760220946,3.448900951,3.632268215,4.08491466,4.177120503,4.325530332
ALG1L,4.395748328,4.517905554,4.580145484,4.008092421,4.264536431,4.256255873
ALG1L2,0.321928095,0.678071905,0.137503524,0.35614381,0.757023247,0.632268215
ALG1L9P,1.811471031,2.028569152,2.137503524,2.046141782,2.22342255,2.500802053
ALG2,5.196921734,4.872336288,5.007195501,4.907852072,4.717539343,4.780835002
ALG3,6.269220206,6.23457796,6.458119481,5.576219781,5.678353654,5.607922067
ALG5,6.554895775,6.360013042,6.435961895,6.250393173,6.03848008,6.117071624
ALG6,2.813524689,1.996388746,2.482848283,3.246408087,2.983677695,3.014355293
ALG8,7.092545742,6.733625498,6.937344392,7.110718194,6.98230913,6.98436149
ALG9,3.203201156,2.839959587,2.950468414,3.439623138,3.129283017,3.163498732
ALK,0.056583528,0.014355293,0,0.014355293,0.028569152,0.042644337
ALKBH1,4.010779839,3.909773104,3.922197848,4.469885976,4.201633861,4.418189948
ALKBH2,5.479941901,5.576824431,5.504302583,5.64587455,5.685940148,5.658782734
ALKBH3,3.87282876,3.955126781,3.969012308,3.904965719,3.793895883,3.86393845
ALKBH3-AS1,0.042644337,0,0,0,0,0
ALKBH4,4.432291338,4.539779192,4.562547724,4.639810978,4.646162657,4.813011549
ALKBH5,6.228241497,5.927896454,5.995484519,6.126601235,5.835671479,5.721919446
ALKBH6,5.283551423,5.343763122,5.409730354,5.411765185,5.207502459,5.22342255
ALKBH7,5.652773285,5.527320608,5.767919586,5.739578112,5.612352499,5.585263031
ALKBH8,2.601696516,2.107687869,2.313245852,2.40599236,2.310340121,2.032100843
ALLC,0,0,0,0.042644337,0.124328135,0.084064265
ALMS1,2.689299161,2.214124805,2.23878686,2.646162657,2.422233001,2.565597176
ALMS1P,0.411426246,0.137503524,0.250961574,0.275007047,0.555816155,0.286881148
ALOX12,0.516015147,0.565597176,0.773996325,0.695993813,0.613531653,0.495695163
ALOX12B,0.150559677,0.201633861,0.35614381,0.056583528,0,0
ALOX12P2,2.575312331,2.801158656,2.6622055,2.386810946,2.59454855,2.666756592
ALOX15,4.312519967,4.192194165,4.37086174,4.789729251,4.758089934,4.734980523
ALOX15B,0,0,0,0,0.028569152,0
ALOX15P1,0.263034406,0.82374936,0.963474124,0.887525271,0.454175893,1.63691458
ALOX5,0.124328135,0,0.056583528,0.028569152,0.111031312,0
ALOX5AP,0.176322773,0.516015147,0.584962501,0,0,0
ALOXE3,2.049630768,2.23878686,2.185866545,1.526068812,1.565597176,1.35614381
ALPI,0,0,0,0,0,0
ALPK1,2.459431619,2.124328135,2.214124805,2.028569152,1.831877241,1.952333566
ALPK2,0.056583528,0.014355293,0.056583528,0,0.014355293,0.028569152
ALPK3,1.438292852,1.469885976,1.565597176,1.570462931,1.632268215,1.63691458
ALPL,0.028569152,0,0,0.028569152,0,0
ALPP,0.056583528,0,0.084064265,0.189033824,0.137503524,0.111031312
ALPPL2,0,0.042644337,0,0,0,0.056583528
ALS2,3.663344619,3.496973581,3.56315813,3.910732662,3.745237332,3.817623258
ALS2CL,2.275007047,2.384049807,2.367371066,1.807354922,1.925999419,1.959770155
ALS2CR11,0.084064265,0.056583528,0.201633861,0.111031312,0.056583528,0
ALS2CR12,0.432959407,0.432959407,0.070389328,0.389566812,0.389566812,0.50589093
ALX1,0,0,0,0,0,0
ALX3,1.659924558,1.560714954,1.422233001,1.981852653,1.807354922,1.752748591
ALX4,0,0,0,0,0,0.042644337
ALYREF,7.719936359,7.450716389,7.643351158,7.86387652,7.802063937,7.754085782
AMACR,3.097610797,2.992768431,3.140778656,3.089159132,2.95419631,2.865918815
AMBN,0,0,0,0,0,0
AMBP,0.056583528,0,0,0.097610797,0.124328135,0.22650853
AMBRA1,4.465321514,4.402585758,4.392317423,4.500164679,4.448900951,4.471837762
AMD1,5.648753033,5.001351893,5.298658316,5.907852072,5.627898616,5.722466024
AMDHD1,1.03562391,0.613531653,0.613531653,0.310340121,0.422233001,0.333423734
AMDHD2,5.289465631,5.595145568,5.51412226,4.966245873,5.006746832,5.067380578
AMELX,0,0,0,0,0,0
AMELY,0,0,0,0,0,0
AMER1,1.327687364,1.438292852,1.459431619,1.384049807,1.378511623,1.367371066
AMER2,0,0,0,0,0,0
AMER3,0.124328135,0.014355293,0,0.124328135,0.35614381,0.056583528
AMFR,5.734438666,5.636624621,5.69543711,5.3172317,5.12763328,5.222650022
AMH,3.117695043,2.584962501,2.9202933,3.455491621,3.028569152,3.109360559
AMHR2,0.310340121,0.378511623,0.22650853,0.042644337,0.150559677,0.176322773
AMICA1,0.124328135,0,0.163498732,0.028569152,0.042644337,0.163498732
AMIGO1,3.608809243,3.626439137,3.456806149,3.572889668,3.575312331,3.477677328
AMIGO2,4.51412226,4.151371776,4.220329955,1.201633861,1.014355293,0.879705766
AMIGO3,2.22342255,2.472487771,2.275007047,3.121015401,3.177917792,3.089159132
AMMECR1,4.021479727,3.397802962,3.656496371,3.54225805,3.321928095,3.229587923
AMMECR1L,4.313971371,4.193771743,4.238022518,4.28169825,4.205548911,4.171527106
AMN,0.333423734,0.201633861,0,0.23878686,0.176322773,0.070389328
AMN1,2.6622055,2.341985747,2.541019153,2.726831217,2.324810603,2.809414444
AMOT,1.541019153,1.372952098,1.176322773,0.22650853,0.275007047,0.298658316
AMOTL1,3.221877081,3.016139703,3.097610797,2.861955364,2.715893371,2.713695815
AMOTL2,4.813011549,4.805808349,4.836429131,5.024142346,5.124741692,5.06995989
AMPD1,0.641546029,0.704871964,0.454175893,0.704871964,0.918386234,0.555816155
AMPD2,5.313608657,5.617944917,5.386121157,4.730639956,4.934988202,4.964398632
AMPD3,1.422233001,1.49057013,1.575312331,0.485426827,0.443606651,0.475084883
AMPH,1.422233001,1.500802053,1.367371066,0.443606651,0.214124805,0.22650853
AMT,1.124328135,0.695993813,0.871843649,1.163498732,1.275007047,1.565597176
AMTN,3.435628594,3.559491813,3.66448284,0.263034406,0.097610797,0
AMY1A,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0
AMY2A,0,0,0,0,0,0
AMY2B,0.584962501,0.584962501,0.731183242,0.443606651,0.378511623,0.40053793
AMZ1,1.182692298,1.298658316,1.214124805,3.252476214,3.160274831,3.129283017
AMZ2,7.503587256,7.111970261,7.256916297,7.614930648,7.316598324,7.341096238
