Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9,WT10,Mut3,Mut4,Mut5,Mut6,Mut7,Mut8,Mut9,Mut10
WNT3A,0,0,0,0.158667125,0.502022617,0,0.03808137,0,0.12170887,0.696000724,0,0.15858777,0,0.229696944,0.253155817,0.542522719,0.255664923
WNT4,0.285163603,0.781837516,0.115644602,2.960060083,3.188377813,3.498488936,1.305159214,1.790827444,3.00752364,2.390160937,0.332244572,0.858663663,2.277643087,2.475414466,2.688726575,3.640388884,3.967019429
WNT5A,1.801567813,5.088451012,2.892652413,6.169013645,6.770062839,4.809201342,5.114712543,3.438363591,5.192242935,6.233385209,5.254075405,3.760109127,5.774693848,6.758900122,6.592786229,7.029888053,7.214777056
WNT5B,5.079360384,5.52120032,1.971245956,5.935937861,5.396919829,3.195004508,6.28005988,4.688133896,6.184649885,3.747686779,5.952902196,5.759122423,6.336806538,5.881186436,6.239128136,5.841037356,5.551592264
WNT6,0.113641384,0.543741997,0.058980731,3.417912998,3.927904606,0.957013528,0.992518871,0.530672401,3.054136064,4.248903436,0.642565661,0.606795547,2.983187706,3.994692153,2.812061646,4.548305553,4.21308834
WNT7A,0,0,0,0.301600234,0.142804739,0.274022962,0.03808137,0,0,1.413719369,0.060962895,0.081471877,0.141556047,0.229696944,0.157155981,0.935862787,1.32343663
WNT7B,3.643984487,3.045894773,1.088614445,3.179570412,3.963622132,2.171104298,3.099215993,4.473939557,3.788894143,4.340054642,2.705912839,2.467687763,4.739028796,4.422194117,4.801776516,4.809859066,5.005340763
WNT8A,0,0.091385254,0.115644602,1.328445815,2.148488548,0,0.075183341,0,1.060473063,2.559442403,0,0,0.972481574,1.58356565,1.297347444,1.191533954,1.20709921
WNT8B,0.038883608,0.177325074,0,0,0.187428942,0,0,0,0.082269181,0.091210978,0,0,0.04874501,0.069442376,0,0.155916668,0.52230006
WNT9A,2.318608687,0.781837516,1.701945477,1.3722966,4.029448149,4.387080646,1.638328222,1.534544712,2.360946989,3.22555085,0.829372028,0.811685461,2.441762918,2.58024538,3.135459075,3.640388884,3.949020981
WNT9B,2.417825584,0,2.198097541,0.107692669,0,0.450016744,0.075183341,2.882180016,0.371179154,0.218049484,0.229768854,0.606795547,0.270455357,0.427796246,0.34316424,0.118488601,0.255664923
WRAP53,4.883648743,4.159573305,4.450535458,4.051217251,3.860607619,3.50514889,4.038548641,4.561658415,4.081692236,4.198511228,4.073851695,4.080536174,4.044262999,3.983492073,4.128934322,4.215361095,4.002356394
WRAP73,4.672693706,4.428497328,4.227667467,4.213702032,3.989054115,4.131327616,4.179381309,4.115343389,4.166640838,4.218879813,4.364253091,4.124447924,3.902274952,4.293879107,4.037525219,4.344571685,4.111566607
WRN,3.972452117,4.032742369,4.477810252,4.030840116,4.405011096,4.41917175,4.057212886,4.737057982,3.900813978,3.76163794,3.986196716,4.152997044,4.198038072,4.288428516,4.310039664,4.053735307,4.147522918
WRNIP1,5.711114965,5.412433862,6.037398674,5.255565713,5.418139219,5.374182151,5.468497969,5.696620023,5.41990488,5.450065454,5.564151696,5.489328556,5.376790471,5.396618462,5.621212555,5.468698492,5.379173477
WSB1,6.101567316,6.959554024,6.513244396,6.050023147,6.615348849,6.6617365,6.039041554,5.869680472,6.298197237,6.827154985,6.320118251,5.959636341,6.220618643,6.535936039,6.521079425,6.490357062,6.44114213
WSB2,6.724741099,6.482378558,6.635753332,6.814632578,6.778291597,7.451918499,6.909132903,7.248366244,6.86000983,6.980416087,6.908410246,6.690819328,6.940437226,6.803209055,6.899025322,7.305204837,7.146331366
WSCD1,3.094222755,1.324252603,3.230761382,1.766642278,2.367923544,2.58981096,1.424970231,1.620497671,1.568442667,2.451694398,1.198401685,1.544584628,1.879882246,2.072180244,1.756365765,2.73322419,2.829322864
WSCD2,0.218981154,0.177325074,0.222703262,0.054850966,0.391930706,0.748305355,0.401597099,0.306986896,0.304192831,0.091210978,0.119453828,0.431443182,0.185814524,0.16771448,0.34316424,0.542522719,0.661437314
WT1,1.174184935,0,0.115644602,0.107692669,1.432678158,3.841460055,0.075183341,0.698168025,0.269496023,1.580411433,0.229768854,0,0.812312901,0.427796246,0.386146615,1.295810296,1.145212237
WTAP,6.223141812,6.252986257,6.192792512,6.191371832,6.202152982,6.178579913,6.340355433,5.889292103,6.151091602,6.085245629,6.326339561,6.294646193,6.094247419,6.310253359,6.124021319,6.201923234,6.218834302
WTIP,4.986686515,4.492762479,4.46968182,4.295694529,4.274066252,4.792964441,4.252062226,3.928585835,3.723103811,4.295198799,4.673323592,3.741430187,4.775689282,4.345532915,4.13839326,4.973402669,4.665685398
WWC1,7.696404256,7.808126142,8.689836495,7.598063035,7.30482686,4.787511276,7.613249534,7.402652953,7.652649027,7.480189523,7.692962573,7.698420544,7.51105283,7.410342625,7.419974497,7.226855949,7.282818972
WWC2,5.723102497,6.372806176,7.854954653,6.260091512,6.302556823,6.378611218,6.44415861,6.110267946,6.398948698,6.011998264,6.473743908,6.416416298,6.330043699,6.279904114,6.457635554,6.13497007,6.270475593
WWOX,4.095133581,4.236660814,4.031788787,3.928077278,3.665417449,3.45098801,3.804519837,3.774627517,3.716678716,3.91930676,4.231328458,3.945612711,3.885600051,3.768038599,3.803892745,3.992986389,3.691978601
WWP1,5.57801383,5.52120032,6.19936156,5.430392274,5.855865827,7.467347977,5.667622709,6.008331173,5.664015584,5.414081936,5.552257676,5.362645919,5.725881036,5.744561269,5.84375479,5.860296896,6.11470634
WWP2,7.960780633,5.948362243,6.1977221,5.775774544,6.117483703,6.006195081,6.029030514,7.419236594,6.162955537,6.024346793,6.099046037,5.899126309,7.43143527,6.283104963,6.406358654,6.916562959,6.749383484
WWTR1,6.64704091,6.89125875,5.811635931,6.94331358,7.080314301,7.233192852,6.986638739,6.476720304,6.992898554,7.102941219,7.14325111,7.147398355,6.957291803,6.951686469,7.06321614,6.961183723,7.068236452
XAB2,6.186272368,6.236815058,6.030968165,6.074287495,5.99338251,5.553550622,6.059436335,5.779918462,6.067721049,6.128953661,6.101768672,6.14160024,5.999012649,5.99487253,6.205024967,6.111348311,5.860451049
XAF1,3.209485122,5.15351029,4.419925338,5.607099703,4.435392989,4.206807758,5.084324362,3.868373783,3.964564514,4.69478028,5.071689456,5.331761285,5.455728424,4.223268421,3.684138472,4.632033062,4.30085485
XBP1,9.688983455,10.83899357,8.760531498,11.03779037,10.18263199,9.023135401,10.98791612,9.949819845,10.87033024,10.29367603,11.07297269,11.53310572,10.44559344,10.37676257,9.87950584,10.01515254,9.936034879
XCL1,0.252451853,0.60704981,0.503140234,0.550921844,0.927336368,0,0.828368498,0.917778996,0.769080171,0,0.42792161,1.393260069,0.783799982,0.57832075,0.427885374,0.51398068,0.255664923
XCR1,0.628886581,0.177325074,0.170166772,0.472506407,0.636849807,0.655563437,0.540728322,0.940238037,0.718526887,0.046326194,0.119453828,0.811685461,0.812312901,0.453999736,0.34316424,0.51398068,0.421479443
XDH,7.607855617,8.737762571,5.862189416,8.474811831,8.097619234,7.774180694,8.335685533,7.869641338,8.523203693,7.653402377,8.572488153,8.711833264,7.938397421,7.923897612,8.42303059,7.791891721,7.734477435
XIAP,5.96816776,6.600832096,6.462264352,6.596274432,6.656106617,6.951090998,6.567679538,7.09103279,6.701069781,6.28077883,6.480733152,6.543155893,6.419640091,6.504938801,6.66000292,6.436244663,6.685596724
XIRP1,2.47565528,0.091385254,0,0,0.187428942,6.099368839,2.348334543,0.199374936,0,0.257966373,0.060962895,0.231789928,0,0.427796246,0,2.874634863,0.421479443
XIRP2,4.813900456,0.091385254,0.415581427,0.158667125,0.049189022,8.850672767,4.948456294,0.588691985,0,0,0,0,0,1.251391199,0.298861858,4.685801405,0.195869645
XK,3.217981455,2.179894428,3.046305201,1.664528518,1.762619437,2.525750543,2.229941216,3.34465922,1.510192319,0.334632228,1.86110878,1.853742023,1.677776007,1.823552942,1.42650058,1.727318524,1.691394559
XKR4,0.076746668,0,1.955809948,0,0.096756081,0.702679493,0.14664195,0.470221369,0.041720932,0,0,0,0.04874501,0.069442376,0.253155817,0.192398236,0.195869645
XKR5,0.113641384,0,1.54574983,0.301600234,0.187428942,0.995362132,0.075183341,0.236144715,0.197494002,0.134741349,0.060962895,0,0.566675328,0.259717353,0.157155981,0.484862554,0.616532853
XKR6,0.438443198,0.258432086,2.117150186,2.974358094,0.536928973,1.104646681,0.214727532,2.188026948,3.049030657,2.94900994,3.052126848,0.081471877,2.337722517,0.16771448,0.253155817,0.624909562,0.421479443
XKR7,0,0,0,0.054850966,0,0.504213422,0,0,0,0,0,0,0,0,0,0,0
XKR8,2.95884298,2.783527879,2.655271325,2.427325256,2.664756571,3.170075789,2.678744788,3.046462776,2.704008589,2.208564267,2.771217536,2.691783611,2.257047458,2.178153286,2.405059169,2.576431277,2.511400292
XKR9,0.038883608,0,0.115644602,0.158667125,0,0,1.289458262,0.042140224,0.041720932,0,0,0,0,0,0,0,0.0682876
XKRX,0.317150059,1.078388029,0.503140234,3.197964152,4.186091315,0.877115752,0.828368498,0.644468177,2.937419067,3.649813576,1.025654177,0.606795547,2.385945555,4.132893538,3.831368451,4.643607118,4.985611464
XPA,3.183691714,3.442849638,3.299634045,3.043796835,3.115195286,3.02004828,3.369447141,2.852884283,3.114031954,2.996975342,3.201749129,2.827856399,3.459450123,3.271139658,2.91103648,3.261264435,3.37899214
XPC,5.061767829,5.31862907,5.073572222,5.053230371,4.924889289,4.553747789,5.053282302,4.924736214,4.92319453,5.013197633,5.159678415,5.024437838,4.816728412,4.983987972,4.992915919,4.821552139,4.812269725
XPNPEP1,7.095065522,6.86721718,7.239768413,7.059356602,6.792354247,6.844838031,7.20033805,6.879977857,7.026404646,6.895180191,7.350895608,7.112693681,7.157740448,7.00914773,7.075578404,6.966459813,6.941977319
XPNPEP2,1.931233413,0.477528123,0.545004278,1.005433476,1.717687177,2.626924848,5.105775176,1.620497671,0.79370768,0.886301715,0.517646222,0.492293075,0.725025781,0.972005213,1.180118895,1.098482185,1.176487542
XPO1,7.031716,7.192810644,7.114598285,7.203634519,7.494072603,7.119516454,6.93963105,7.346481173,7.009091767,7.554695667,7.039151263,7.158587971,7.018989884,7.373063573,7.29409299,7.107458659,7.429575004
XPO4,4.769795533,5.591365399,5.602042521,5.532966624,5.615773637,5.768091299,5.402519895,5.613465974,5.533930002,5.077350485,5.188993078,5.801817277,5.400459208,5.569864775,5.618961978,5.15996699,5.499987722
XPO5,6.195981692,6.034360142,6.469755478,6.197479116,6.284696978,5.947503008,5.997970047,5.991627235,6.163546181,6.472163553,6.030207818,6.22464186,6.114424297,6.23763362,6.292352443,6.13848021,6.268662741
XPO6,6.443829541,6.486592986,6.454734125,6.48271262,6.49347086,6.395736757,6.333194188,6.267847342,6.516427832,6.811732277,6.532772988,6.593496425,6.493579873,6.468850299,6.524690577,6.631143019,6.51487587
XPO7,6.379485272,6.585196068,6.877649371,6.590484666,6.703927067,6.553452028,6.614901438,6.848783141,6.556105128,6.499477745,6.477242763,6.678597946,6.547577241,6.792018026,6.907348406,6.582148184,6.689667095
XPOT,6.364735146,6.897602744,7.598663634,7.212331617,7.082531086,6.900206262,7.08626799,6.994065348,7.144799216,7.175080233,6.928486117,7.369941732,6.981425642,7.073679505,6.986731812,6.88869588,7.065106542
XPR1,5.61145059,5.686028085,6.083403891,5.890481893,5.893388549,6.247722656,5.814043799,6.486768174,5.873459693,5.609946794,5.837857894,5.970370603,5.60478012,5.757769474,5.848565166,5.694533022,5.990425394
XRCC1,6.271900077,5.946833628,6.140842085,5.814039078,5.612709141,5.131063371,5.481511827,5.952803184,5.781027983,5.997333956,5.777837366,5.875050446,5.574928764,5.469877523,5.587079611,5.576141582,5.363971617
XRCC2,4.669599802,3.622102341,4.19845317,3.744222843,3.700480254,3.275120194,3.770992408,5.035794848,3.999389192,3.822800591,3.747450555,4.05555058,3.935057467,3.947056078,3.713967772,3.610369731,3.608443645
XRCC3,3.426630299,2.914424184,3.365368069,3.016421079,2.800226812,2.030452647,3.094705971,2.899476097,2.84618062,2.787931746,3.201749129,3.086531016,2.938617155,3.267450454,3.273496531,2.73322419,2.716819438
XRCC4,4.024237422,3.87450851,3.944547656,3.675877437,3.430371527,3.557349848,3.853393835,3.922958412,3.463963235,3.572778588,3.77044816,3.52551206,3.695874876,3.736362165,3.62256331,3.446351041,3.495177194
XRCC5,5.016215543,5.647023522,5.993662175,5.405547034,5.349844976,4.426207195,5.560496486,5.508413222,5.501593283,5.773792015,5.351851183,5.55854347,5.240491525,5.286097672,5.254481714,4.909096501,4.84670142
XRCC6,6.450604667,5.996441892,6.352350396,5.881974884,5.724813203,5.111556146,5.950712368,6.20141313,5.867671778,5.676813637,6.022565237,6.277460981,6.10365036,5.799241021,5.807650581,5.530561876,5.454464678
XRN1,5.072349084,5.939166162,5.901998483,5.667744695,5.765853758,5.627139699,5.788439954,6.004339831,5.749115228,5.511212685,5.699719379,5.824180176,5.527349121,5.617012042,5.73573221,5.449986814,5.870048012
XRN2,6.497160054,6.928910892,6.686317529,7.005115248,6.964092233,6.457132719,6.904630895,6.749346519,6.964030814,6.843234825,6.805841498,6.895461176,6.922566276,7.175861093,7.137029086,6.858862036,7.030756682
XRRA1,0.774234587,0.835691276,0.273393639,0.730122965,0.391930706,0.21024071,1.068083029,0.616849611,0.865163986,0.046326194,1.025654177,0.492293075,0.228755571,0.953756607,0.583720624,0.51398068,0.661437314
XXYLT1,4.378924424,4.190904299,4.969811637,4.337774519,4.783068924,5.676653513,4.32318556,4.521261534,4.454182475,4.243942688,4.283420654,4.434590294,4.329611502,4.428815346,4.692580242,4.766659056,4.586401266
XYLB,4.295080465,3.696757019,4.075294377,3.331693666,3.354129724,2.236601246,3.494546474,4.189869644,3.623586925,3.686841513,3.651608869,3.50350956,3.390209535,3.59927463,3.751435201,3.501910566,3.259942761
XYLT1,3.230632866,1.854277625,3.262475281,2.886363965,3.753383021,4.748750839,2.017640378,3.112226391,2.352683259,2.551433852,1.535613856,2.255894767,3.044562233,2.764271005,2.425807685,3.736167982,4.314977202
XYLT2,5.403709931,4.517687843,5.265778359,4.715133865,4.723708127,5.509514008,4.401960308,5.039700225,4.518389882,4.59895916,4.382280679,4.346694389,4.588489457,4.54155113,4.42270956,5.345535828,5.225046263
YAE1,3.602405859,4.276149653,4.515148899,4.415805369,4.665747775,4.309303018,4.346134937,3.823772683,4.27774512,4.683831986,4.305632577,4.367146157,4.235367351,4.443602929,4.414947097,4.193029566,4.455470152
YAP1,7.619727059,7.812329444,7.524417236,7.819886271,7.859641346,7.085480281,7.782640424,7.831664897,7.79458095,8.150497505,7.889057839,7.751115469,7.759605346,7.90160889,7.838395973,7.678518827,7.693512971
YARS1,6.767693585,6.255458124,6.546471716,6.344384008,6.242363871,6.230745145,6.273091255,6.332948785,6.274880069,6.275318998,6.580400427,6.524157464,6.281157464,6.293118792,6.307804515,6.247603761,6.241193005
YARS2,4.614353973,4.509427145,4.669791921,4.689363301,4.677527628,4.282416581,4.937164468,4.669771061,4.771824082,4.512909481,4.553807672,4.84067306,4.710908835,4.7208544,4.51274044,4.431075022,4.171005394
YBEY,2.983968469,3.123721572,3.305735177,3.083910445,2.910815093,2.883588576,3.182331753,3.239924098,3.118912821,3.054772986,3.293517598,3.015753166,2.938617155,2.850637395,3.103619668,2.781917524,2.960883327
YBX1,8.845852672,8.428939892,8.470283231,8.539346547,8.601310065,9.117566279,8.444583969,8.67165248,8.620090021,8.780818492,8.412286486,8.597475242,8.628688188,8.658367557,8.643738895,8.626240244,8.574075918
YBX2,2.031041084,1.501309018,1.908485535,1.30601026,1.590540667,1.527357787,0.992518871,1.328634241,0.976914558,2.510710358,1.198401685,1.393260069,1.268407196,1.366225949,1.274651418,1.597314241,1.40491939
YBX3,7.333894173,7.239756614,7.451310692,7.491498605,7.750484472,9.110076781,7.440078606,7.162918812,7.550452529,8.061311011,7.205749379,7.503422288,7.329396621,7.677046975,7.648169359,7.939708579,7.881097511
YDJC,2.245690981,3.176848987,3.756901022,3.386181501,3.425722654,3.518377268,3.369447141,2.40539951,3.613247008,2.460274499,3.132431653,3.772428736,3.056529929,2.946038379,2.940172924,2.793838329,2.758751846
YEATS2,5.887245531,6.193643688,6.025433394,5.924937501,5.987085383,5.593160484,5.688724078,6.200831922,6.065194528,6.172029411,5.850863352,5.928322861,5.806932192,6.03989934,6.158520931,5.726759342,5.822647867
YEATS4,5.440477729,5.107731587,5.178703132,5.133463951,5.267803706,5.019191803,5.244563119,5.179596421,5.192242935,5.23691296,5.317909974,5.205702937,5.117354932,5.303315334,5.045813609,5.304461287,5.17753055
YES1,5.493930019,5.861786424,5.979419914,6.008074048,6.028300658,5.506197934,5.987060629,6.112741769,5.969135377,5.630999402,5.80370755,5.979698009,5.687915674,5.922824536,6.076426393,5.625337385,5.962661837
YIF1A,7.388074069,5.94377153,6.427015307,6.032194107,5.668866564,6.156539549,6.261569218,6.861342084,6.005169894,5.840215922,6.355529848,6.166318381,6.012130958,5.884802882,5.873323797,5.967462714,5.751741401
YIF1B,5.282371389,5.037655808,6.147651423,5.212488355,5.060019985,5.45207717,5.317984082,5.391035414,5.238947893,5.057695792,5.415970339,5.553198252,5.107322238,5.307812352,5.125660846,5.519835788,5.136371213
YIPF1,5.724593959,5.2705582,5.415751433,5.191222841,5.06151915,5.102800875,5.462384426,5.354920702,5.267800935,4.944530734,5.423244433,5.382874371,5.369613462,5.141425505,4.964835676,5.217522284,5.069222053
YIPF2,5.152101143,6.626839589,6.344963171,6.375691873,5.960815229,4.412101829,6.490386204,6.273938789,6.366482553,5.935601576,6.790173067,6.436877462,6.249577507,6.0570965,6.022106903,5.841755276,5.698871635
YIPF3,7.52361684,6.634456329,6.553539154,6.391094658,6.191238061,6.103763542,6.407353017,6.559296146,6.612566118,6.426918167,6.836132024,6.553900857,6.427149332,6.195058464,6.23546008,6.409860898,6.062299867
YIPF4,6.517952239,6.395396535,6.368470357,6.492680303,6.366416135,5.860584285,6.544303169,6.214140809,6.309449168,6.054409324,6.57257091,6.483521011,6.237800871,6.314281912,6.18157912,6.090961166,6.156479498
YIPF5,6.73476732,6.179395273,6.604541691,6.38039711,6.333909645,6.870210497,6.401430778,6.567885692,6.476579382,6.055117519,6.676671631,6.483521011,6.305807638,6.210991691,6.003248629,6.179948955,6.243963635
YIPF6,6.482248821,6.906280435,7.097555614,6.75790611,6.605619323,5.545496456,6.868099955,6.982276461,6.679344394,6.535956208,6.940196085,7.011089339,6.668015643,6.48005091,6.562657377,6.330756542,6.469038402
YIPF7,0.49546833,0.091385254,0,0,0.142804739,3.857163141,1.208283291,0.122898584,0.041720932,0.091210978,0,0,0.04874501,0.069442376,0.05430985,0.892173168,0.195869645
YJU2,4.727278548,4.159573305,3.78774183,4.013636514,3.850236741,3.69769201,4.194213371,4.105440478,4.12600438,4.146294955,4.103133467,4.05555058,3.998468963,3.978987581,4.250223453,3.805520226,3.729365802
YKT6,7.273020409,7.021134827,7.479920557,7.286901253,7.069551561,7.565799762,7.386428747,7.124821553,7.24363513,7.102256121,7.465604779,7.32830355,7.22423743,7.221383707,7.21806917,7.283174719,7.315234155
YLPM1,5.692182732,6.361376948,5.88579922,5.832797371,6.098623087,5.575865974,5.64003082,6.207791005,6.043538556,6.393708608,5.964914975,5.937925202,5.768340751,6.031223272,5.949632474,5.730640587,5.921719656
YME1L1,7.503775604,7.556771154,7.560264731,7.782286579,7.683667143,7.358927522,7.766427002,7.842697534,7.689616169,7.391286417,7.659474932,7.814294635,7.440311484,7.677568302,7.542888828,7.286869846,7.528336228
YOD1,3.161839244,4.305072756,3.566775467,4.155286001,4.599180989,3.351019989,3.842675133,3.526351199,4.178378107,4.600900498,3.850330229,4.075573553,3.809850556,4.20023269,4.147790585,4.544782693,4.858801984
YPEL1,2.503723458,2.889177817,3.697815061,2.385139807,2.308558215,2.066921851,2.726169721,2.822981312,2.937419067,2.652229932,2.410388966,2.238238822,2.366849327,3.2563259,2.780189435,2.76384957,2.409787508
YPEL2,4.024237422,4.100303933,4.645943754,4.117134505,4.186091315,4.981479702,3.739559074,4.378485521,4.053926957,4.456131677,3.958426445,3.940162662,3.944748701,3.839352787,4.122593733,4.378610992,4.314977202
YPEL3,5.686071567,5.464640804,4.920965886,5.125478285,5.544661289,6.04784345,4.96954713,4.933158783,5.039735738,5.675893049,4.723682991,4.852326261,5.117354932,5.44396343,5.436747191,6.337389522,5.991524899
YPEL4,0.18471545,1.324252603,0.058980731,1.573540023,2.018675482,2.499308112,0.279744216,0.272000591,0.955246224,3.308671412,0.229768854,0.367913316,1.598136498,1.571648282,1.363368788,2.408271891,2.300471916
YPEL5,6.932602075,6.202638138,5.508599567,6.348506379,6.157287997,6.157596761,6.433929484,5.900789242,6.094605329,5.965291705,6.491153938,5.944745097,6.190387844,6.252172979,6.057438589,6.14372946,6.188473252
YRDC,4.875615938,5.110465041,5.457452176,5.061624938,5.098500746,4.849011668,5.258743182,4.716060928,5.159455184,5.117231369,5.324140792,5.478089822,5.127318339,5.280617547,5.010192518,5.180543823,5.062959718
YTHDC1,5.818373778,6.255458124,6.000260752,6.014141974,6.107358636,5.815748749,5.636156535,5.798476887,5.775629194,6.400969167,5.848703901,5.852017797,5.751874579,6.054958032,5.912442113,5.919982614,6.013340854
YTHDC2,2.943554931,3.767737893,4.096564883,3.635960825,3.985899527,3.898221146,3.68959181,3.595195473,3.79195341,3.512176812,3.752079497,3.796756773,3.512545236,4.0728639,4.034151024,3.708095942,4.06218693
YTHDF1,6.185189509,6.429727149,6.416481891,6.513023686,6.499566765,6.268422741,6.455195575,6.263400988,6.496875552,6.732929704,6.623982556,6.610751554,6.460183946,6.584186683,6.543798868,6.419510914,6.433880757
YTHDF2,6.059048185,6.138466591,5.990824949,6.023626019,6.105906379,5.676653513,5.92172373,5.928435555,5.944602425,6.052282652,6.163011721,5.982351944,5.913588051,6.193115152,6.170096091,5.989010026,6.124762592
YTHDF3,6.807294238,7.453985399,7.005441195,7.168700778,7.197785856,6.717284398,7.12631519,7.150632163,7.159086147,7.06582376,7.263222208,7.166194323,6.95009251,7.132662349,7.22103992,6.853888504,7.095081611
YWHAB,8.513772907,8.483729383,7.85547464,8.40659576,8.309907797,8.394085294,8.304779081,8.502863996,8.549652721,8.194069787,8.666055795,8.326943616,8.246430334,8.236964499,8.284350563,8.170958418,8.143457883
YWHAE,9.648797878,9.416942413,9.398776038,9.330675439,9.252750286,9.018342208,9.430762283,9.565846571,9.333493724,9.482828112,9.586554175,9.487789703,9.200055174,9.477313189,9.433388378,9.177083501,9.207119677
YWHAG,8.288405056,8.056543712,7.916550606,8.389859173,8.346185975,8.946148571,8.175809345,8.491978125,8.326659236,8.930833155,8.506901094,8.249466125,8.441581238,8.409865916,8.517126622,8.464703393,8.435519355
YWHAH,8.058336376,7.863052596,7.196095616,7.679678448,7.84164897,7.814620451,7.826310081,7.859734365,7.734630985,7.970568949,8.090274707,7.858663786,7.822281719,7.879876762,7.964731331,7.818394165,7.6819812
YWHAQ,0.038883608,0.177325074,0.273393639,0.158667125,0.096756081,0.073537465,0.11135503,0.272000591,0.082269181,0.134741349,0.229768854,0.081471877,0.185814524,0.16771448,0.157155981,0.192398236,0.0682876
YWHAQ,7.652025605,7.173988035,7.424226577,7.296890761,7.211017536,7.065342478,7.40794692,7.672463693,7.461508232,7.65410372,7.451799551,7.421210432,7.381169189,7.454207188,7.42094371,7.196868414,7.161064745
YWHAZ,9.163068684,8.856291469,8.310506656,8.717515946,8.861274189,8.223098106,8.628795155,8.692577708,8.76218216,8.993966436,9.041693133,8.646195762,9.021253128,8.897023058,8.837783165,8.870681192,8.855263936
YY1,6.889040568,6.932777067,6.65499786,7.079751007,7.019521823,6.801533066,6.993317351,6.80317975,6.983228493,7.310845948,7.03583327,6.956121936,6.920521408,6.98744663,7.059901567,6.924039756,7.092521944
ZADH2,6.258577776,6.226772697,7.002157505,5.910138651,5.520883017,5.645341945,6.187790631,6.563371254,5.391950256,5.442507225,6.097228089,6.177941715,5.899537859,5.654216163,5.615579517,5.703250009,5.688061141
ZAN,0.576990294,0.177325074,0.058980731,0.158667125,0.3135732,0.556447634,0.401597099,0.407126153,0.12170887,0.334632228,0.060962895,0.231789928,0.185814524,0.16771448,0.05430985,0.296614329,0.195869645
ZAP70,0.218981154,0.937719008,0.415581427,1.005433476,1.004185645,0.21024071,0.912777063,0.724286531,0.49648623,0.17699666,0.281916388,0.550679978,1.288842431,0.601949211,0.34316424,1.136426083,0.828260676
ZBED3,4.992888436,4.713782076,5.647188994,4.545955038,4.489855124,4.33942908,4.669433483,4.996148362,4.657390071,4.622084562,4.86926901,4.574835207,4.354060419,4.538493142,4.560431877,4.555325571,4.194111763
ZBED5,2.591347694,2.561802662,2.868125071,2.363575304,2.756468402,2.674969981,2.213395108,2.716409131,2.690957282,2.591039315,2.85966264,2.527058614,2.661415706,2.568300439,2.456381465,2.295408112,2.369758515
ZBP1,6.166106722,5.868261057,3.311810616,6.368943374,5.326342405,4.521262266,6.049566303,6.541962092,5.186442365,5.380572106,6.053833234,5.983677082,6.483642015,5.102612455,4.59748147,5.795072617,5.196725034
ZBTB1,5.367890617,5.767951372,5.477859083,5.956790279,5.990237382,5.654357666,5.918537405,5.740470906,5.848699065,6.132984204,5.833496557,5.600606886,5.781019092,6.049060849,5.979762319,5.831671737,5.944608601
ZBTB10,5.875880958,6.73086815,5.635125892,6.098966351,5.793181235,4.139911976,6.185671659,6.115211358,5.951459086,5.874322916,6.370659168,5.991602455,5.706073845,5.925753203,5.816516201,5.165712278,5.294399716
ZBTB11,4.782739682,4.889570283,5.298270639,4.953911803,5.127418293,4.849011668,4.980589281,5.407248624,4.967162346,4.99559722,5.020810001,5.178187808,4.814968168,5.150467124,5.17398551,4.783197905,4.990019128
ZBTB12,3.705699591,3.518890924,4.068133943,3.552653294,3.605016595,3.401869706,3.431565218,3.580972436,3.467794262,3.845902962,3.280759822,3.347569908,3.657100798,3.619674291,3.684138472,3.97215469,3.591140143
ZBTB14,4.698727404,4.467398898,5.136538939,4.560243856,4.332356447,4.55695647,4.57221246,4.857000949,4.556665602,4.261231187,4.590454924,4.363078931,4.450181952,4.313690254,4.453348374,4.368682531,4.396925793
ZBTB16,0.317150059,1.773797469,0.115644602,1.086649255,1.191105296,4.313103359,1.662909022,0.724286531,1.80487179,1.303599247,1.535613856,1.259620655,0.498125184,1.007824211,1.636879405,1.569846055,0.977777648
ZBTB17,5.391555772,5.555706866,5.361138951,5.308722614,5.19043834,4.913014214,5.622905596,5.060352216,5.440521022,5.58858242,5.614588568,5.708729167,5.35272694,5.483457367,5.430344123,5.457500633,5.261963282
ZBTB18,5.223461039,6.386402795,7.072279255,5.917557051,6.080991689,5.93522596,6.006998633,6.182108567,5.957602342,6.1296262,5.72583934,6.098215351,6.030450176,5.823312269,5.954995436,5.881399096,5.949143133
ZBTB2,4.318973113,3.76079491,4.326996643,4.210685767,4.144257594,4.152693496,4.179381309,4.090457479,4.096614689,4.047261444,4.142449444,4.244275905,4.065146064,3.923807257,4.122593733,4.048769464,4.127657924
ZBTB20,4.794148897,5.342076901,7.357512308,4.564975518,5.162768713,6.159708863,4.989119568,6.667579476,5.11373104,4.318980883,4.917456292,4.817080419,4.955814387,4.735616181,4.608867021,4.618690862,4.896855546
ZBTB21,5.03196161,5.197880937,5.035531134,4.856925652,4.761093852,4.390681779,4.62789813,4.782824691,4.79944859,5.414081936,5.216049624,4.881053989,4.727846497,4.870622187,4.761535143,4.891175415,4.807283137
ZBTB22,6.045984536,5.601116113,5.93975806,5.529339649,5.228305373,5.152433136,5.926172794,5.440123743,5.699474916,5.378310198,5.648501359,5.493055428,5.396933558,5.472283274,5.603108865,5.569222367,5.290831472
