"","SUM44_P1","SUM44_P2","SUM44_P3","SUM44_TamR1","SUM44_TamR2","SUM44_TamR3"
"RGR",5.16254,5.46376,5.27829,5.41752,5.25278,5.43643
"RGS1",3.76242,3.74963,3.71303,3.68215,3.97964,3.81573
"RGS10",7.72049,7.62301,7.73522,6.61991,7.04977,6.69356
"RGS11",6.14739,5.9976,6.01439,6.25133,6.16911,6.23623
"RGS12",6.57173,6.31834,6.50714,6.06237,5.86666,6.08839
"RGS13",3.62119,3.63623,3.54271,3.52346,3.57955,3.44987
"RGS14",5.56318,5.26866,5.28316,5.52157,5.32011,5.40456
"RGS16",6.45042,6.03461,6.17203,6.48204,6.50166,6.61537
"RGS19",7.18546,7.16323,7.07184,7.45913,7.44685,7.17523
"RGS2",8.96907,8.66458,6.82008,5.62007,5.07653,4.78727
"RGS20",4.17424,4.21202,4.07109,4.22431,4.0675,4.20142
"RGS3",7.6987,7.20184,7.10485,8.4844,9.24183,8.94429
"RGS4",5.7711,5.77471,5.89363,5.76255,5.63811,5.62404
"RGS5",5.8684,6.00245,5.98972,6.01789,5.95899,5.95584
"RGS6",5.9584,6.06997,6.06736,6.12433,5.85446,6.73523
"RGS7",4.4698,4.31239,4.43611,4.51305,4.51195,4.52974
"RGS9",4.24222,4.1643,4.14241,4.2059,4.11039,4.34379
"RGSL1",5.17948,5.15609,5.18353,5.15754,5.20427,5.24145
"RHAG",5.15674,5.02911,5.12414,5.28527,5.21497,5.7419
"RHBDD3",6.78443,6.50046,6.37911,6.94565,6.69592,6.86114
"RHBDF1",8.40847,8.33582,8.44291,8.42866,8.33561,7.66384
"RHBDL1",4.70592,4.43584,4.68222,4.73072,4.60181,4.97402
"RHD",6.07842,5.85445,5.99303,6.16435,5.98268,6.01775
"RHEB",11.6572,11.9019,12.0848,11.6843,11.747,11.8139
"RHO",6.64678,6.58282,6.62435,6.61154,6.58335,6.98396
"RHOA",11.5165,11.4721,11.6023,11.5771,11.5974,11.2596
"RHOB",12.6707,12.8538,12.645,12.6222,12.7362,12.6406
"RHOBTB1",4.70799,4.71671,4.74976,4.79019,5.16271,5.13458
"RHOBTB2",7.03796,6.98876,6.91944,7.12053,7.07452,7.11347
"RHOBTB3",7.19149,6.69571,6.32408,6.31246,6.02657,6.07808
"RHOD",11.4617,11.2366,11.1136,11.4829,11.4066,11.1142
"RHOG",8.33351,8.2628,8.31183,8.41527,8.3666,8.21351
"RHOH",7.21791,7.19858,7.44257,7.11159,7.25352,7.42311
"RHOQ",8.38638,7.92204,7.43014,7.19058,7.09779,6.49587
"RHOT1",8.51167,8.73525,8.57588,8.0082,8.04964,8.18945
"RHPN1-AS1",6.58135,6.4532,6.28318,6.60477,6.67682,6.1114
"RIBC2",6.44274,6.79763,7.48868,7.07724,6.76134,7.41754
"RIDA",7.82541,8.12763,7.9117,7.92903,7.75229,8.06565
"RIF1",5.80669,6.49927,6.38232,5.71636,5.6164,5.44739
"RIMBP2",4.39647,4.57649,4.56458,4.63344,4.43012,4.47368
"RIMS1",4.87872,4.7267,4.87872,5.01187,4.76116,4.89923
"RIMS2",6.62565,6.84605,6.82411,6.91553,6.73858,6.85871
"RIMS3",6.3511,6.31089,6.46887,6.75609,6.45715,5.74595
"RIN1",6.18786,6.35599,5.97756,6.26301,6.18619,6.23999
"RIN2",7.43609,6.84728,6.58467,6.54024,6.73879,6.11571
"RING1",9.56883,9.32549,9.55784,9.67324,9.57755,9.08517
"RINT1",6.12261,6.23899,6.22636,6.20188,6.14427,6.22827
"RIOK2",8.11803,8.02513,7.89284,8.00163,7.74483,7.8853
"RIOK3",8.23927,7.97468,7.86759,7.85097,7.848,8.00359
"RIOX2",6.53008,6.4058,6.27921,6.38678,6.20681,6.19329
"RIPK1",6.49854,6.60455,6.38381,6.27565,6.59912,6.07244
"RIPK2",7.78269,7.60933,7.63818,7.36646,7.69601,7.57979
"RIPOR1",9.00639,9.05351,9.10354,9.38138,9.25401,9.45928
"RIPOR2",4.97554,5.09508,5.11872,5.15111,5.03848,5.47033
"RIPPLY3",4.29053,4.2558,4.26515,4.29577,4.24579,4.12393
"RIT1",6.76693,6.53602,6.30265,7.03407,7.24656,6.62125
"RIT2",3.84132,3.88421,3.87059,3.93748,3.76482,4.11858
"RLBP1",5.55593,5.37262,5.6356,5.4194,5.57289,5.40964
"RLF",6.1181,6.22513,6.24453,5.75868,5.89527,5.68175
"RLN1",3.99019,3.99738,3.89569,3.91482,4.10317,4.01839
"RLN2",4.02479,4.03001,4.00783,3.97773,4.11961,3.99071
"RMDN1",7.89183,8.21964,8.16858,8.11261,8.0167,7.74164
"RMDN3",8.97501,8.94726,9.03444,9.39933,9.21537,8.90771
"RMND5A",8.97391,8.3867,8.56512,7.76457,7.91376,8.3707
"RMND5B",8.55191,8.41473,8.46335,8.58174,8.52304,8.07412
"RNASE1",6.28578,6.33561,6.26819,6.26213,6.44916,6.62695
"RNASE2",4.38973,4.38537,4.44746,4.44761,4.34752,4.437
"RNASE3",5.56971,5.63486,5.47665,5.44629,5.45749,5.66814
"RNASE4",7.8542,8.16948,8.02961,7.70664,8.18846,7.96863
"RNASE6",4.63877,4.68901,4.71865,4.57705,4.58051,4.50443
"RNASEH1",6.7422,6.88904,7.02114,6.96204,6.92359,6.68654
"RNASEH2A",7.77325,8.55391,9.264,8.93399,8.60202,8.58081
"RNASEH2B",6.32683,6.406,6.38198,6.2246,6.35987,6.50746
"RNASET2",10.1734,9.9134,10.0661,10.0641,9.85107,9.50015
"RND1",6.08103,6.2641,5.96854,6.1245,6.20938,5.56484
"RND2",4.33037,4.38914,4.24352,4.27465,4.43203,4.59663
"RND3",7.71418,6.96291,6.59643,6.84988,6.46077,6.35932
"RNF10",9.38771,9.0237,8.79748,9.5174,9.68304,9.07606
"RNF103",9.97651,9.7771,9.73623,9.55539,9.83953,9.80933
"RNF11",8.92915,8.65004,8.792,8.35065,8.603,8.43306
"RNF111",8.28252,8.24169,8.23359,7.95386,8.07756,7.77404
"RNF113A",7.96529,7.93892,7.91832,8.14123,8.07708,7.67564
"RNF114",9.86447,9.38822,9.41665,9.85447,9.92957,9.55727
"RNF115",8.35476,7.98513,7.75383,7.87332,7.70892,7.47451
"RNF125",3.9811,3.95493,3.90069,3.99682,3.89431,3.89714
"RNF126",6.72894,6.6984,6.7018,6.93234,6.79349,7.00393
"RNF13",8.74493,8.50199,8.10205,8.22716,8.01456,8.13885
"RNF130",9.97052,9.57269,9.5622,9.16077,9.49766,9.12181
"RNF138",7.39383,7.73714,7.76839,6.85193,6.78615,6.58914
"RNF139",8.60563,8.69143,8.58808,8.46645,8.64074,8.28669
"RNF14",8.42707,8.45015,8.83335,8.98799,9.12297,8.76891
"RNF144A",4.88598,4.82761,4.76767,5.03218,4.87091,4.65326
"RNF167",8.73093,8.5962,8.66112,8.83256,8.98526,8.36105
"RNF185-AS1",5.35258,5.10632,5.19334,5.35401,5.2104,5.03671
"RNF187",11.7962,10.7497,10.6826,10.8713,11.2296,10.6135
"RNF19B",5.89142,5.79356,6.19995,5.86298,6.02074,5.3172
"RNF2",4.23762,4.46939,4.16513,4.22088,4.15636,4.21306
"RNF216",7.02796,7.21974,6.91037,7.36806,7.32114,6.90749
"RNF24",8.6857,8.13269,7.33158,7.33831,7.29998,7.07126
"RNF25",6.55771,6.72534,6.37015,6.70132,6.58762,6.66507
"RNF38",8.57087,8.63197,8.78105,7.65346,7.94462,8.10449
"RNF4",9.99743,10.1074,10.2694,9.51405,9.47361,9.15487
"RNF40",7.43937,7.58263,7.51389,7.97966,7.82305,7.32763
"RNF41",7.79746,7.37081,7.40635,7.6524,7.9563,6.95821
"RNF43",7.36338,7.11605,7.17811,7.36337,7.31717,8.13951
"RNF44",8.32101,8.30094,8.17689,7.8776,8.10345,7.69789
"RNF5",5.49462,5.49337,5.50515,5.58406,5.4521,5.02506
"RNF6",8.17081,8.20205,7.95216,7.4333,7.36714,7.2815
"RNF7",7.37778,7.32497,7.27947,7.40742,7.31884,6.98974
"RNF8",7.21932,7.42877,7.58636,7.4549,7.45438,7.55564
"RNGTT",5.71523,6.15748,6.04247,6.12754,6.24097,5.97083
"RNH1",10.2792,10.0073,10.0733,10.3965,10.1899,9.83415
"RNMT",6.24429,6.31487,6.24483,5.98437,5.81809,5.93686
"RNPEP",10.3994,10.5058,10.3665,11.1058,11.1043,10.8763
"RNPEPL1",6.82224,6.66042,6.48935,6.95063,6.85736,7.37231
"RNPS1",10.2007,9.9047,10.2119,10.1979,10.2749,9.96693
"RO60",9.58421,9.76181,9.44178,9.33866,8.93327,9.46793
"ROBO1",3.90734,3.97144,3.87503,3.83107,3.94522,3.91824
"ROCK1",8.7833,8.78951,8.47408,8.2038,8.27292,8.40122
"ROCK2",6.2745,6.16432,6.16284,6.21207,5.9485,6.00037
"ROGDI",7.53003,7.75515,7.69149,8.11498,7.97854,7.54826
"ROM1",5.34477,5.2384,5.32157,5.4058,5.53488,5.23046
"ROR1",4.90711,4.98949,5.15849,5.04033,5.02319,5.01526
"ROR2",5.2674,5.28483,5.38615,5.33114,5.74756,5.48344
"RORA",5.03649,5.08115,5.06296,5.28058,5.29326,5.01828
"RORB",4.55793,4.10496,4.30741,4.28683,4.3759,4.66668
"RORC",6.99898,6.65108,6.75187,6.85693,7.03361,6.80809
"ROS1",4.70064,4.70809,4.51293,4.71155,4.575,5.10541
"RP2",3.79801,4.05621,3.8409,3.29254,3.5576,3.57551
"RPA1",8.86725,9.18855,9.41886,9.29219,9.22415,8.8961
"RPA2",7.38817,7.8039,8.04412,8.02494,7.94193,7.39409
"RPA3",9.80133,10.0099,10.2617,10.3297,10.2463,10.3404
"RPAIN",5.31432,5.14681,5.31474,5.25814,5.401,5.15504
"RPAP1",7.0283,6.49317,6.84977,7.07995,7.01681,6.87692
"RPAP3",6.36377,6.46346,6.70554,6.24296,6.14331,6.31979
"RPARP-AS1",6.1813,6.14062,6.11572,6.35413,6.25073,6.23948
"RPE65",3.55371,3.51143,3.5115,3.61271,3.59479,3.54273
"RPF1",9.16923,9.36424,9.33083,9.14245,9.22377,9.18065
"RPGR",3.86399,3.90512,3.86594,4.09634,3.94242,4.10376
"RPGRIP1",6.40039,6.23134,6.16624,6.37254,6.09323,6.64529
"RPGRIP1L",5.83261,6.01179,5.77547,5.53057,5.53426,5.47099
"RPH3A",5.44992,5.43022,5.41714,5.34962,5.28422,5.38361
"RPIA",7.76751,7.44657,7.45484,7.52254,7.88383,6.96798
"RPL10A",11.9609,11.8882,11.8696,11.9645,12.0844,11.7608
"RPL10L",5.61221,5.76733,5.64117,5.97537,5.98087,5.43609
"RPL11",11.6475,11.6334,11.519,11.8501,11.7818,11.482
"RPL12",12.7135,12.5524,12.6936,12.7362,12.8675,12.5914
"RPL14",12.9813,12.9439,12.9205,12.9942,12.9884,12.8866
"RPL15",12.8024,12.6318,12.7165,12.7541,12.829,12.4422
"RPL18",12.7415,12.7445,12.7443,12.78,12.8227,12.5633
"RPL19",12.2736,12.3852,12.2075,12.4474,12.4025,12.196
"RPL22",13.4322,13.4612,13.4619,13.3132,13.3475,13.3121
"RPL23A",13.9633,13.9442,13.8636,14.0942,13.9428,13.8943
"RPL23AP32",4.91994,4.66016,4.91137,4.83469,5.00912,4.88572
"RPL24",12.5854,12.4753,12.5023,12.6297,12.6395,12.5067
"RPL26L1",9.40452,8.97552,8.85636,9.42877,9.33456,9.02409
"RPL27",12.6442,12.3694,12.4768,12.6974,12.5874,12.4227
"RPL27A",7.69912,7.5938,7.63348,7.77305,7.8836,7.70593
"RPL29",12.5848,12.4462,12.5271,12.5668,12.6397,12.2804
"RPL3",13.0386,12.9393,12.9998,12.8932,13.1809,12.8543
"RPL30",13.4838,13.4147,13.2615,13.4036,13.3823,13.2417
"RPL31",13.6667,13.4462,13.4555,13.7443,13.682,13.6003
"RPL32",13.6856,13.4529,13.5793,13.6226,13.5787,13.4428
"RPL34",12.8964,12.7751,12.5676,12.5759,12.5908,12.4926
"RPL35",11.714,11.6223,11.6991,11.9497,11.8035,11.6733
"RPL35A",11.743,11.8031,11.6115,11.7564,11.8526,11.5927
"RPL36AL",11.1297,11.014,11.0333,11.2523,11.2589,11.3491
"RPL37",13.2229,12.9898,13.0022,12.9038,12.8186,12.5265
"RPL37A",14.0722,13.9813,13.9694,13.9164,13.9083,13.8282
"RPL38",12.5054,12.4999,12.6536,12.8794,12.763,12.6338
"RPL39",13.6797,13.6228,13.6468,13.6409,13.6297,13.5627
"RPL39L",4.21066,4.08548,4.10242,4.23788,4.49256,4.38574
"RPL3L",5.3276,5.43487,5.24513,5.64731,5.16229,5.81867
"RPL41",14.3129,14.3272,14.3044,14.3458,14.3516,14.2741
"RPL6",12.526,12.3301,12.4132,12.2708,12.3427,12.2557
"RPL7",13.7866,13.6639,13.7683,13.5517,13.586,13.6068
"RPL8",12.8638,12.8138,12.8191,12.8201,12.7736,12.4217
"RPL9",13.5552,13.5275,13.509,13.1959,13.2019,12.9292
"RPLP0",14.12,13.9915,14.1219,14.0812,14.1705,13.9391
"RPLP1",13.3538,13.3066,13.15,13.4767,13.405,13.2818
"RPLP2",4.95919,4.69514,4.90342,5.03987,5.05223,5.14289
"RPN1",9.6399,9.68146,9.7605,9.80596,9.90543,9.53622
"RPN2",12.3988,12.5293,12.5272,12.5631,12.5668,12.6099
"RPP14",8.08328,7.94437,7.94886,7.8502,8.16411,7.50696
"RPP30",8.80906,9.13462,9.29101,9.38826,9.23201,9.1657
"RPP38",7.7234,7.7526,7.59561,7.60766,7.72977,7.25023
"RPP40",7.67186,7.59937,7.73422,7.81908,7.56493,7.56914
"RPRD1A",6.02944,6.18983,6.28277,5.91087,6.02987,5.7136
"RPRD2",7.75518,7.82178,7.74283,7.8749,7.72356,7.99453
"RPS10",13.8912,13.7112,13.7719,13.9378,13.8817,13.6935
"RPS11",7.48817,7.49647,7.49966,7.47519,7.56888,7.6604
"RPS12",13.4577,13.3869,13.3971,13.5758,13.6177,13.57
"RPS14",13.7248,13.7151,13.5549,13.646,13.7082,13.6232
"RPS15",13.787,13.7798,13.8416,13.926,13.8757,13.7051
"RPS15A",13.9974,13.8394,13.8375,13.9628,13.9544,13.861
"RPS16",13.2645,13.2683,13.2548,13.2439,13.2654,13.0861
"RPS17",13.795,13.6093,13.6196,13.7578,13.6995,13.493
"RPS18",13.8037,13.747,13.7856,13.8615,13.7644,13.637
"RPS19",13.4525,13.5382,13.6786,13.4386,13.5412,13.3451
"RPS21",12.9258,12.6707,12.8523,12.7984,12.7994,12.6614
"RPS23",13.5557,13.5414,13.3988,13.5407,13.5341,13.5129
"RPS24",13.7353,13.7476,13.7509,13.7876,13.7201,13.6875
"RPS25",11.7415,11.5002,11.4509,11.7002,11.6982,11.5199
"RPS27",13.0914,13.082,12.971,13.0584,13.0116,12.9483
"RPS27A",12.338,12.2833,12.1755,12.2497,12.3443,12.246
"RPS27L",10.7777,10.7579,10.4096,10.7633,10.7219,10.5405
"RPS28",12.975,12.8931,12.8449,13.0454,13.0193,12.9708
"RPS29",13.2538,13.2374,13.1511,13.3247,13.3081,13.2156
"RPS2P45",3.77524,3.75142,3.81977,3.86545,3.84598,3.88695
"RPS3",13.813,13.8019,13.7592,13.7088,13.7129,13.5826
"RPS4X",13.6192,13.4071,13.4252,13.4881,13.5106,13.4641
"RPS4Y1",5.20626,5.20682,5.10682,5.31863,5.27682,5.08612
"RPS5",12.6438,12.7354,12.8077,12.7794,12.7124,12.4697
"RPS6",12.9586,12.8476,12.7248,12.8203,12.979,12.7477
"RPS6KA1",6.24294,6.32893,6.4544,7.10175,7.04174,6.74173
"RPS6KA2",7.70639,7.08869,7.20278,6.92159,6.77239,6.76183
"RPS6KA3",5.28638,5.48657,5.52177,5.35524,5.80302,5.50397
"RPS6KA4",7.53565,7.52357,7.48179,7.51537,7.51682,7.4781
"RPS6KA5",6.22264,6.46202,6.72178,6.06304,5.96682,6.05842
"RPS6KB1",5.55807,5.74551,5.46474,5.47589,5.35561,5.53397
"RPS6KB2",8.09443,8.02615,8.16514,8.12882,8.09286,7.81943
"RPS7",12.5286,12.332,12.3288,12.4208,12.409,12.1722
"RPS8",4.62202,4.52227,4.63611,4.47836,4.67221,4.2216
"RPS9",11.4254,11.4928,11.4711,11.7904,11.8371,11.5107
"RRAD",5.25252,4.9006,4.84323,5.0369,5.10201,5.36305
"RRAGA",9.28205,9.02217,8.92218,9.2935,9.58539,9.16909
"RRAGB",6.19789,6.13914,5.99255,6.13447,6.30964,5.69697
"RRAGC",8.23603,7.91642,8.06009,8.06009,8.01008,7.85903
"RRAS",7.91679,7.97902,7.97721,8.78251,8.41349,8.04155
"RRAS2",8.29301,7.96986,7.82668,7.3986,7.38256,7.35557
"RRBP1",8.13424,8.16061,7.92758,8.45144,8.14461,8.03028
"RREB1",9.37793,9.13398,8.9885,9.76137,9.86127,9.32534
"RRH",4.68404,4.93294,4.60493,4.70097,4.54252,4.53583
"RRM1",8.62108,9.41658,9.67686,8.92729,8.96366,9.37911
"RRM2",7.5515,9.76857,10.7784,10.2722,10.0486,10.4051
"RRN3P1",6.89842,7.05843,7.16373,6.87254,6.8077,6.8041
"RRP1",6.65542,6.81959,6.80859,6.95868,6.92931,6.72423
"RRP12",6.22465,6.23321,6.17702,6.42369,6.36989,6.78529
"RRP15",7.66575,7.60441,7.55474,7.49164,7.24671,7.5227
"RRP1B",8.6201,8.8552,9.05694,8.68414,8.6296,8.36284
"RRP7A",7.19992,7.35437,7.49506,7.9699,7.66545,7.39643
"RRP8",7.41446,7.13346,7.25194,7.5858,7.62419,6.92362
"RRP9",6.55505,6.33853,6.51043,7.15064,6.60029,6.56829
"RRS1",9.13609,8.90713,8.73559,8.93391,8.95132,8.47676
"RS1",5.19801,5.18772,5.20548,5.44992,5.22574,5.96705
"RSAD1",7.64197,7.20672,7.39689,7.47735,7.58685,7.39837
"RSAD2",4.46981,4.70801,4.32116,4.42033,4.55444,4.79827
"RSBN1",6.74287,6.33451,6.02567,5.3864,5.37253,5.48619
"RSF1",6.33219,6.54482,6.64768,5.50782,5.56646,5.6036
"RSL1D1",7.86697,7.6699,7.56838,7.31846,7.78787,7.4988
"RSL24D1",9.38293,8.75054,8.70741,8.7107,9.07962,8.79038
"RSRC2",8.85019,8.90412,9.01406,8.26006,8.24075,8.51541
"RSU1",7.96144,7.82534,7.82176,8.27815,7.85442,7.50465
"RTCA",9.50921,9.50732,9.61932,9.56896,9.54006,9.66992
"RTCB",9.52482,9.49344,9.56196,10.1377,10.0369,9.68124
"RTEL1",6.60078,6.52484,6.63476,6.72038,6.59854,6.68595
"RTF1",7.93594,7.82592,7.99386,7.7624,7.97078,7.88034
"RTF2",9.08898,8.82956,8.58676,8.85916,9.04109,8.67363
"RTL8A",6.86175,6.84114,6.76143,6.79991,7.08988,6.26125
"RTL8C",9.77612,9.43518,9.30077,9.62232,9.65066,9.13617
"RTN1",9.56111,9.76087,9.65296,9.94156,10.0603,9.78174
"RTN2",8.5217,8.24258,7.5568,8.35717,8.66504,8.20058
"RTN4",11.3632,11.3301,11.3516,11.4364,11.3286,11.1332
"RTRAF",11.0511,11.2716,11.0585,10.9654,10.9555,10.9787
"RUBCN",6.52809,6.2093,6.52365,6.66245,6.7113,6.18672
"RUFY1",8.43685,8.38081,8.26948,8.00403,8.22437,7.63482
"RUFY3",6.05094,6.45474,6.80897,5.94489,5.84303,6.04632
"RUNDC3A",6.18842,6.29188,6.21175,6.53986,6.37896,6.56309
"RUNDC3B",3.95518,3.81583,3.9201,3.81669,3.838,4.02851
"RUNX1T1",6.07906,6.03588,6.14348,6.14187,6.20956,6.10001
"RUNX2",5.96759,5.76699,5.63029,5.77317,5.85445,6.18618
"RUNX3",4.83463,4.96751,5.00971,4.97905,5.10171,5.17282
"RUSC1",8.96647,9.2154,9.33099,9.52083,9.44714,9.24829
"RUSC2",6.21521,6.19471,6.14472,6.23971,6.18498,6.40944
"RUVBL1",7.83327,8.16496,7.90035,8.05373,8.21577,7.46914
"RUVBL2",9.39658,9.91543,10.0526,10.0136,9.71345,9.46248
"RWDD2A",6.82709,6.61426,6.1545,6.0956,6.31853,6.14116
"RWDD2B",7.95245,8.10988,8.28533,8.18286,8.13932,7.93405
"RWDD3",7.97638,8.22416,7.9846,8.12104,8.16924,8.20846
"RXRA",8.80073,8.68876,8.36763,9.14104,9.01709,8.79144
"RXRB",7.95863,7.71754,7.62855,7.82068,7.8478,7.7451
"RXRG",4.71311,4.63077,4.5376,5.0787,4.81185,4.93044
"RXYLT1",8.86262,8.87624,8.67835,8.94419,8.97114,9.21549
"RYBP",9.70754,9.69302,9.61892,9.036,8.90167,9.7265
"RYK",7.84499,7.73801,7.59651,7.53694,7.8344,7.79008
"RYR1",4.33727,4.48744,4.23299,4.42334,4.49161,4.40707
"RYR2",5.66353,5.70463,5.33266,5.33075,5.19177,5.23938
"RYR3",4.03484,4.07006,3.99062,4.02951,4.16639,4.09822
"S100A1",6.81661,6.76102,6.61618,7.40946,7.48761,7.17263
"S100A10",12.8975,12.8348,12.5998,13.2312,12.9547,12.863
"S100A11",11.082,10.9803,10.5773,11.0991,10.9683,10.6245
"S100A12",4.31009,4.34157,4.25923,3.88859,4.25852,4.09109
"S100A13",9.90976,10.2647,10.0129,10.6586,10.7581,10.5956
"S100A14",11.0026,10.3319,9.7175,10.4732,10.7588,10.2096
"S100A2",5.65551,5.58332,5.58043,5.62423,5.63285,5.74149
"S100A3",4.93166,5.01018,4.84143,5.06965,4.98688,5.43736
"S100A4",8.16679,7.31723,6.29127,7.23947,7.5475,6.40549
"S100A5",5.43907,5.35206,5.2664,5.39849,5.35767,5.31228
"S100A6",10.7678,10.4181,9.91172,10.9737,11.0069,10.536
"S100A7",5.31293,5.40197,5.24942,4.43346,4.30704,4.32784
"S100A8",8.91416,8.97421,8.27298,6.924,7.75957,7.33614
"S100A9",4.48103,4.59709,4.54746,4.50652,4.48671,4.54857
"S100B",4.44678,4.32703,4.4936,4.36365,4.29942,4.69529
"S100G",4.86188,4.87381,4.90083,4.99473,4.89455,4.59336
"S100P",6.11948,5.09501,5.25576,5.20287,5.00879,5.20138
"S100PBP",6.13869,6.10956,6.22556,5.94679,6.09331,5.7205
"S1PR1",3.79286,3.75453,3.71239,3.66226,3.65884,3.83444
"S1PR2",4.91795,4.92853,4.85596,4.90687,5.15075,5.18102
"S1PR4",6.37889,6.16118,6.31098,6.37125,6.51699,6.83376
"SAC3D1",7.78734,8.03561,8.56467,7.93335,7.90165,7.5181
"SACM1L",8.64531,8.87784,8.73621,8.34699,8.26294,8.53746
"SACS",4.00706,4.13535,4.24254,3.97253,3.89689,4.00316
"SAE1",9.16945,9.2586,9.4466,9.3256,9.40557,9.11334
"SAFB",8.17446,7.87021,7.99911,7.90657,8.17841,8.08295
"SAFB2",7.23529,6.89011,6.87664,6.95054,7.32597,6.96701
"SAG",6.00107,6.06008,6.05841,6.13931,6.06258,6.12647
"SALL1",3.51847,3.49004,3.65293,3.56284,3.64182,3.52646
"SALL2",5.95572,6.05875,5.81235,5.88593,5.93422,5.69316
"SAMD14",5.17071,5.3519,5.27443,5.38357,5.45495,5.45074
"SAMD4A",4.87493,4.63883,4.88177,4.81277,4.82301,5.4704
"SAMHD1",6.75425,6.89968,6.84295,6.6449,6.11289,6.45045
"SAMM50",9.34032,9.27875,9.29062,9.54903,9.70484,9.22213
"SAP18",10.5308,10.6173,10.4575,10.608,10.5392,10.394
"SAP30",7.49763,8.09055,8.54932,7.50996,7.80672,7.36883
"SAP30BP",7.1069,7.27146,7.28829,7.74466,7.9108,6.96004
"SAR1A",9.72359,9.75881,9.64412,9.73725,9.70989,9.71942
"SAR1B",9.53764,9.54922,9.43889,9.64163,9.51736,9.55931
"SARAF",11.0964,10.878,10.9172,10.6526,10.7419,10.7736
"SARDH",6.41679,6.19822,6.16278,6.5256,6.65229,6.72875
"SARM1",5.33548,5.32814,5.61824,5.58107,5.53052,5.60885
"SARS",11.2826,10.4363,10.601,10.9198,11.3651,10.5075
"SARS2",5.83656,6.04625,6.11418,6.27818,6.39425,5.94625
"SART1",7.73554,7.91304,8.07517,7.53113,7.55502,7.26008
"SART3",8.54177,8.34557,8.41192,8.51455,8.47795,8.26796
"SASH1",8.6413,8.45001,8.08037,8.5846,8.76873,8.75898
"SASH3",5.35026,5.43378,5.24906,5.79152,5.33153,6.03589
"SAT1",10.3857,9.61847,9.06373,9.72539,10.1342,9.00256
"SATB1",8.43701,8.03808,7.0108,8.43252,8.68694,8.85404
"SATB2",7.02674,7.39407,7.54979,6.28943,6.42659,5.87401
"SAV1",6.6816,6.38929,6.68635,6.17302,6.32096,6.26269
"SAYSD1",6.92112,6.9807,7.19856,6.9232,6.82879,6.36792
"SBF1",8.00292,7.93284,7.96792,8.00076,7.95453,8.13252
"SBNO1",5.23921,5.0959,5.29845,4.74724,4.72665,4.88711
"SBNO2",6.99339,6.98981,6.90758,7.2007,7.20292,7.30662
"SBSPON",3.49733,3.49172,3.48212,3.57251,3.59641,3.69977
"SC5D",9.44797,9.39215,9.40858,9.14403,9.07748,9.13458
"SCAF11",7.99931,8.15166,8.05115,7.96494,7.77765,7.91461
"SCAF8",8.92732,8.88739,8.86488,8.81948,9.12742,9.08098
"SCAI",3.57542,3.5369,3.64843,3.51167,3.64183,3.42441
"SCAMP1",9.43865,9.61966,9.49771,9.01025,9.05581,9.41704
"SCAMP2",8.99248,9.03161,8.73762,9.38981,9.29161,9.01739
"SCAMP3",9.14531,9.06388,9.08595,9.43473,9.44441,8.96848
"SCAMP4",6.70487,6.78391,6.83499,7.12337,7.30024,7.10548
"SCAMP5",6.85609,6.82366,7.01178,7.29988,7.23265,7.04379
"SCAND1",9.04175,9.13504,8.83224,9.36366,9.27091,8.95477
"SCAND2P",5.82491,6.01237,5.8726,6.07461,6.02509,6.23044
"SCAP",7.6399,7.59939,7.4699,7.88857,7.7318,7.40925
"SCAPER",5.71636,5.86447,5.72752,5.47653,5.40719,5.51898
"SCARB1",7.39105,7.2835,7.34054,6.92941,6.51477,6.96572
"SCARB2",8.25377,8.33674,8.13359,6.34637,6.88382,6.14747
"SCARF1",3.52784,3.56647,3.56085,3.62705,3.67514,3.56877
"SCCPDH",8.13481,8.50158,8.7011,6.94594,7.07268,6.98942
"SCD",11.5999,11.8957,11.9196,12.5729,12.2398,12.1587
"SCEL",4.00858,3.79589,3.82072,3.94637,3.84776,4.10201
"SCFD1",8.48784,8.55553,8.43924,8.26145,8.05615,8.15218
"SCG2",3.9564,4.06203,4.08018,4.0813,4.0671,4.12596
"SCG5",4.28991,4.23038,4.18362,4.43137,4.1403,4.59025
"SCGB1A1",4.97687,4.91621,4.95723,4.9377,4.82391,4.88973
"SCGB1D1",4.10101,3.97806,4.0766,3.88859,3.90144,4.04494
"SCGB1D2",8.57136,7.00337,5.14904,4.68554,4.71385,4.89646
"SCGB2A1",5.76165,4.80547,4.17652,4.26955,4.08023,4.16238
"SCGB2A2",13.0756,12.2191,10.2439,9.36529,8.6852,7.39464
"SCGN",6.31241,6.4083,6.4721,6.79516,6.6463,6.0196
"SCML1",6.01156,6.34038,7.04121,5.96745,6.04593,5.87092
"SCML2",6.4936,6.54521,6.89013,6.37673,6.46516,6.36939
"SCN10A",6.26562,6.25032,6.28664,6.28256,6.28308,6.13299
"SCN11A",4.42532,4.28277,4.22428,4.13869,4.2148,4.19094
"SCN1A",5.24484,5.09409,4.8775,3.59627,3.48745,3.39087
"SCN1B",5.82766,5.99649,5.779,6.33708,6.07884,6.57061
"SCN2A",4.50738,4.58146,4.60505,4.74544,4.76219,5.34948
"SCN2B",5.19801,5.14017,5.12368,5.42453,5.46787,5.52225
"SCN3A",3.64893,3.73968,3.82166,3.89061,3.77751,3.83333
