"","VC_rep2","VC_rep1","VC_rep4","VC_rep3","E2s_rep4","E2s_rep1","E2s_rep2","E2s_rep3"
"TRAF3IP1",8.922342818,9.343935189,9.157820597,8.956466913,9.023546457,9.171583398,9.162737484,9.163869774
"TRAF3IP2",11.45013513,12.33229885,12.24861696,11.84177563,11.48931488,12.24618761,12.41402451,12.384632
"TRAF3IP3",7.195987298,7.183015001,7.091038624,7.146568676,6.937815169,6.904032432,7.309931032,7.034523875
"TRAF4",8.739232113,8.938440182,9.205090665,8.725707079,8.638752657,9.043813372,9.232031119,9.322209844
"TRAF5",11.00043141,9.560022287,10.16053326,10.91200047,11.24058266,10.215624,9.855111798,10.25538271
"TRAF6",8.390975006,8.944492456,8.675339611,8.53099149,8.422774372,8.584210901,8.711752999,8.276066231
"TRAF7",9.531917498,9.767253387,9.973948435,9.677345267,9.187089122,9.829207395,9.868243818,9.649334778
"TRAFD1",9.897741484,10.05008671,10.1882643,9.857495092,9.419578392,9.84416632,10.08719762,9.798714795
"TRAIP",8.582330188,9.156478151,8.87897051,8.527819068,8.821275728,8.821136186,8.837903832,9.016198913
"TRAK1",9.986410935,10.44474315,10.31806258,10.03042575,9.969674312,10.35822536,10.30443689,10.10791994
"TRAK2",11.61962966,12.04192219,11.77056066,11.82486429,11.23086106,11.83249943,11.53828595,11.60080728
"TRAM1",13.71560679,13.91966293,13.72600789,13.62324137,13.68667423,13.96147117,13.78607049,13.59918207
"TRAM1L1",7.448942236,7.531576406,7.385646735,7.350718231,7.702172685,7.526156864,7.120626692,7.265966595
"TRAM2",9.650591804,9.522900242,9.056671581,9.330524788,8.900942261,9.059141631,8.698965058,8.874846905
"TRANK1",7.267137804,7.408542042,7.215775653,7.53508093,7.395855413,7.524933432,7.385646735,7.373082645
"TRAP1",11.93007663,12.56929788,12.6650194,12.43435457,12.04245454,12.61351611,12.59374271,12.56179211
"TRAPPC1",11.65165157,11.63147834,11.79677983,11.46585333,11.37644423,11.85561797,11.73788636,11.73263383
"TRAPPC10",8.957900093,8.276066231,8.60649775,8.733290781,9.167606311,8.513628913,8.400986141,8.8387706
"TRAPPC11",11.02881258,11.57118379,11.11226845,11.20908777,10.75214018,11.10127811,11.03587302,11.00317529
"TRAPPC12",11.18020444,11.68651694,11.38549171,11.17854815,10.91511377,11.46437983,11.20866875,11.1291864
"TRAPPC13",9.153425363,10.47352819,9.926110642,9.868436756,9.607954422,9.747647542,9.901828536,9.903486481
"TRAPPC2",10.94225791,11.04931254,11.08066766,10.92410267,10.70239998,11.15016774,10.86739458,11.01930404
"TRAPPC2B",9.580376353,9.785105035,9.882022053,9.89499771,9.556697635,9.53279422,9.612315635,9.914926975
"TRAPPC2L",12.57219394,12.45343784,13.06336348,12.87815392,12.72693922,12.75567261,12.86971914,13.04410591
"TRAPPC3",12.65162074,12.99361068,12.99635211,12.78221504,12.77410755,12.91414684,12.88059514,12.95959675
"TRAPPC4",12.5259092,12.88012158,12.84771559,12.72421806,12.57355844,12.75731448,12.74533294,12.68833228
"TRAPPC5",12.50497722,12.36136469,12.9683518,12.41026252,12.3035917,12.698626,12.66699508,12.95689339
"TRAPPC6A",9.664713932,9.716562274,10.12120972,9.808059191,9.573599854,9.691111002,10.08153337,10.51755867
"TRAPPC6B",9.87717867,9.53124742,8.931069888,9.399998825,10.05785638,9.056671581,8.758368976,9.170957812
"TRAPPC8",11.54623733,9.995148821,11.14457859,11.0269902,11.20642681,11.40374437,11.04668067,10.95846209
"TRAPPC9",9.152791852,8.760803098,9.380731613,8.805884911,8.655172912,9.494605616,9.461389916,9.235625354
"TRARG1",7.190565479,7.2935866,7.267020725,7.288058585,7.259978594,7.265732239,7.208417275,7.15797845
"TRAT1",7.292896755,7.169173402,7.267606021,7.092096415,7.288635409,7.158609688,7.558037985,7.274378153
"TRDMT1",7.682731294,7.447599858,7.496354489,7.674015673,7.466382409,7.726643921,7.511159644,7.374604819
"TRDN",7.374604819,7.44221782,7.33315535,7.563100916,7.430766147,7.419538892,7.556026993,7.556601848
"TREH",7.355130821,7.541483864,7.495355392,7.461786371,7.424376273,7.456046333,7.598238642,7.313336562
"TREM1",7.441491779,7.46311562,7.632495437,7.384190148,7.779801417,7.646828684,7.493955494,7.6283544
"TREM2",7.500941441,7.280886738,7.407267764,7.351491409,7.128252152,7.21783656,7.034798963,7.320913343
"TREML1",7.343407822,7.428569547,7.307314672,7.35832153,7.385323176,7.499945517,7.377427461,7.57761765
"TREML2",7.557367966,8.015136244,7.659148573,7.581200582,7.621594039,7.560380605,7.965279253,7.765451869
"TREML3P",7.29553937,7.179038235,7.050800958,7.095792589,7.199549661,7.178042329,7.164906927,7.103156648
"TREML4",7.233739497,7.209697044,7.051888656,7.119719295,7.36719631,7.320913343,7.190812368,7.265966595
"TREML5P",7.263151808,7.240910558,7.076815597,7.198445041,7.33817925,7.070255142,7.347510643,7.262212324
"TRERF1",9.274349031,9.544505672,9.556697635,9.607515263,9.339905661,9.411524229,9.300810123,9.276008054
"TREX1",7.246265559,7.306061689,7.286095656,7.35502067,7.325530332,7.031632288,7.197216693,7.370687407
"TREX2",7.230741003,7.198445041,6.95942242,7.171552125,7.144403327,7.060290623,7.28771238,7.2244841
"TRH",7.279494511,7.206159679,7.15810472,7.419380877,7.29530977,7.438999719,7.464137286,7.645298164
"TRHDE",7.081483438,7.15936681,7.265966595,7.017504401,7.211888295,7.484117986,7.010667963,7.086932341
"TRHDE-AS1",7.036173613,7.175300036,7.405566974,7.13249973,7.26185986,7.171802289,7.288750746,7.115823977
"TRHR",7.403225109,7.161131883,7.800252806,7.354028938,7.298864479,7.520618681,7.286326727,7.717076603
"TRIAP1",10.67423641,10.74963901,10.46277064,10.64370966,10.49138966,10.37670875,10.35597044,10.34222749
"TRIB1",10.59010748,10.93990973,10.52563092,10.28745267,10.12095872,10.42130221,10.26956503,10.26927281
"TRIB2",10.18940762,10.81147504,10.68660995,10.42541262,9.326036176,9.766425382,10.04544399,9.93391191
"TRIB3",12.30465791,12.5593024,12.65517012,12.26077255,12.5034593,12.49639506,12.62266673,12.78407757
"TRIL",10.53840721,11.21265597,11.11829223,11.07072474,10.35724958,10.90301567,10.97829486,10.69444495
"TRIM10",7.127349541,7.313336562,7.193278936,7.296916207,7.380461065,7.229419688,7.227736263,7.267137804
"TRIM11",10.61103633,10.93322037,10.83902167,10.50009495,10.61889017,10.88586793,10.98391101,11.06237506
"TRIM13",10.09930671,9.857495092,9.218078826,9.292609223,9.508488077,9.273649924,9.159745222,9.111005222
"TRIM14",7.800697714,7.86426354,7.686281655,7.707186551,7.399171094,7.765286099,7.909143047,7.754553506
"TRIM15",7.201878863,7.267371931,7.541387062,7.395319911,7.351491409,7.305491792,7.33645077,7.399171094
"TRIM16",8.068979758,8.726047819,8.431236412,8.717804923,7.884971794,8.14675958,8.997497065,8.236133813
"TRIM16L",7.351436196,7.122180901,7.219652565,7.043710863,7.30035256,7.038781844,7.367087077,7.111787736
"TRIM17",7.368397328,7.419538892,7.726132992,7.514615439,7.512049068,7.656916404,7.476442447,7.346347514
"TRIM2",6.995767151,7.131856961,6.880195729,7.190688929,7.179287105,6.990103964,7.094473614,7.060290623
"TRIM21",8.941524512,9.581765495,9.377644358,8.949005935,8.494555617,9.425556864,9.354387142,8.916663239
"TRIM22",7.367305535,7.186733289,7.248520605,7.439623138,7.515404174,7.389308673,7.790796469,7.425215903
"TRIM23",9.14723673,9.848798964,9.375894692,9.241655498,8.92494237,9.298434939,9.522581531,9.180002365
"TRIM24",10.3120888,8.951503289,9.267284138,9.73194477,9.837529385,9.687331938,9.361724503,9.344268164
"TRIM25",10.86900577,11.17042585,11.33473418,10.90974311,10.5681699,11.11391305,10.93603976,11.12409707
"TRIM26",10.31816147,10.22027251,10.82854313,10.15347286,9.784041779,10.48509973,10.70112232,10.7290365
"TRIM27",9.462604515,10.13970322,9.690281767,9.564209045,9.2598021,9.488191623,9.472766982,9.397166552
"TRIM28",11.17379423,11.37665789,11.77428775,11.25293887,11.08252331,11.55433103,11.73622222,11.70284095
"TRIM29",8.328646881,8.184875343,8.347538325,8.205823789,8.375175221,8.338402129,8.301896253,8.445609809
"TRIM3",10.50009495,11.14629818,10.96723527,10.83548793,10.77734779,10.64831264,10.66067005,10.70239998
"TRIM31",7.699745948,7.981709975,7.650782507,7.594604531,7.701653014,7.620678042,7.60279164,7.522189175
"TRIM32",10.09970943,10.5834119,9.99627928,10.22914927,9.890511293,10.14481754,9.903166345,9.895651012
"TRIM33",10.60584987,10.87227087,10.56067317,10.66096524,10.35438714,10.91985959,10.58289466,10.51967311
"TRIM34",7.438999719,7.329347878,7.389631339,7.395801871,7.394033895,7.596935142,7.394355507,7.375853976
"TRIM35",8.248639194,8.356782069,8.318655781,8.011926066,8.057991723,8.344157181,8.08991387,8.062653318
"TRIM36",8.589300026,7.752213368,7.669328004,8.161005878,9.481446281,7.644847702,7.720500791,7.546556891
"TRIM37",10.57520832,11.76472648,11.1484448,11.03548645,10.80747568,10.95232264,11.13449852,11.11458013
"TRIM38",8.447444888,8.923587474,8.408966552,8.345183447,8.051854678,8.515305605,8.158735903,8.175549551
"TRIM39",10.41083556,10.69818374,10.53097321,10.37191274,10.23806134,10.45217688,10.42711639,10.36576197
"TRIM4",11.92471973,12.11534852,11.92807417,11.88974636,11.91091906,12.10022293,12.02904992,11.77510611
"TRIM40",7.468929451,7.320913343,7.274378153,7.090244771,7.352760732,7.233140296,7.235296255,7.328899279
"TRIM41",9.997849854,10.28454941,10.08153337,9.98286883,9.833641222,10.1694553,10.02902835,9.896237785
"TRIM42",7.427836603,7.383812275,7.213833283,7.22568946,7.215047571,7.4325419,7.493955494,7.283030459
"TRIM43",7.459329151,7.587683771,7.579080184,7.24198315,7.32395546,7.440765373,7.400345797,7.426474434
"TRIM43B",7.065146824,7.453064814,7.330244659,7.370578438,7.500742311,7.33136485,7.398048894,7.303723678
"TRIM44",12.10386149,12.73489614,12.18175791,12.27533522,11.79611061,12.29454178,12.17967199,12.06410698
"TRIM45",9.073890508,9.765327543,9.563148595,9.300810123,9.178789323,9.614686842,9.535870706,9.563553803
"TRIM46",8.559161961,8.902620065,8.680689169,8.329039481,8.462297766,8.609040188,8.449045445,8.429929741
"TRIM47",9.195556762,9.644509763,9.992301088,9.46078863,9.180981385,9.933395595,10.38994049,10.07892633
"TRIM48",7.116343961,7.422958287,7.498250868,6.957972621,7.019312726,7.072266615,7.227736263,7.237209961
"TRIM49",8.292954255,8.40657706,8.563553803,8.335055325,8.575539247,8.576767756,8.871481759,8.893263605
"TRIM49B",7.34440688,7.119848958,7.384675841,7.296916207,7.34440688,7.330580808,7.248402006,7.4400386
"TRIM49D2",7.11048331,6.95942242,7.170175448,7.059614856,7.209697044,7.220378328,7.066896443,7.129798173
"TRIM5",7.942661113,9.321463089,8.428203122,8.574877308,8.272863023,8.180686195,8.320433907,8.151777655
"TRIM50",7.274261661,7.081483438,7.2687759,7.151143419,7.239598529,7.28771238,7.264794434,7.438895789
"TRIM51",7.840856585,8.085638429,7.688119149,7.771654528,7.737247343,7.756806479,7.853621456,7.736909238
"TRIM51EP",7.222553427,7.332931659,7.185494924,7.142872887,7.204448877,7.314356655,7.073606041,7.25479243
"TRIM51GP",7.2644426,7.03919324,7.253965637,7.168045268,7.278565613,7.167292689,7.382191694,7.069986734
"TRIM52",8.221949562,8.146186791,8.250239193,8.093285504,8.188248839,8.238524163,8.206953291,8.10518829
"TRIM53AP",6.980568037,7.023754353,7.091038624,7.053654418,7.24697806,7.154818109,7.289903611,6.882948673
"TRIM54",7.315602457,7.760054574,7.340072624,7.635808796,7.408117408,7.481244442,7.734286232,7.382515955
"TRIM55",7.203225632,7.492654371,7.46760555,7.365884968,7.534205597,7.706236983,7.584445818,7.403171841
"TRIM56",8.912964163,8.329011442,8.44105079,8.530016103,8.886191929,8.408674715,8.185494924,8.613858513
"TRIM58",8.248639194,9.075278576,8.636262089,8.386886372,8.174488814,8.771819568,9.22799191,8.541629056
"TRIM59",7.58458675,6.902827299,7.09552889,7.279958736,7.380461065,7.379919818,7.164906927,7.179660328
"TRIM6",9.495780093,9.959494872,9.37647815,9.272688098,8.991663558,9.400292422,9.125768611,9.178789323
"TRIM60",7.905650247,8.301439035,7.983991141,8.036311006,7.853075586,7.926703688,8.139998928,7.985557354
"TRIM61",9.391968515,9.416058577,8.999682967,9.113904916,8.946431145,9.292264108,9.219017223,8.907942177
"TRIM62",7.42195961,7.723447638,7.558037985,7.605479518,7.574593527,7.718447254,7.938256382,7.764622829
"TRIM63",7.42195961,7.313336562,7.578183968,7.330804863,7.26185986,7.343518863,7.462093229,7.288981393
"TRIM64",7.149493102,7.165032592,7.259154769,7.222915625,7.069584028,7.026800059,7.192292814,7.163523891
"TRIM64B",7.331028884,7.258330473,7.353367404,7.323167379,7.127349541,7.435566091,7.318655781,7.068643943
"TRIM64C",7.013322673,7.240910558,7.153425363,7.190688929,7.222251526,7.010667963,7.394355507,7.121015401
"TRIM65",8.45231847,8.79453771,8.81654371,8.388770735,8.552621071,8.824202997,9.027284011,8.980425232
"TRIM67",7.322040801,7.495355392,7.846430632,7.475733431,7.611117038,7.4268937,7.638526419,7.681941137
"TRIM68",9.344268164,9.499982877,9.464622324,9.355736498,9.515896914,9.586699076,9.334650393,9.400799403
"TRIM69",7.655799023,7.600052271,7.447599858,7.629629832,7.604645885,7.572700226,7.567861033,7.583646945
"TRIM7",9.651085336,9.677961832,9.930469394,9.146727764,9.732951747,9.943247396,9.73092648,9.848798964
"TRIM71",7.71570465,7.513332824,7.334273285,7.312088801,7.608254822,7.500343969,7.525178202,7.48169854
"TRIM72",7.408542042,7.385754572,7.186361891,7.330076555,7.192416116,7.557559431,7.107217076,7.078284261
"TRIM73",7.263151808,7.35540616,7.434419731,7.213225756,7.423536153,7.48346312,7.546219244,7.27076252
"TRIM74",7.040563711,7.226532613,7.223639749,7.251955736,7.302524692,7.192046179,7.33645077,7.20689226
"TRIM77",6.987264012,7.03919324,7.375799688,7.142872887,7.257034198,7.015275655,7.211036537,7.067165427
"TRIM8",12.23634313,12.2868465,12.28363462,12.34829246,12.03996857,12.21759047,12.14780513,12.17624718
"TRIM9",8.68676313,8.807918365,8.616525871,8.721441019,8.340962764,8.983243031,8.826151215,8.540563979
"TRIML1",7.761717432,8.015136244,7.64718857,7.818981539,7.584116924,7.476037338,7.645658432,7.720458038
"TRIML2",7.224966365,7.370469461,7.069584028,7.342630299,7.078484417,7.07721629,7.188465216,7.238643576
"TRIO",8.185340054,8.859224162,8.05853297,8.281524393,8.094242669,8.072032088,7.932510053,7.953323449
"TRIOBP",11.35106,10.90083851,11.39359156,11.07002029,11.10197567,11.58675184,11.4773725,11.44217245
"TRIP10",8.913712216,9.021639346,8.935846448,9.029459788,8.858602712,8.900791351,9.131117422,8.898147876
"TRIP11",10.67397152,11.02965821,10.68704756,10.82066762,10.48347572,10.71663729,10.50009495,10.61202184
"TRIP12",10.6794801,9.444885474,9.149270799,10.59510593,10.87006605,9.101910033,8.9795681,9.167543592
"TRIP13",11.52829538,12.31719354,12.14743947,11.95245916,11.97025422,12.20729273,12.25411701,11.95054223
"TRIP4",10.97261189,11.91634135,11.37981831,11.15566418,10.98826751,11.28053881,11.30137473,10.99730299
"TRIP6",12.31670579,12.16080503,12.42072016,12.24747883,12.1730095,12.46196218,12.47199902,12.50430072
"TRIR",11.60871108,9.063260244,10.89356699,11.74478129,12.2868465,11.0344551,10.70821095,11.64139701
"TRIT1",8.643179768,7.368833814,8.161068882,8.276153492,9.026644469,8.302981566,7.659282393,8.094143681
"TRMO",9.565316324,10.4512884,10.06968471,9.943027568,9.588293007,9.990547202,10.00010566,10.03493649
"TRMT1",9.838317582,10.38834024,10.5403097,10.02522609,10.07494422,10.19028768,10.38081277,10.52461517
"TRMT10A",8.702822012,8.993946738,8.508983185,9.061101126,8.986339823,8.543587712,8.332204424,8.577239981
"TRMT10B",8.115011127,8.182766774,8.168296041,7.929776206,7.860699033,8.173052458,8.407188084,8.2904221
"TRMT10C",9.069818953,7.453064814,7.420697133,8.408648181,9.67424745,7.87839583,7.571610452,7.611117038
"TRMT11",9.688119149,8.485753852,9.761987465,9.931162249,9.964052011,9.623561465,9.544409072,9.747248918
"TRMT112",13.08390102,12.68949028,12.81764574,13.3123778,13.56630531,12.73676922,12.61094696,12.94388608
"TRMT12",10.06294838,9.640098038,9.542245956,9.419578392,10.03218351,10.03847322,9.511493242,10.01389838
"TRMT13",8.804373064,8.728090574,8.856503342,8.512814521,8.86623573,8.91217829,8.727962986,8.605572114
"TRMT1L",10.87990866,11.62376149,10.87734166,11.10444314,10.54207664,10.85314383,10.84103356,10.70448728
"TRMT2A",7.936417101,8.423431104,8.362738353,8.341296425,8.161194881,8.043710863,8.4920785,8.428517206
"TRMT2B",9.799038723,10.51190087,9.849356228,9.913394341,9.40848897,9.91813649,9.92119009,9.671607406
"TRMT44",7.777296417,7.670567738,7.845215599,7.804292387,7.645523342,7.703254734,7.749115208,7.892542817
"TRMT5",14.0705822,13.77430577,13.87033823,14.19746533,14.59519701,13.66896391,13.84836376,14.09206957
"TRMT6",7.788228924,7.592083234,7.35832153,7.624155741,7.854556752,7.164152708,7.289903611,7.347566007
"TRMT61A",8.61167036,8.927222403,9.131133503,8.416797528,8.625206552,8.926147714,9.063260244,9.389900173
"TRMT61B",8.863179622,7.997320638,8.066257405,8.856717306,9.338513555,8.394918154,8.229269462,8.548147594
"TRMT9B",7.272979628,7.169173402,7.041932882,7.11204848,7.082681303,7.239598529,7.184503466,7.258448258
"TRMU",8.317780025,8.46286009,8.685493441,8.365775635,8.201940107,8.292954255,8.73273981,8.645725973
"TRNAU1AP",8.320433907,8.928740425,8.439934746,8.427365229,8.284939742,8.600609852,8.442347432,8.481572416
"TRNP1",7.287135186,7.250653718,7.541387062,7.632722622,7.464749939,7.590306343,9.246681227,7.413945202
"TRNT1",10.18059296,8.799888689,9.602060876,9.842782459,9.919440647,9.977208359,9.495192974,9.625069533
"TRO",7.310271947,7.198445041,7.247334178,7.273795599,7.210549592,7.225327958,7.224001674,7.262212324
"TROAP",10.46277064,10.69933386,10.79425339,10.24347154,10.3944091,10.58648798,10.96047261,10.78841247
"TRPA1",7.28077077,6.950410089,7.283088353,7.128638813,7.115173734,7.091038624,7.300238147,7.33136485
"TRPC1",7.821614559,8.636828505,8.252576739,8.107217076,7.942917641,8.307883849,8.297947973,8.075412295
"TRPC2",7.128638813,7.14974712,7.359090645,7.090244771,7.490750616,7.251955736,7.362491806,7.496654083
"TRPC3",7.05866825,7.209697044,7.426055045,7.180033455,7.164655564,7.234937152,7.180655119,7.140446364
"TRPC4",7.392532094,7.439103641,7.731403893,7.548099417,7.457586084,7.721141922,7.584445818,7.631995503
"TRPC4AP",11.73508527,12.10311156,12.01642093,12.02762959,11.5573919,11.85760686,12.01405099,11.75969057
"TRPC5",7.284708449,7.313336562,7.447599858,7.397781575,7.576578823,7.513332824,7.752882366,7.405460608
"TRPC6",7.627169061,7.299208018,7.368397328,7.60399717,7.70886834,7.474212937,7.441906705,7.483110377
"TRPC7",6.92273305,7.153805336,7.197708158,7.185618809,7.031080852,7.107609414,7.212374788,7.212861117
"TRPM1",7.222553427,6.86186234,7.215047571,7.200408226,7.213833283,7.13583752,7.187104591,7.098032083
"TRPM2",7.355130821,7.720714533,7.306289585,7.391941672,7.361176179,7.320236445,7.496354489,7.41974955
"TRPM3",7.304693557,7.471675214,7.29553937,7.355461222,7.419960178,7.313336562,7.216260837,7.466586338
"TRPM4",10.07471013,10.82157968,10.88586793,10.51030676,10.51529328,10.44177057,10.54545925,10.80598061
"TRPM5",7.160123534,7.011646583,7.183263185,6.967514481,7.25219234,7.053654418,7.031907927,7.119848958
"TRPM6",7.167919866,7.061236166,7.008008358,7.20126628,7.164655564,7.425530639,7.259860934,7.10433666
"TRPM7",7.451314158,7.60834724,7.563100916,7.612499946,7.653024179,7.490550075,7.433585441,7.47927503
"TRPM8",7.190565479,7.313336562,7.365775635,7.175799022,7.29099798,7.236014192,7.146441392,7.109569509
"TRPS1",9.911214074,9.722145789,9.564209045,9.947180317,10.25365547,9.468114886,9.29522366,10.24672576
"TRPT1",12.84610493,12.43323659,12.81323006,12.67803063,12.59317517,12.75175848,12.63128791,12.7159057
"TRPV1",7.582236088,7.486432821,7.615537684,7.482404631,7.565149691,7.562242424,7.717076603,7.516783423
"TRPV2",7.237807474,7.405141463,7.415107942,7.208843991,7.360517915,7.249646807,7.259860934,7.323730338
"TRPV3",7.166163083,7.228337712,7.231221181,7.360627646,7.410345345,7.2687759,7.551804374,7.448839021
"TRPV4",7.476138625,7.519046475,7.175300036,7.540224926,7.271696455,7.220861967,7.296973547,7.616594789
"TRPV5",7.12593001,7.108263075,7.193278936,7.275309751,7.237926947,7.485527458,7.196233261,7.480386311
"TRPV6",10.44204283,10.77212897,10.95257746,10.58038813,10.76097978,10.40450296,10.69955076,10.8302577
"TRRAP",11.62560612,11.92362461,11.19808432,11.58675184,11.17785552,11.7133704,11.23323768,11.31927696
"TRUB1",9.377644358,9.653180965,8.920017825,9.304593747,9.2142584,9.598889951,9.631131573,9.169502275
"TRUB2",8.927222403,8.43269848,8.629675362,8.957283456,9.081583298,8.367906123,8.415319248,8.718019065
"TRY2P",7.544191698,7.425950179,7.454402119,7.501439145,7.30103885,7.441284272,7.681589817,7.45007712
"TSACC",7.930072007,7.703903573,8.273795599,7.993575303,7.996614715,8.097702964,8.053756223,8.051922633
"TSBP1",7.505364984,7.14758654,7.257034198,7.312769531,7.29099798,7.316507819,7.103156648,7.144658243
"TSC1",9.873617133,10.1882643,9.862714836,10.04861459,10.31698856,9.601027897,9.510022359,9.724151429
"TSC2",9.344961614,9.488304615,9.805844615,9.058330026,9.132933437,9.527281506,9.463639314,9.771943335
"TSC22D1",13.19969151,12.61707138,12.70968158,12.67172073,12.65816405,12.81047373,12.98627982,12.57290151
"TSC22D2",10.09763713,10.97744987,10.06854318,10.27045594,10.42626475,10.07235037,10.2168292,9.752422463
"TSC22D3",12.14328754,12.93191477,12.55748763,12.68231706,12.03481615,12.34083415,12.72484688,12.00370676
"TSC22D4",8.947783026,9.066291046,9.032665663,8.66498053,8.453553589,8.87255946,8.548725597,8.697467168
"TSEN15",12.00472522,12.71510133,12.00750038,12.24618761,12.33472022,12.10239404,11.94716205,12.06796788
"TSEN2",9.813350322,8.062653318,9.662579372,9.266142337,9.760200151,9.771179934,9.405646743,9.485967636
"TSEN34",13.53622445,13.59652756,13.53509156,13.40122786,13.55724679,13.48595663,13.56511696,13.60435776
"TSEN54",10.77912426,11.10120013,11.67336429,11.02965821,10.79309523,11.2940104,11.61163002,11.53185659
"TSFM",10.9832074,11.63481389,11.69388983,11.41272199,10.97610762,11.31822503,11.37518201,11.42199904
"TSG1",7.465260284,7.405141463,7.139551352,7.315828851,7.219652565,7.293356688,7.315942034,7.298749947
"TSG101",12.63623376,12.79940811,12.60108014,12.60508881,12.51390027,12.72484688,12.57219394,12.52227808
"TSGA10",8.114002557,8.824541142,8.054672144,8.360051463,7.985699652,8.148921398,8.147427546,8.278217121
"TSGA10IP",7.274261661,7.21916852,7.202674833,7.53099149,7.492454094,7.489145504,7.433585441,7.525912261
"TSGA13",7.355130821,7.198445041,7.206403914,7.440972955,7.09724207,7.210914816,7.241029774,7.064203842
"TSHB",7.030253302,7.302753147,7.163964091,7.103156648,6.964485274,7.014578465,7.215047571,7.169173402
"TSHR",7.226532613,7.336618133,7.290940402,7.321759019,7.358431429,7.405035066,7.274611109,7.418485137
"TSHZ1",10.63920503,10.93681274,10.75658759,10.5914756,10.196264,10.98409798,10.50915643,10.64027883
"TSHZ2",7.679831933,7.465974465,7.477960594,7.564340058,7.339905661,7.50710087,7.424481253,7.472183116
"TSHZ3",7.284708449,7.167292689,7,7.193894919,7.020979939,6.934722889,7.05866825,7.212861117
"TSKS",7.082814338,6.891328043,7.133270675,7.206403914,7.134041208,7.346292104,7.334273285,7.119848958
"TSKU",8.841682274,9.13715126,9.265058253,8.772603249,10.27836234,10.76097978,11.39584203,11.00522102
"TSLP",7.468929451,7.177045734,7.288058585,7.278565613,7.494455614,7.394033895,7.189453956,7.201878863
"TSN",7.678952188,7.220982851,7.314243347,7.341852356,7.969314565,7.267606021,7.342852491,7.220499253
"TSNARE1",7.394033895,7.006746832,7.402159367,7.288808411,7.327328083,7.220861967,7.348728154,7.290134074
"TSNAX",12.33472022,13.01210727,12.2160031,12.45268847,12.1327166,12.44975158,12.5178293,12.11662419
"TSNAXIP1",7.579221641,7.545640236,7.894211462,7.682731294,7.484319424,7.56705292,7.50779464,7.715618859
"TSPAN1",10.85546711,10.95505048,11.10987961,11.37285826,10.63596746,10.37291946,9.98286883,10.87662246
"TSPAN10",9.001795207,9.488969836,9.270295326,8.933653776,8.623195635,8.928000126,8.925851108,9.069147636
"TSPAN11",7.269944832,7.447599858,7.371994393,7.19451064,7.405779683,7.365884968,7.380893917,7.20689226
"TSPAN12",8.290018847,8.955177649,8.32524923,8.62031148,7.936343481,8.192477764,8.156904711,7.787820957
"TSPAN13",14.11013764,14.03096882,13.90594751,13.97946985,13.94205397,14.20927534,14.0861103,13.94656479
"TSPAN14",8.826508765,8.992124024,9.289817178,8.799767296,8.755722154,9.033371377,9.258830994,9.006571533
"TSPAN15",10.00720251,10.72013736,10.4603023,10.54179843,9.911579241,9.965297293,10.65281137,10.20029327
"TSPAN16",7.167919866,7.2935866,7.190565479,7.245077275,7.269711121,7.265732239,7.201878863,7.389953933
"TSPAN17",12.06156105,12.67803063,12.76880978,12.35777535,12.19405657,12.31995431,12.78993094,12.63041503
"TSPAN18",7.552573043,7.761842069,7.496354489,7.517570974,7.371994393,7.274028649,7.479477145,7.69187435
"TSPAN19",7.367305535,7.100662339,7.257034198,7.371123201,7.323167379,7.13442632,7.342852491,7.271696455
"TSPAN2",7.046714772,7.173364831,7.233260156,7.421749274,7.156841525,7.569001128,7.090906345,7.274378153
"TSPAN3",11.90622357,11.58675184,12.08865575,11.91707366,12.30442976,11.8223368,12.11344917,12.25354468
"TSPAN31",12.97047668,13.56630531,13.29985909,13.16298132,13.07373155,13.27918434,13.01915198,13.12179453
"TSPAN32",7.212374788,7.612822433,7.32395546,7.234098898,7.21310422,7.294391002,7.164906927,7.199426968
"TSPAN33",9.422932015,9.997938037,9.665669013,9.37372161,9.629880231,9.626963807,9.96691996,9.647559609
"TSPAN4",10.68133725,11.31234411,11.15940623,10.9795547,11.2133245,11.03275174,11.17020284,11.19517225
"TSPAN5",10.82665275,10.77793848,10.33628339,10.19970301,10.56776598,10.79787427,10.3783084,10.64370966
"TSPAN6",9.168107965,9.61964685,9.233514826,9.271667279,9.567159902,9.571171941,9.143861482,9.427679496
"TSPAN7",7.260213887,7.286326727,7.353367404,7.352815894,7.606358942,7.237329483,7.267137804,7.326541842
"TSPAN8",7.758556362,8.104008976,7.719046504,8.166225862,7.808320689,7.981139119,7.525178202,7.844234988
"TSPAN9",13.56511696,14.14917254,13.64378434,13.53374036,13.31477971,13.61705703,13.40870788,13.4404215
"TSPEAR",7.277054876,7.434419731,7.184255495,7.212009933,7.062450953,7.08015131,7.026800059,7.2244841
"TSPEAR-AS2",7.615537684,7.579457371,7.778323583,7.505613095,7.603255425,7.643675842,7.896748651,7.976170282
"TSPO",14.32994521,14.77817276,14.40748603,14.44645091,14.2130482,14.35857051,14.28693672,14.30586759
"TSPO2",7.047941844,7.096583396,7.14822234,7.224845814,6.972549067,6.886611112,7.257034198,7.131342539
"TSPOAP1",7.251955736,7.673839056,7.522287274,7.648177796,7.278565613,7.655262373,7.631995503,7.618981913
