"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"KHDRBS2",4.602518314,4.556263808,4.598951876,4.659472775,4.620616157,4.548172915,4.615693529,4.708775339,4.949074455,4.81295295,4.914066638,4.910836519,4.759456642,4.94767567,4.863911054,5.152847116
"KHDRBS3",5.77204743,5.850197049,5.784019129,5.755174466,5.835034943,5.579742631,5.85002743,5.726225282,7.520044985,7.445228374,7.560259914,7.630604112,7.271870267,7.133184482,7.278555313,7.344285162
"KHK",8.777487217,8.725399406,8.657018755,8.71547755,8.932823185,8.90392118,9.005538067,8.93654722,9.184906486,9.191214756,9.180878373,9.295989231,9.743826162,9.696246898,9.555970998,9.75103688
"KHNYN",8.871655456,8.930546596,8.917570675,8.91198597,8.719713196,8.797075216,8.799712859,8.725346523,10.35680429,10.411661,10.45406355,10.41605274,10.3714439,10.40357002,10.35675628,10.2798013
"KHSRP",10.34094076,10.30849857,10.41755598,10.3871659,10.66321696,10.76178123,10.68462038,10.5876504,9.656097872,9.603736992,9.712891993,9.671256053,9.678603389,9.701591932,9.690498289,9.632277076
"KIAA0040",9.114707586,9.170286104,9.123208659,9.116151905,9.669333731,9.700357581,9.673959502,9.650479916,10.98489428,11.07953217,10.93176417,11.08877078,11.10776752,11.08706961,11.03834889,11.00432029
"KIAA0087",2.882423337,3.118117933,3.3030485,3.171239262,2.96686883,3.131390822,2.891177485,3.283933579,3.368526398,3.428414096,3.358972137,3.455729462,3.363460065,3.43335423,3.553304753,3.612871942
"KIAA0100",9.617279704,9.558527421,9.478782869,9.482171769,9.848463133,9.833217306,9.832519822,9.869764018,9.241540221,9.256783697,9.34351628,9.421870073,9.742902187,9.637158989,9.544844846,9.609942984
"KIAA0232",10.84561708,10.89818067,10.95361875,10.86319448,11.08773963,11.07280976,11.04400806,11.05277377,10.97666204,10.97009385,11.03981702,10.91222583,11.11116179,11.10907008,11.10957849,11.14802163
"KIAA0319",5.472852266,5.64589148,5.610337339,5.4947546,5.604729064,5.385062193,5.532666854,5.622174302,5.900119975,5.836905973,5.877056712,5.941571032,6.127166896,6.045143191,5.998403136,5.894109513
"KIAA0319L",9.831451595,9.740369372,9.631686873,9.731775684,9.405348222,9.454544395,9.282716298,9.287212761,9.934461626,9.984504559,9.975916066,10.12003355,9.466740893,9.455768668,9.330259458,9.307654488
"KIAA0355",8.385747297,8.232336358,8.228079465,8.263231043,7.813348995,7.824126217,7.902490822,7.749392724,7.749848987,7.781749104,7.950303147,8.074277876,7.690721463,7.675056888,7.614571721,7.659698939
"KIAA0408",2.818868013,3.055221336,2.830452728,2.893004134,2.829665643,2.708804919,3.193659948,2.870155949,3.027902195,2.983448048,3.038139949,3.206349634,3.126498711,3.027314009,3.177560386,3.186463123
"KIAA0513",7.311482776,7.555560883,7.367249872,7.329980531,7.361890951,7.370241184,7.521411003,7.459267112,8.116046439,8.089711554,8.156673329,8.207595669,7.931013558,7.884432833,7.752603162,7.774991029
"KIAA0556",8.281370376,8.216957521,8.172340112,8.333017512,7.884625667,7.945669005,7.998937237,7.995887624,8.194565549,8.21226224,8.312707081,8.338688446,8.226340155,8.300047684,8.209576953,8.145137085
"KIAA0586",8.739857641,8.664515512,8.639467424,8.626466754,8.52626113,8.570386431,8.512848951,8.500171684,8.24013696,8.205333336,8.176415102,8.248647316,8.315021118,8.290453075,8.292401048,8.187915672
"KIAA0753",8.258081394,8.259833584,8.212497232,8.312506991,8.252160272,8.130062422,8.271344817,8.286859197,8.274435278,8.291352899,8.371070191,8.320595707,8.278930827,8.256409332,8.236631012,8.182592934
"KIAA0754",4.842711983,4.429105792,4.405622221,4.526791464,4.970916004,4.857603559,5.100069599,4.861821671,4.587493606,4.313665924,4.278458269,4.728042172,4.844993158,4.681301375,4.725096426,4.670459978
"KIAA0895",7.619476241,7.552885776,7.767980408,7.878074011,7.989594963,8.160746331,7.872002313,7.817426211,9.389148558,9.216882784,9.213823028,9.130573905,8.985627235,8.931587043,8.963733118,8.928904498
"KIAA0930",9.580671602,9.535800035,9.476680483,9.49609041,9.826022776,9.86355783,9.956147625,9.948711826,9.982494893,10.03420648,10.0511573,10.08291249,10.09897168,10.04148641,10.00719168,9.851114289
"KIAA1107",6.86972374,6.609280342,6.634179737,6.768982632,6.573322656,6.583269345,6.683653046,6.406673363,6.663081788,6.52057479,6.806406272,6.533811533,6.646980996,6.844556275,6.726826874,6.451522238
"KIAA1109",11.47019607,11.39545069,11.51762313,11.47646225,10.99947294,11.09521359,10.99949843,10.93237098,11.07705191,10.96409471,10.98052786,10.91805583,10.7406021,10.66496497,10.75801227,10.65628296
"KIAA1211L",5.390761659,5.561753316,5.599157911,5.582302777,5.66046695,5.555449687,5.383676915,5.567359348,5.738053492,5.646713622,5.91376807,5.691385918,5.468838924,5.803626739,5.683583861,5.962851658
"KIAA1324",11.14003715,11.17547717,11.13698111,11.20813332,10.56703864,10.58079141,10.38768098,10.55042858,10.46912978,10.43039261,10.38285904,10.37577022,10.08302194,10.00615021,9.962771126,10.00028081
"KIAA1549L",3.711899148,4.07934052,3.693078241,3.929476301,3.992766981,3.936087983,3.850385833,3.858856761,4.140227787,4.091742239,4.383184549,4.25056756,4.205318016,4.109468243,3.939389167,4.021883886
"KIAA1614",7.032700716,7.185395525,7.204831524,7.118882783,7.070355183,6.946968221,6.94245189,7.02892653,7.257022276,7.257022276,7.042130204,7.246607121,7.257022276,7.273163647,7.157761113,7.393177862
"KIDINS220",10.83531555,10.87644546,10.81130493,10.81200806,10.44135606,10.48584279,10.41610652,10.39490105,10.45259398,10.4726331,10.44022786,10.41199244,10.04232126,9.965141347,9.959818106,10.01001408
"KIF11",10.61235513,10.50505813,10.6534792,10.6318179,10.84095365,10.91860998,10.68530127,10.81101618,9.629575584,9.638978726,9.615044376,9.587631364,9.919842345,9.977850197,10.06962404,9.975848398
"KIF13A",4.991582873,4.745793386,4.650211383,5.012403566,4.724014443,4.669373652,4.83105833,4.60456005,6.210289088,6.003636627,6.345960346,6.475903679,6.590886175,6.657874261,6.879691273,6.727365782
"KIF13B",8.712569498,8.648062241,8.699050269,8.625615233,8.413329759,8.461557731,8.452119273,8.339928695,10.42655369,10.39902358,10.47761213,10.48825724,10.0698686,9.959025483,9.974261506,9.998587659
"KIF14",10.18340942,10.0368868,10.10005275,10.09802041,10.17440399,10.16059885,10.113074,10.19615195,8.393453229,8.308690039,8.38755519,8.482215191,8.709642394,8.765144472,8.867453194,8.713130508
"KIF15",9.463241606,9.391865685,9.434184618,9.436630296,9.829412786,9.817306947,9.800281772,9.813055629,8.232520508,8.248200571,8.239600802,8.394542093,8.612813388,8.762813832,8.73568589,8.737393315
"KIF16B",10.16489619,10.1250288,10.07239108,10.15955584,10.00831051,10.12737676,10.03185476,10.02531263,10.87701594,10.87642801,10.8398856,10.82712989,11.25164262,11.1521828,11.20050862,11.15197179
"KIF17",6.473389357,6.434146238,6.339764841,6.466939171,6.498670076,6.48814846,6.562296419,6.543667742,6.308620287,6.286924601,6.312982941,6.439928585,6.397710679,6.524968244,6.507179954,6.417695164
"KIF18A",9.654938836,9.520854744,9.600646053,9.664185857,9.72398983,9.697739403,9.714599619,9.752632142,7.914777347,8.063614637,8.078278072,8.038255216,8.266733373,8.312707081,8.287799343,8.096322592
"KIF18B",9.959675671,9.966591354,9.918671219,9.940529086,10.33526862,10.33357705,10.34086584,10.3663252,7.989399705,7.965010781,8.062257381,8.17621066,8.113148836,8.491446235,8.127363035,8.195276501
"KIF1A",6.472473209,6.424068668,6.329592976,6.189659774,6.329137385,6.36831998,6.422966719,6.343423952,5.166959502,5.357679104,5.248389036,5.245834618,5.184201098,5.202295627,5.384477813,5.337258284
"KIF1B",10.5521466,10.51196958,10.48148656,10.45941818,10.58431639,10.55290363,10.58302281,10.50355437,10.56900246,10.59001604,10.64476557,10.62599891,10.40305645,10.33985986,10.33735309,10.37514327
"KIF1BP",11.09782616,11.15518913,11.11878235,11.20445745,11.21657563,11.22702884,11.14803084,11.18281119,11.19211747,11.220665,11.26069569,11.16224516,10.90870613,10.8634463,10.86601114,10.82495844
"KIF1C",7.564188044,7.867397296,7.765331521,7.682089942,7.851883948,7.689124297,7.638535785,7.799456368,8.676805846,8.79426019,8.659790783,8.593068979,8.606309644,8.535594136,8.597136376,8.822482032
"KIF20A",10.0873556,10.05773022,10.11770966,10.19118393,10.04121229,9.958405979,9.882028749,9.998919094,8.489668254,8.470162244,8.535309811,8.524815088,8.690443294,8.678673129,8.596193402,8.629991454
"KIF20B",9.728378351,9.751073615,9.725999797,9.809777123,9.896741193,9.950875492,9.86511014,9.832524237,8.451062987,8.431839813,8.619356215,8.435984092,9.061049118,9.037516094,9.02853919,9.011092295
"KIF21B",5.591711411,5.768855136,5.975940015,5.8037816,5.879886523,5.750488896,5.816240719,5.741265141,6.294286156,6.082858628,6.312611624,5.978916778,6.367354123,6.308438241,6.292800292,6.506802273
"KIF22",9.221751663,9.152006777,9.172825713,9.210281342,9.284523859,9.432449345,9.202148892,9.23415906,8.891111929,8.960999926,8.937559485,9.055928605,9.059733412,9.02197348,8.940758288,8.943709692
"KIF23",9.181922918,9.055365097,9.194821596,9.214663419,9.574590532,9.569400133,9.337932682,9.289962089,8.664921669,8.590134808,8.648490371,8.577477787,8.557912263,8.536781378,8.535653651,8.454304222
"KIF24",4.027000511,3.985351577,4.033471885,3.939505398,4.025529609,4.179528852,4.172623293,4.019543946,3.960254394,3.876383414,3.671562258,4.012182725,3.85009782,3.875974681,3.925381519,3.835504505
"KIF25",6.609318795,6.626865942,6.615695478,6.667414795,6.556550534,6.559618046,6.599119527,6.73134279,8.072054652,7.888673365,8.033900584,7.994745749,7.622659084,7.523919537,7.62743458,7.915371415
"KIF25-AS1",6.497776649,6.714277936,6.60182499,6.751037405,6.603629603,6.478387795,6.620480739,6.429937094,7.645187379,7.470004536,7.574481689,7.501433821,7.663848647,7.735414493,7.542335894,7.524674521
"KIF26B",6.224256765,6.305813574,6.236957216,6.226300424,6.253019122,5.95091382,6.213720597,6.283000137,6.528918019,6.431009394,6.476394182,6.436390141,6.481577234,6.555638348,6.566141234,6.613733036
"KIF2A",10.31268536,10.30088867,10.26142491,10.22270958,10.71872494,10.74955035,10.72828825,10.76848409,9.52844576,9.510253146,9.427372786,9.452786644,9.789233703,9.765517852,9.705590628,9.611970908
"KIF2C",10.31956582,10.27640647,10.33358783,10.33921843,10.46451813,10.45221822,10.47586189,10.38393649,8.241791105,8.228494668,8.39690783,8.303815534,8.620665915,8.720008069,8.652240706,8.59655442
"KIF3A",9.675882693,9.647806283,9.766947048,9.773773055,9.662502159,9.718859028,9.618140763,9.691096271,8.594445974,8.460599308,8.458200432,8.481949424,8.448779783,8.450792007,8.432446866,8.228032359
"KIF3B",9.917898421,9.839879797,9.896028855,9.903762675,9.649985395,9.704243378,9.696769641,9.634411302,9.242787658,9.216110334,9.188635876,9.24936617,9.199591722,9.083321105,9.128106532,9.004955465
"KIF3C",8.026425949,8.070763923,8.026618549,8.207917952,7.710304105,7.773568167,7.76002689,7.779845329,9.414171894,9.458510287,9.474853703,9.505900115,9.509425677,9.464681146,9.474303339,9.453189802
"KIF4A",10.15897585,10.08405595,10.08791839,10.08694767,10.21580637,10.22411484,10.26995269,10.2702792,9.137987398,9.126178845,9.20347087,9.215760924,9.520610149,9.548753105,9.541973351,9.537080724
"KIF5A",5.752960772,5.827914911,5.747653655,5.581547728,5.91417567,5.469384351,5.942448918,6.050244613,5.97879747,5.961045057,5.877056712,5.961045057,5.841565083,6.031197773,6.057059688,6.161371332
"KIF5B",12.35891961,12.28766477,12.38769144,12.37570001,12.27239086,12.34818737,12.19195282,12.22366537,12.23534577,12.24505063,12.1988709,12.13497151,12.14527067,12.15532617,12.20442338,12.17883394
"KIF5C",9.998712918,9.990616731,9.991458127,10.01066887,9.755734787,9.788992922,9.840474898,9.729141808,8.641951416,8.509247203,8.67729067,8.584654533,7.870827772,7.813218161,7.766577041,7.702665567
"KIFAP3",10.74892863,10.71202831,10.7626056,10.78203106,10.56087308,10.62635074,10.56121079,10.63883768,10.54618067,10.65654976,10.62962311,10.64267203,10.52625877,10.54145687,10.42022021,10.48521835
"KIFC1",9.903393064,9.969917723,10.01024344,10.01265098,10.38754925,10.4412082,10.3688002,10.35053445,8.622241555,8.613690547,8.662499283,8.693785509,8.991786806,9.070252111,9.03221772,9.053072684
"KIFC3",6.404714749,6.660792645,6.623659506,6.625090333,6.671003518,6.444502189,6.581130868,6.677517167,6.91056024,6.872820527,6.858693793,6.737086179,6.820159241,6.788592181,6.728097848,6.853489609
"KIN",9.191583482,9.061620706,9.182799022,9.234591192,8.977414752,9.137463407,8.989924734,8.95999569,9.753079269,9.80544991,9.806372085,9.745649193,9.680144458,9.66918855,9.614566638,9.556206945
"KIR2DL1",6.145317922,6.332156366,6.17713003,6.447145943,6.38033142,6.314590726,6.379153416,6.320925273,6.301491522,6.624633371,6.382622774,6.382622774,6.327041711,6.364808496,6.464178628,6.576789441
"KIR2DL2",5.534895646,5.555485815,5.596070292,5.690773486,5.53681547,5.524775611,5.616569361,5.786662544,5.626914751,5.641332901,5.880541971,5.370132534,5.631937098,5.653716645,5.616644961,5.849926429
"KIR2DL3",5.939963723,6.07025655,6.160522201,6.146541461,5.965888366,5.975221315,6.079002805,6.171565723,6.468760738,6.491995038,6.489816261,6.550333397,6.550333397,6.643094174,6.687269769,6.642947368
"KIR2DL4",5.534179982,5.195548,5.82939924,5.768075881,5.483670912,5.305577403,5.478916066,5.701475034,5.64945724,5.608470457,5.754089967,5.37490939,5.494789253,5.664756184,5.808861349,5.638952272
"KIR2DL5A",4.998511933,4.835212285,5.056443122,5.441378178,4.914250608,4.822417064,5.013517734,5.197899014,5.298238405,5.241777163,5.174838629,5.061376414,5.07057085,4.998435112,5.226742876,5.526327541
"KIR2DS1",6.17953779,6.420489409,6.468994677,6.374503795,6.418651699,6.317242942,6.537004312,6.45599406,6.554155435,6.39092034,6.380409002,6.469511693,6.558362184,6.546653137,6.530933316,6.645033936
"KIR2DS2",4.77422044,4.740360874,4.663412587,4.610615927,5.035603472,4.573487307,4.566378956,4.752678219,4.994214094,4.896144471,4.962999018,5.108901016,4.848906557,5.036086396,5.174573378,5.00090729
"KIR2DS3",5.816794366,5.858069283,5.981999091,5.80675202,5.78109226,5.716891206,5.796849751,5.884452075,5.58870223,5.828261766,5.805261078,5.325391076,5.672257266,5.772590083,5.859483711,6.019413365
"KIR2DS4",5.920719571,6.266776983,6.249207669,6.331405671,6.171850692,6.145042526,5.920523718,6.229812488,6.127478364,5.992674882,5.943294453,5.92921633,6.068870493,6.153911691,6.242084688,5.99190738
"KIR2DS5",5.322839331,5.474118672,5.576722977,5.307582642,5.588506955,5.494476951,5.442081485,5.398586893,5.720218939,5.612494431,5.663310418,5.805181193,5.803911267,5.714132833,5.940596837,5.97887188
"KIR3DL1",4.811724222,4.749037404,4.876361368,4.927375736,5.037063078,4.776594266,4.903914566,4.918006541,5.188519054,4.942672562,5.273818834,5.004317478,5.201144969,5.195513529,5.201144969,5.337317801
"KIR3DL3",5.694062034,5.742558555,5.87158307,5.863445224,5.701676313,5.752781326,5.918695991,5.953799145,5.663929425,5.445082844,5.565692858,5.551621639,5.65106793,5.728814702,5.707621126,5.652024505
"KIR3DS1",5.228912641,5.159894365,5.404938093,5.154909089,5.402266602,5.286832312,5.457657256,5.426716017,6.155721284,5.642684376,5.839042757,5.681959558,5.877558199,5.958837893,6.086530317,6.295221048
"KIR3DX1",6.031319877,6.382346706,6.232449124,6.300133412,5.99432092,5.991319426,6.042059721,6.06782919,6.377287476,6.007776015,6.193114505,6.411716711,6.337577851,6.43002645,6.399734485,6.330738064
"KIRREL1",6.109006507,6.498877292,6.410775766,6.239798168,6.446720437,6.215136077,6.388329568,6.327211896,6.38179917,6.403873079,6.482806773,6.433622281,6.532633078,6.456967793,6.504163554,6.463474521
"KISS1",7.010864798,7.128965477,7.05657474,6.966851625,6.807288317,6.893086834,6.921416123,6.834029282,6.514281334,6.631187811,6.503566543,6.55521023,6.631933983,6.631933983,6.751585869,6.631933983
"KIT",5.028215795,5.332474704,4.934187899,5.001726129,5.06661529,5.083662532,5.103906281,5.379004688,5.219464712,5.398310665,5.244531772,5.072854707,5.615687201,5.5157383,5.229231131,5.683670624
"KITLG",5.434588419,5.805942346,5.198509241,5.264919755,5.557694169,5.704774112,5.371270824,5.517608763,8.456609048,8.629353857,8.213510971,8.367923579,8.250143753,8.361453054,8.575179697,8.288012154
"KIZ",8.409066999,8.352051484,8.208852712,8.302955021,7.954017062,8.002413013,8.028615731,7.880898473,8.451731709,8.362484004,8.499121883,8.501967179,8.207977972,8.211158295,8.100083082,8.037910628
"KL",2.709220047,2.779998699,2.796293183,2.672900063,2.6653262,2.752581688,2.669245111,2.912092795,2.955609276,2.866428747,3.089467788,2.757454297,2.941139548,2.920098074,2.824605575,2.945957533
"KLC1",10.36063985,10.3548407,10.32993337,10.25310195,10.49372824,10.37114349,10.41529537,10.42759485,9.22489416,9.222298795,9.212303752,9.355311191,9.17106059,9.136281482,9.081972716,9.12575957
"KLC2",9.167587607,9.188269207,9.042071789,9.143255707,9.247983955,9.358420533,9.376926713,9.350920496,8.872168178,8.751162622,8.87849757,8.912947584,8.77288178,8.777331009,8.709826826,8.795738395
"KLF1",4.833576248,4.773441974,4.804162839,4.72179657,5.039526828,4.86617462,4.843467678,4.780979822,4.646765464,4.725466775,4.663025826,4.666720302,4.492472616,4.725466775,4.889862031,4.840136578
"KLF10",9.9268162,9.802163191,9.971944567,10.04805273,9.962015273,10.11155461,9.786499679,9.903315607,9.807462558,9.683220632,9.77714806,9.560622705,9.79535832,9.797462386,9.769682854,9.645080313
"KLF11",8.800312453,8.783995011,8.766453971,8.786779202,9.022002512,9.044927053,8.979760076,9.034140834,8.170207873,8.17694031,8.312355764,8.198904765,8.493875398,8.344654203,8.366863186,8.299139526
"KLF12",6.239911415,6.131950726,6.343851846,6.111160659,6.32017134,6.272583332,6.389702292,6.261392241,6.668056407,6.48677684,6.62893555,6.59593342,6.676585747,6.567624635,6.830438777,6.822114605
"KLF13",7.924926425,7.960197434,7.800231163,7.764077945,7.887550457,7.85186634,7.877403237,7.901819532,6.626707483,6.699392557,6.549942007,6.73928232,6.585095569,6.552576385,6.19207204,6.424016361
"KLF15",6.73942012,6.846952885,6.813274241,6.782569487,6.830938352,6.821699873,6.937599484,6.7446554,6.690092675,6.831453347,6.71433542,6.642503291,6.748616419,6.901600092,6.874100825,6.936640868
"KLF2",7.898225723,7.885349241,7.954554205,7.839954482,7.918936749,7.880171541,8.165975484,7.890076907,7.360516348,7.390830794,7.482081502,7.405886112,7.574596181,7.640153364,7.543707499,7.607748073
"KLF3",6.970747683,6.868514304,6.992378507,6.928423545,6.686469637,6.865164497,6.718964247,6.689063838,6.943773008,6.789889384,6.884597395,6.99148727,6.982569981,6.95883608,6.833524855,6.839647306
"KLF3-AS1",5.594314897,5.583903278,5.484099576,5.297709873,5.262573227,5.407559805,5.194034953,5.462633481,5.823872252,5.806095254,5.802858853,5.680743585,5.32133961,5.37817705,5.39000483,5.448612652
"KLF4",8.022218586,8.029391903,7.933956856,7.961335724,7.978176916,8.055964481,7.993304153,7.896456433,7.965649833,7.943833549,8.140284507,8.145894368,8.22891302,8.196614776,8.186693056,8.104780187
"KLF5",8.575314893,8.557021364,8.408405012,8.461994125,8.331063053,8.401213911,8.355209899,8.223483486,8.034791599,8.062029674,7.896092645,8.037149574,7.734958721,7.830480551,7.842943565,7.616457196
"KLF6",10.04534016,10.07211704,10.06360186,10.0856854,10.6543553,10.70681553,10.62915435,10.60066083,9.130992197,9.164751028,9.067965338,9.186948255,9.09433754,9.105168454,8.971381999,9.081200417
"KLF7",8.009096248,7.921360092,7.987321017,8.038732192,7.639841981,7.659030839,7.64623846,7.7219534,8.887613222,8.798391345,8.809637663,8.787398313,8.944083603,8.946548342,8.923719395,8.771216489
"KLF8",4.234183937,3.939299493,4.187838749,4.139250823,4.082117188,4.075233134,4.445112094,4.412840569,4.851852939,4.833937609,4.95785273,4.869558803,4.984223034,4.94351412,5.144090847,5.014843407
"KLF9",6.860083671,6.769967506,6.765241278,6.693224446,6.125028014,5.814133627,5.860863565,5.726119886,7.685228005,7.6497475,7.730592463,7.693744295,7.445884505,7.089103025,7.433112843,7.183478431
"KLHDC10",11.04518394,11.08943316,11.19439454,11.22731594,11.16096558,11.0009921,11.02773775,11.11935285,11.0895342,11.17101847,11.07806484,11.07470004,10.85354979,10.79962152,10.76304303,10.78735688
"KLHDC2",10.99594514,11.04172926,11.02491053,11.09138193,10.63245727,10.58891996,10.57608901,10.6713396,12.18339891,12.23247195,12.21659483,12.17893582,11.8143762,11.78915922,11.76830239,11.78370409
"KLHDC3",9.225852254,9.281313522,9.255484163,9.278667716,9.25694764,9.329273822,9.239289984,9.209385633,9.060206339,9.171426189,9.141952319,9.049399911,8.979026793,8.927522037,8.961177501,8.999939857
"KLHDC4",7.248584067,7.384301886,7.14724704,7.225633449,7.191356401,7.26761468,7.279167209,7.258319491,8.009849251,8.036126839,8.107398677,8.140570759,8.049495844,8.055330462,7.9307082,7.90842841
"KLHDC8A",5.347596809,5.652640727,5.472479908,5.552443394,5.540148962,5.586927051,5.28758368,5.440232492,6.060018819,5.893952101,5.906077333,5.916175128,5.951390313,5.869820209,5.843958564,5.973496563
"KLHL11",5.843263807,6.076504675,5.882814123,5.73586095,6.142130989,5.849823022,5.871022543,5.932853854,4.766071417,4.315828529,4.653572435,4.710482285,4.611746586,4.689503221,4.808071687,4.887446861
"KLHL12",7.536308065,7.546933566,7.511439857,7.531723147,7.545214452,7.712092569,7.537927661,7.515991015,7.607748073,7.601240472,7.562780748,7.684560274,7.672087002,7.664012406,7.607748073,7.607748073
"KLHL18",8.14347064,8.106044313,8.151691725,8.142014353,8.266169876,8.249246092,8.308715378,8.226343731,7.156767763,7.192761464,7.339544515,7.2972772,7.275487669,7.041589058,7.067930073,7.149348946
"KLHL2",6.497177309,6.452966173,6.438032411,6.352549976,6.509991604,6.626104582,6.644143815,6.447628856,9.124970082,9.111363602,9.272104625,9.056249986,8.672680723,8.612672611,8.431684829,8.545662493
"KLHL20",8.901369621,8.746225119,8.732791772,8.808576337,8.683646082,8.827721198,8.59426767,8.59189063,9.16106234,9.111727615,9.126632475,9.08191293,8.983000532,8.966685211,9.010299553,8.88221532
"KLHL21",7.388260312,7.401929894,7.385165159,7.492563565,7.539731699,7.585921676,7.502243822,7.559163036,8.118371556,8.162274497,8.229020845,8.242762623,8.086482577,7.970465285,7.990443059,7.939173571
"KLHL22",8.484781649,8.436591615,8.392408304,8.41050371,8.502424907,8.578641633,8.599900974,8.531850232,8.248876131,8.226632806,8.304182809,8.24817299,8.288206497,8.206528367,8.262637106,8.243990472
"KLHL24",9.350967939,9.400632663,9.609873079,9.467969159,9.080584166,9.253556355,9.141179003,9.153633124,9.460799271,9.430967715,9.249183076,9.521252149,9.112889093,9.259115734,9.451625692,9.408720496
"KLHL25",7.460430443,7.479001687,7.497491717,7.556663428,7.444975387,7.531701735,7.492619787,7.556774283,7.408826531,7.34921543,7.445792846,7.430671583,7.34921543,7.345028244,7.315121934,7.360208712
"KLHL26",7.235771495,7.235738574,7.196035822,7.13144485,7.039888197,7.096653905,7.28552737,7.163282256,6.904636386,6.867924718,6.960072399,7.135090077,7.095947782,7.100892529,6.922168753,6.856001292
"KLHL28",6.276583129,5.962768838,6.123179566,6.172311726,5.971200901,5.92093455,5.91205376,5.839058736,6.552838828,6.230687453,6.506193054,6.534116427,6.410232526,6.39017127,6.721751289,6.496027056
"KLHL29",3.898010565,4.205065246,3.996767541,3.887645251,3.839264348,4.116738276,4.046826159,3.998015616,3.971108611,3.88641062,3.959933115,3.752615501,4.032832419,4.163935302,4.051796015,3.971108611
"KLHL3",6.647144537,6.535296228,6.757139817,6.61931753,6.317759755,6.176132953,6.336626007,6.283906844,5.823643018,5.868851417,5.899381198,5.986647165,6.335761259,6.151405286,6.12663582,6.204459661
"KLHL35",6.220584158,6.292214749,6.617933007,6.416229823,6.352603009,6.236859933,6.30076016,6.449641703,6.207588026,6.040423039,6.319871832,6.04673647,6.232751862,5.958837893,6.040423039,6.023906117
"KLHL36",6.472136827,6.890193604,6.660626177,6.595930837,6.511265441,6.684398182,6.6011564,6.658238611,7.286870609,7.411490796,7.52012676,7.364507521,7.443016914,7.382134433,7.290541543,7.209397754
"KLHL4",3.241479123,3.425049299,3.377999788,3.600177579,3.405707324,3.46841273,3.229587968,3.36396914,3.153935551,3.025534438,2.932563318,3.235516724,3.396024421,3.346342619,3.320825888,3.240811136
"KLHL41",4.702436004,4.594970233,4.548374823,4.610261583,4.578237415,4.478516728,4.84685486,4.51309596,4.766147158,4.90207236,4.761015431,4.98223994,4.727426007,4.5016726,4.137807586,4.229824123
"KLHL5",6.785333782,6.801739476,6.966539771,7.124785417,6.65941926,6.652187621,6.611125349,6.621792004,7.567964405,7.576784635,7.445042559,7.564403918,7.370972122,7.25415082,7.345122227,7.296069519
"KLHL7",7.194664599,7.053428877,7.050109218,7.057594889,7.100522009,6.962820321,7.236682528,6.90729004,8.057652942,8.130360046,8.285782467,8.320009121,8.077965889,8.052372556,7.969862366,7.748623515
"KLHL9",10.70707455,10.63411087,10.66550314,10.64712634,10.75466341,10.7518457,10.82250272,10.82788578,10.28761268,10.30450418,10.36008172,10.25602252,10.23530842,10.2214826,10.19134778,10.19454458
"KLK1",7.014528003,7.00859525,7.078088765,7.151258828,7.102710152,6.940233615,6.790092343,7.023889573,7.220090686,7.283623034,7.168942168,7.303984113,7.258264129,7.359294694,7.381276479,7.572451553
"KLK10",4.785615896,5.001472532,4.93397404,5.084315519,4.957765702,4.790139935,4.859019311,4.854108176,5.080973398,5.008898447,4.844453073,4.78550713,4.883241193,4.906898127,4.89582948,5.030435272
"KLK11",5.339742446,5.298876725,5.303639572,5.20760972,5.241716104,5.16177992,5.481537368,5.26764732,5.634633044,5.606563046,5.559905637,5.633314717,5.676051416,5.633314717,5.614618643,5.721048108
"KLK12",6.80883659,6.876772964,6.957905188,6.788220045,6.841351926,6.636645781,6.917020855,6.920733747,6.725264589,6.824081013,6.776711502,6.78456428,6.854281542,6.862208296,6.885078063,6.890504733
"KLK13",5.972045883,6.203651738,6.042428162,6.03069293,5.987773857,5.87499401,5.949991892,5.993804612,6.274061964,6.116690958,6.112178407,6.031167561,6.131920542,5.763417399,6.100828089,6.096168624
"KLK14",6.464860112,6.544087202,6.504132205,6.405522285,6.378719366,6.577397191,6.505066577,6.395838685,6.259728454,6.110014182,6.335275856,6.372928322,6.47755318,6.358978921,6.406059512,6.446061934
"KLK15",5.282323502,5.733377263,5.749278625,5.775707048,5.496085431,5.287997593,5.472335751,5.705806438,5.526561588,5.923903349,5.630489778,5.478654417,5.478654417,5.435454159,5.744787568,5.468245995
"KLK2",6.588202047,6.547550039,6.380687652,6.485820414,6.336770074,6.087266773,6.202111423,6.477275458,6.798702164,6.740208263,6.773224765,6.715587882,6.75763532,6.699201296,6.719681188,7.009668735
"KLK3",5.47823995,5.683881323,5.917609429,5.712154705,5.928342288,5.843287325,5.738507824,5.65752625,5.902025304,5.881016206,6.121595037,5.835500769,5.844376371,5.731613238,5.897931288,5.932451189
