"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"GABPB1-IT1",7.627018443,7.603746579,7.575248612,7.561617218,7.388855272,7.455756548,7.240854104,7.19996839,7.721515023,7.687729248,7.758929535,7.80254403,7.345196116,7.321446881,7.381136711,7.249025913
"GABRA1",4.178818506,4.052253629,4.23399319,4.115300873,4.103363356,4.328254076,4.117526925,4.303651441,4.340739394,4.516457669,4.508121417,4.459515783,4.439220125,4.652727614,4.498112077,4.611361586
"GABRA2",3.308470332,3.017502081,3.181565488,3.086853521,2.922919701,2.930973548,3.015499533,3.006275431,3.151728791,3.037219976,3.223826174,3.276931753,3.266627169,3.195162511,3.161770203,2.974664256
"GABRA3",3.537987751,3.541583032,3.687137813,3.46098296,3.270141153,3.501907841,3.566772709,3.844540297,3.836158334,3.639594908,3.778247028,3.424627196,3.265511211,3.705601649,3.73802361,4.060976042
"GABRA4",4.923956784,4.992353769,5.016355058,4.78073457,4.910051063,4.764313608,4.581181902,4.850950295,4.85798816,4.715656895,4.616184991,4.928798782,4.911767674,4.889427877,5.063759834,4.908145138
"GABRA5",3.488955966,3.660659894,3.686918853,3.602897387,3.511885556,3.62296848,3.529470679,3.505301891,3.812508167,3.930191639,3.813996711,3.725255044,3.901871127,3.671910598,3.996319168,3.630596126
"GABRA6",3.063659102,3.150321848,3.25328777,3.433102904,3.287320597,3.225703149,3.362050944,3.291704296,3.845297259,3.830008927,3.687365474,3.721335101,3.631287034,3.7686317,3.800341727,3.58991931
"GABRB1",3.553232984,3.292462419,3.561487765,3.342297242,3.438483497,3.664092405,3.663663045,3.641756622,3.474056651,3.268829659,3.319542631,3.706481467,3.420508716,3.420508716,3.477949924,3.480894082
"GABRB2",5.888010757,6.142900153,6.06754948,6.068961958,6.042763049,6.062068102,6.090207229,6.077358814,5.948445833,5.849894913,6.054572774,5.656036064,5.895519796,5.985908613,6.130851284,6.382864925
"GABRB3",7.537811992,7.66340088,7.585876198,7.533702968,7.504457931,7.486299278,7.353056705,7.333188811,5.017275639,5.120093243,5.017275639,4.98223994,4.9534745,5.001944351,4.856152887,5.062908692
"GABRD",7.323903136,7.395116965,7.171192151,7.239889519,7.643690836,7.606303731,7.719378321,7.448891726,6.254200313,6.234830494,6.171062911,6.256281942,6.391885475,6.650808304,6.849425572,6.639167347
"GABRG2",4.438408818,4.418033663,4.308280911,4.262216453,4.350742065,4.146613125,4.326700018,4.094765143,4.16941382,4.01168926,4.323790765,4.193306031,4.261594093,4.272180595,4.354248626,4.364216068
"GABRG3",3.63390777,3.688446435,3.374987769,3.562126709,3.665098023,3.461579447,3.34348568,3.425337022,4.234140555,4.273818853,3.949230366,4.137646645,3.758401698,4.164960638,3.921555036,3.932935897
"GABRP",4.057668917,4.004623551,4.24298485,4.23846054,4.338942555,4.284336311,4.610549528,4.27235267,4.176543068,4.334589744,4.277409824,4.187702573,4.265863891,4.358671932,4.741618308,4.64752214
"GABRQ",5.318437816,5.641626195,5.578200383,5.651958856,5.549223666,5.561480099,5.512818039,5.575790072,5.088642101,4.950137196,5.059012711,4.905002475,5.030745444,5.043662901,5.077135708,5.205567292
"GABRR1",3.516442747,3.552131064,3.505959229,3.391490654,3.429354994,3.411181582,3.343255669,3.480173145,3.467022947,3.627779596,3.467022947,4.013484537,3.856446512,3.489684966,3.416768963,4.004537363
"GABRR2",6.48170563,6.462345108,6.454820573,6.469236221,6.418466354,6.248480343,6.429811062,6.524198367,6.429756806,6.212408491,6.312611624,6.167504442,6.357758378,6.582819948,6.398481691,6.267087349
"GAD1",4.910812284,5.116205765,4.933987451,4.855171066,4.860020504,4.914511447,5.011967451,5.0119945,6.645255096,6.783219547,6.789532221,6.604543499,7.280968821,7.368468891,7.12010215,7.1339399
"GAD2",5.455434164,5.533861361,5.563551493,5.405156836,5.464593967,5.472564552,5.692402267,5.725289836,5.213841537,5.133632115,5.351294588,5.309790329,5.118300429,5.506727072,5.527315409,5.48573591
"GADD45A",10.92114784,10.93639683,10.91402568,10.97098242,10.033415,10.13860491,10.0067089,9.945131254,11.12725071,11.09153569,11.12399135,10.99647416,9.955565932,10.0019409,9.904408078,9.864801328
"GADD45B",7.877862582,7.941119738,7.898105411,7.793169575,8.142967138,8.253945215,8.097191019,8.088275704,7.756751976,7.886841337,7.845844246,7.792934943,8.107935752,7.985428104,7.971834139,7.994750217
"GADD45G",7.51630004,7.284264786,7.188299695,7.025352092,6.605108884,6.713143175,6.857597748,6.651140282,7.448269971,7.426702544,7.59815905,7.553963709,7.267946885,7.651096194,7.587332099,7.525015247
"GADD45GIP1",9.471901554,9.546837374,9.442643314,9.451875687,9.82680178,9.760099574,9.703481377,9.676717903,8.936664011,9.002847944,8.903155527,8.949922006,8.993843543,9.024733254,8.92802883,8.893930704
"GAGE1",5.234724733,5.169811197,5.169811197,5.100770789,5.001799203,5.233419164,5.35173881,5.397763493,5.464509429,5.122682994,5.347069333,4.98223994,5.308200963,5.595772107,5.144090847,5.229470264
"GAK",10.74244379,10.67106904,10.69695848,10.68929956,10.63037367,10.68428584,10.77981135,10.65319208,10.92620092,10.98845081,11.09160873,11.05538202,11.05186252,10.9873383,10.94859738,11.05014557
"GAL",5.474237213,5.555365755,5.655205572,5.466293432,5.449474765,5.440526796,5.519263465,5.775015938,5.597537974,5.35586344,5.569397961,5.477886241,5.568944162,5.271983253,5.596763841,5.734229894
"GAL3ST1",6.287099285,6.23345829,6.312440392,6.120391664,6.365848578,6.217603028,6.044563262,6.18797792,6.31349999,6.413136485,6.31485359,6.398774732,6.345687311,6.355192502,6.384268572,6.561286823
"GAL3ST4",6.518866582,6.475793859,6.44449591,6.275081281,6.228868554,6.319637689,6.30316576,6.349952431,6.153786845,6.343558948,6.138674726,6.163431022,6.151282043,6.197170114,6.158747787,6.0641208
"GALC",4.013463846,4.076751154,4.057955319,4.062572845,4.155852855,4.176212215,4.058468507,4.296429392,9.459758017,9.496210004,9.460246726,9.437587194,9.973539253,9.88227282,9.884390544,9.935053508
"GALE",7.449404696,7.343942473,7.370600323,7.372446562,7.726904448,7.732644939,7.630952823,7.738777815,7.70113378,7.818274845,7.787093978,7.82427537,8.075092517,7.93125673,7.985214683,8.040799633
"GALK1",7.305780773,7.252148989,7.161073308,7.21167525,7.436852915,7.465263513,7.469866972,7.395400335,6.542984637,6.510928987,6.620532809,6.68886917,6.690299673,6.683125177,6.630872739,6.624197492
"GALK2",7.626269539,7.482540844,7.324951434,7.367866324,7.558531932,7.58487796,7.564684386,7.656507542,8.612254159,8.676174749,8.620020088,8.744635944,9.04890766,9.017235932,9.050612565,9.006432974
"GALNS",8.421536658,8.321771469,8.263629769,8.298605692,8.479487365,8.556095365,8.659707642,8.579609654,8.615206064,8.58351698,8.629190165,8.66459231,8.954845205,8.929080643,8.828389073,8.856230749
"GALNT1",11.58344338,11.53811498,11.54240452,11.50256435,11.21206353,11.14769949,11.19692768,11.23789045,10.72513941,10.71003503,10.70368288,10.82134365,10.64686388,10.60785814,10.60605868,10.4789045
"GALNT10",8.735150414,8.723027498,8.607785341,8.669338479,7.917316777,7.82870521,7.970626883,7.832378584,9.364907496,9.405435209,9.41071209,9.376919713,9.098094551,9.093986677,9.004261814,9.03545597
"GALNT11",10.69382722,10.66403196,10.64463133,10.64649843,10.6133251,10.63646846,10.53729934,10.49250568,10.3278327,10.36982324,10.33931286,10.39379505,10.42219654,10.38749353,10.27852563,10.38382694
"GALNT12",3.767624409,3.903776975,4.100013498,4.0337765,3.939150483,4.193876131,4.092008344,4.116228039,3.590673121,3.834311336,3.99913517,4.082232804,3.945604368,3.952163516,3.83194901,3.720509238
"GALNT14",10.87820418,10.83728782,10.76814045,10.84310932,10.06656189,10.05643681,9.914919195,9.916008969,7.062278444,6.892367206,7.086838477,7.060121458,5.956250176,6.016851279,6.328005746,5.861151216
"GALNT2",9.872456736,9.90775058,9.74610945,9.86769448,9.346026815,9.479517176,9.475576424,9.445322718,9.3532714,9.355265713,9.399814326,9.424284879,9.475365373,9.472815256,9.424218573,9.39913537
"GALNT3",9.480425067,9.455315278,9.631121001,9.526247348,10.23805484,10.32505263,10.14264215,10.28917703,11.83406067,11.76186314,11.79362805,11.76812044,11.59846408,11.63712786,11.62751695,11.59662274
"GALNT6",11.69518614,11.68723143,11.65860049,11.6834707,10.98159892,10.94608549,10.94927176,10.95456249,9.738626187,9.859353598,9.84581654,9.852075061,9.246955982,8.974576559,9.073400227,8.961974839
"GALNT7",11.83968055,11.85303751,11.91131889,11.85427275,11.19613028,11.21497559,11.24509924,11.18377804,11.95588525,11.90120073,11.93644101,11.85726247,11.35721836,11.38372841,11.41582501,11.38502502
"GALNT8",5.684866338,5.752702138,5.792000687,5.655841082,5.597183367,5.60679588,5.703178591,5.526232149,5.343457692,5.742508102,5.641590382,5.304355694,5.665500332,5.721778959,5.617286807,5.640725972
"GALR1",3.367018628,3.566856167,3.541572366,3.499760029,3.542802428,3.609554108,3.558351855,3.620810555,3.656405614,3.829142764,3.660000318,3.78090732,3.664650898,3.696688635,3.696688635,3.815417669
"GALR2",5.033323611,4.993965065,4.959780716,4.962667972,5.074024139,5.158601608,5.015023761,5.091070252,5.062227915,5.220668487,5.169512818,5.093808671,5.144090847,5.138227525,5.212111572,5.119690484
"GALR3",7.936420271,8.032831198,8.107410929,7.956445295,8.0745118,7.969369299,8.173023412,8.110942985,8.057230619,7.811290434,7.953621302,7.968064422,8.070065654,8.141280265,8.152205111,8.138533834
"GALT",7.577059258,7.591271906,7.533076593,7.615194808,7.26766019,7.113218374,7.244784228,7.004548983,7.692552722,7.769567399,7.881123258,7.733316408,7.619288319,7.479633224,7.500675343,7.392994028
"GAMT",9.175144547,9.266538706,9.067082556,9.111076869,9.279472496,9.184221184,9.308963365,9.219201418,8.669357769,8.810628878,8.826783943,8.855936797,8.996206309,8.940270977,8.871565872,8.952405647
"GAN",5.286578478,4.994667204,4.768201949,5.048325399,4.919077427,5.415089553,5.278213146,5.146109929,5.795605128,5.634564763,5.711248652,5.508517067,5.913677679,5.843720293,5.60340378,5.607160528
"GANAB",10.83235143,10.92803903,10.85459118,10.80936982,10.95832626,11.06717251,10.88279609,10.92430319,9.930553382,10.00613594,9.925681568,9.989305688,9.875346394,9.915180827,9.863450091,9.845049467
"GAP43",6.413008247,6.436488201,6.521852818,6.405468092,6.423623404,6.334951257,6.181375554,6.288406848,6.403141587,6.356293271,6.541635487,6.294367047,6.340794357,6.200394282,6.485085731,6.531202234
"GAPDH",13.56669979,13.56168506,13.56177352,13.53394312,13.69996439,13.69946857,13.68584044,13.67464889,13.21976409,13.24058868,13.32103751,13.30940769,13.55106269,13.51464971,13.50536537,13.52635355
"GAPDHS",4.541844696,4.339037693,4.686137801,4.548243182,4.57204282,4.455221294,4.438533446,4.67860532,5.092047869,5.203111674,5.113456268,5.205861762,5.173270546,5.260933222,5.280452523,5.414253292
"GAPVD1",11.03438486,10.99507799,11.02418461,11.05652028,11.13608961,11.13012792,11.06586657,11.11387194,10.31610705,10.32519533,10.29954526,10.29268634,10.18609907,10.13135703,10.10073654,10.07647857
"GAR1",10.01666446,10.00476945,9.987567436,9.945544719,10.07734781,10.15006884,10.07252535,10.05918647,9.741612359,9.714786363,9.632426281,9.752978947,9.696518238,9.739091594,9.692684011,9.650819629
"GAREM1",9.138027486,9.023268252,8.965019025,8.93656422,8.466817788,8.400534468,8.467052211,8.402892152,7.653199717,7.316348015,7.573907156,7.356980475,6.986042938,6.945972644,7.141589446,6.660973273
"GARNL3",5.226474459,5.076582174,5.422149953,5.182731192,5.116981854,5.171614037,5.258249764,5.087649866,6.285378482,6.242403878,6.278203097,6.294504238,6.445265679,6.42503899,6.496448188,6.43726227
"GARS",11.02511777,11.04050849,11.04283663,10.97599086,11.21912809,11.19769113,11.19890938,11.15763425,11.61194962,11.65966586,11.67355117,11.7303383,11.50400205,11.52845844,11.48362753,11.45615822
"GART",9.00029269,9.028497251,9.142032181,9.112150754,9.40713886,9.531445379,9.437386583,9.365816061,8.372069244,8.394564606,8.459918943,8.411744748,8.701882546,8.681879124,8.654805408,8.635059369
"GAS1",5.438707798,5.49197394,5.234087944,5.38148949,4.969863324,4.912956936,5.048517528,4.76573099,4.064441527,4.134114349,3.999904269,3.901763927,4.026563659,4.047134308,4.137807586,4.134114349
"GAS2",6.606175561,6.505754054,6.401435158,6.413424564,6.148558926,6.130834536,6.278341542,6.055829086,4.020195002,4.025473499,4.151579803,3.997655836,4.050081309,4.386561004,4.064565006,3.997655836
"GAS2L1",9.280478669,9.245775188,9.328754287,9.352418456,9.457479713,9.561462158,9.479230228,9.438463542,8.844368094,8.970959729,9.002361061,8.878607769,8.662359827,8.554469933,8.46574913,8.481044695
"GAS6",8.741071095,8.749929979,8.832624324,8.794455078,8.898922066,8.883105396,8.944892386,8.949871214,9.024594788,9.01776459,9.080304489,9.078324074,9.370089042,9.362875881,9.378711103,9.385055019
"GAS7",6.904587363,7.072290147,7.201331855,7.013349531,7.043301471,7.162080994,7.351704372,7.282106654,6.933954609,6.7699736,6.949999603,6.731366672,7.00187748,7.031100439,6.992013208,7.119306454
"GAS8",8.695470297,8.540969529,8.538571726,8.543677801,8.418722231,8.282980096,8.478659683,8.505277687,7.905798416,7.864033318,8.061292906,8.128491347,8.017511774,8.058155859,8.052621657,8.094656762
"GAS8-AS1",4.968731587,5.041659132,5.137772857,5.046338332,5.037034936,5.083272427,4.889200546,5.011411849,4.810239281,4.818776384,5.073966003,4.767342642,4.864078754,4.924753053,4.784403727,5.328656874
"GASK1B",3.098524453,3.017502081,3.152001887,2.985937832,2.899203956,3.165088133,2.919424188,2.853448719,6.891889719,7.154663253,6.378214356,6.594460605,6.408079461,6.430805364,6.796386362,6.37715352
"GAST",6.603542094,6.612341663,6.645574701,6.529425666,6.656764491,6.448812693,6.637536972,6.783806323,6.491995038,6.360032202,6.521692254,6.228145613,6.460244136,6.571667608,6.361640109,6.610161982
"GATA1",7.166378345,7.225989176,7.146028166,7.204151651,7.213047717,7.009111119,7.148206102,7.057849391,6.81907567,6.738329777,6.635863944,6.726067171,6.714993696,6.858504514,6.876889681,6.834842241
"GATA2",10.16886366,10.21247261,10.13537373,10.16348967,10.06665921,10.13166285,10.02871259,10.1004284,8.134431042,8.240750843,8.322051016,8.111084325,8.235060733,8.223346514,8.138963259,8.213362485
"GATA3",13.74984002,13.69090769,13.72719937,13.74757613,13.63413289,13.68994138,13.64095008,13.62625973,13.63570233,13.64591478,13.61419525,13.61922958,13.12893685,13.14471875,13.13904146,13.07912668
"GATA4",6.779643054,6.770837036,6.569353591,6.54104395,7.698258886,7.73575399,7.725980473,7.719535431,6.245381736,6.118893957,6.200128225,6.252079277,7.637257699,7.933350889,7.769826074,7.263582404
"GATA6",8.216059269,8.048507748,8.100268038,8.178281853,7.881845361,7.995310328,7.812300616,7.848336751,8.773754517,8.80475324,8.803380663,8.639681601,7.965424717,7.781995193,7.817049721,7.751468807
"GATAD1",10.16879676,10.18192148,10.09349369,10.1355739,9.636595841,9.670751863,9.608963714,9.59673105,10.90452516,10.93798854,10.85595063,10.87715259,10.32011258,10.3088425,10.35031535,10.17874889
"GATAD2A",9.23162726,9.318014379,9.352991529,9.417978295,9.894953827,10.00331408,9.935414352,9.83125845,8.727429035,8.611907482,8.6231855,8.617924539,8.83084157,8.838408063,8.770104712,8.733859196
"GATB",7.423964388,7.421848322,7.370651723,7.379407228,7.364619562,7.333918495,7.395484345,7.364335389,7.866511919,8.00830969,8.055857013,8.106114614,8.117056129,8.009925578,7.979736889,8.013948289
"GATC",9.147605449,9.154680704,9.219536481,9.20004027,9.188471194,9.323097982,9.146479939,9.216009236,9.171686241,9.208025162,9.05013175,9.057329538,9.141167719,9.160462049,9.067458173,9.099043594
"GATD3A",10.62367035,10.68311005,10.54791533,10.5122117,10.43586283,10.4159869,10.56021831,10.4924568,10.03470189,10.10550074,10.09668665,10.06402851,10.00336303,10.02108256,9.946490487,9.954362042
"GATM",5.197385525,5.055836466,4.935400389,4.821640119,4.850272953,5.137546896,5.413001056,5.334476314,8.87096646,8.900629122,8.930652269,8.767822938,7.638836399,7.478873047,7.586543494,7.348029943
"GBA3",4.215624631,4.393646942,4.232718087,4.068466354,4.235496372,4.325949013,4.177597864,4.538166457,4.503607995,4.365313668,4.222429104,4.395031071,4.385184351,4.235461949,4.251295872,4.293254186
"GBAP1",8.478797975,8.558281826,8.362255401,8.446130271,8.479453657,8.485984569,8.427239717,8.451333647,9.21001117,9.25153606,9.288568142,9.210402665,9.486930425,9.4126026,9.354782266,9.49606301
"GBE1",10.8352213,10.80814078,10.81995264,10.80399374,10.9186356,10.91053032,10.82497477,10.94469754,9.622687047,9.598484267,9.79583895,9.695685916,10.2276718,10.1822871,10.10560803,10.14147987
"GBF1",8.143849458,8.090128484,7.959305185,8.159360169,8.057256495,8.16648125,7.974019881,7.960227401,8.087254754,8.05092077,8.076622019,8.044442509,8.106059618,8.093127204,7.989365815,8.00102185
"GBP1",3.972365521,4.116609614,4.009656291,3.905695679,4.245012212,4.15324493,4.25668074,4.338739684,4.995653157,4.793295182,4.982321367,4.971306744,4.931953826,4.933579802,4.785663627,4.798620703
"GBP2",5.76637531,5.939451791,5.903095837,5.836091721,5.854147466,6.030542409,5.665228582,5.439348378,8.831934871,8.859980965,8.868710337,8.811386288,8.984426037,8.790260974,8.870614682,8.825140242
"GBX1",7.064991518,7.167174302,7.112626355,7.11891872,7.123729574,6.817495062,7.016367605,7.184621653,6.98607821,6.940405264,6.82063781,6.931828106,6.80562778,6.935221833,6.902410121,6.922087064
"GBX2",4.83770868,5.027941626,4.813640814,4.978879385,4.94296429,4.571316198,4.702519057,5.110905115,4.790180473,4.784240348,4.754065987,4.593597839,4.753969284,4.627675254,4.606394298,5.193784934
"GC",2.904250336,3.055684797,3.078668601,3.026380131,3.09478249,2.975031904,2.924362938,3.078668601,3.052707627,2.7719535,2.799456162,2.972341577,3.012259745,2.711183543,2.863341325,3.034678268
"GCA",9.670098946,9.471709309,9.814498756,9.833645511,9.844629476,9.8955192,9.66208136,9.765310897,8.903652799,8.877016101,8.926423155,8.761756253,9.120022865,9.202961736,9.184624478,9.170277509
"GCAT",9.872313632,9.95690577,9.888653656,9.959295109,10.01457714,10.02420812,9.918663622,9.950185548,9.721399903,9.726345962,9.75903104,9.822680583,9.940196651,9.886339072,9.785303996,9.867062083
"GCC1",9.002568359,8.999490428,8.983607033,8.969729499,8.942777995,9.006845956,9.08764632,9.007330211,9.263731271,9.225265947,9.320963708,9.244354257,9.163602498,9.124887853,9.138908856,9.184484274
"GCC2",10.73651862,10.70513054,10.77127335,10.72084486,10.06860605,10.19944266,10.07080595,10.09459114,10.99137844,11.04022373,11.00987899,10.93538841,10.78014461,10.75039539,10.77551095,10.81808878
