hugo,MWV1,MWV2,MWV3,MWE1,MWE2,MWE3
PHF20,4.471980269,4.638407866,4.551510542,4.30498298,4.429307509,4.430814142
HSD17B6,2.369506965,2.268555362,2.570534821,1.955286018,2.168212404,2.002120285
NR1H3,3.58606669,3.593498248,3.716156084,3.711720302,3.536054641,3.587235383
TYMP,1.166727706,1.386911904,1.584285011,1.321272385,1.318936713,1.198295494
NCAPH2,4.112974886,4.112980639,4.122230815,4.175426954,4.226818229,4.22692417
TOMM34,5.799978351,5.779624814,5.778376811,5.762215916,5.815618975,5.749389455
SEC63,5.533854065,5.451922062,5.545957561,5.72853698,5.665348766,5.598935643
KPNA6,4.253746604,4.134577462,4.20904444,4.307557123,4.315280228,4.178403046
VIM,1.279814174,1.200196723,1.4341052,1.616782114,1.415091185,1.522929541
RTEL1-TNFRSF6B,2.460296418,2.347543774,2.493281115,2.645153093,2.634623743,2.64418204
FAS,2.424899628,2.525517452,2.290778635,2.587495092,2.586823339,2.595216234
RNASET2,5.340522285,5.304029546,5.285843357,5.433932531,5.382524878,5.394674133
CD44,7.080392062,7.040878221,7.043367237,7.003557558,7.023439382,7.023838268
KCNG1,1.505971089,1.842418535,1.806446975,2.000095215,1.891794006,1.891923847
MIPEP,2.978449178,2.924676088,3.106894571,2.95130542,3.489165643,3.083330481
PRKCH,4.42953341,4.384423843,4.430395759,3.919096348,4.143840273,4.209000132
IFNGR1,5.356527257,5.47237846,5.383491311,4.979986535,5.166967533,5.05434223
B4GALT7,4.688656532,4.824054016,4.818430838,4.956283162,4.888838646,5.007362326
VRK2,4.119545674,4.153498447,4.148735497,4.036718975,4.100360755,4.225661854
VEZT,5.902318069,5.924431107,5.933310465,5.68648494,5.91592239,5.71128431
POU2F2,1.262374523,0.110608447,0.321166266,0.210734097,0.209368517,0.320452329
BRD9,4.963980551,5.003832528,5.104220904,4.968056351,4.931860689,4.914215694
SNX1,6.139927431,6.203804268,6.145360623,6.252853434,6.184896482,6.204553235
TBPL1,4.588277951,4.678033921,4.584465767,4.726492133,4.760372661,4.763328814
ARNTL2,4.26201048,4.255586386,4.339107376,4.005929268,4.076861164,4.004886419
BCLAF1,6.64599853,6.721044707,6.825864017,6.860361467,6.865713119,6.801897529
SLC39A9,5.141244553,5.16694119,5.208721656,5.139203263,5.140727416,5.039023825
TFB1M,3.011115235,3.21278067,3.091706603,3.176312878,3.310746985,3.289953357
RABEP1,4.399338532,4.37967405,4.428945675,4.432653737,4.64471405,4.364677199
HMGB3,7.644749663,7.691966797,7.619169411,7.510567972,7.538851624,7.552355551
NUP160,4.72533528,4.699262609,4.768381611,4.949262663,4.943129455,4.916285479
BAK1,6.015759139,6.017660507,6.038808616,5.531562371,5.567395463,5.587962589
IKZF2,2.120248546,1.771903026,1.87850999,2.167195407,1.791225954,1.861048185
GRN,7.667097708,7.750513741,7.747252852,7.714520462,7.639431548,7.662168228
FAM13B,4.792573239,4.815570254,4.791577023,4.69422554,4.8040093,4.816743931
ARHGAP31,1.357326223,1.256754653,1.515756347,0.874438952,0.959567644,1.039166475
CENPQ,1.813200406,1.738495482,1.791693234,2.318050696,2.077854818,2.133859399
SARS,7.701285264,7.681005123,7.687828988,7.756628105,7.815946814,7.802010774
RANBP3,4.95682059,4.940348171,4.848903065,4.896644756,5.044778066,4.90178645
ARID4A,3.550822004,3.445278572,3.552738929,3.338164093,3.539971952,3.424436528
TSSC1,5.282541976,5.210026969,5.175942455,5.36040579,5.354142335,5.347660565
PNPLA6,4.243792144,4.266244676,4.375575041,4.178550431,4.155202857,4.121661484
IFT88,3.592174152,3.43133613,3.531024065,3.282930208,3.382638897,3.40703127
ALG1,4.293946476,4.2657838,4.33317129,4.683405472,4.656719679,4.555385
ZCCHC8,3.473573141,3.332101244,3.390022538,3.408015341,3.525295285,3.379600489
ABCF2,5.668376244,5.715120762,5.765595211,6.114152521,6.016023203,6.026794528
CHPF2,5.950184443,6.002616118,6.036278252,5.808792006,5.786008945,5.816088683
FUT8,6.707857197,6.571740404,6.618258642,6.675745756,6.663090118,6.621074322
UBA6,5.034839495,4.71087155,4.772589803,4.73109269,4.703027865,4.961692174
GAB2,2.546701392,2.531219745,2.62209258,2.626458996,2.508888146,2.498194435
ATP6V0A1,4.874412978,4.690205688,4.777857076,4.704826159,4.63708905,4.690267387
PIAS1,4.20131957,4.268602069,4.331910759,4.284817624,4.183264972,4.14155786
SLC4A7,5.593847389,5.471706471,5.614163525,5.195336953,5.211977507,5.156289252
MAP2K3,6.260576933,6.304408859,6.398691968,6.096161728,6.118459049,6.067547083
TMSB10,12.42356767,12.4739974,12.42405866,12.24334657,12.24082114,12.28032421
ASTE1,3.386062785,3.211110343,3.15935486,3.290531599,3.326593145,3.252070598
RNF19A,5.748218107,5.884162385,5.924927183,5.5436506,5.588182457,5.484274659
PEX3,3.056493357,3.115028247,3.076837825,3.436425323,3.190238257,3.330941251
GABARAPL2,7.40415847,7.349876198,7.318723595,7.132209295,7.21559555,7.111786849
SH3YL1,6.438633289,6.453069309,6.424234535,6.29978771,6.333701144,6.385533955
FAM136A,6.324530298,6.307389652,6.240803694,6.475254539,6.50753842,6.480720417
VCL,5.799700021,5.854831879,5.89275105,5.529519448,5.614195239,5.690060689
DEPDC1B,3.121094996,3.282304722,3.273070167,3.102095219,3.151490305,3.214786428
DAPK2,4.221925804,4.120102002,4.217086207,4.624978472,4.744534318,4.741207602
NSMAF,4.576901506,4.643046438,4.682977004,4.816249383,4.873072618,4.802128822
ADSS,4.974048609,5.018025698,4.930484347,4.969787958,5.042570537,5.037738678
TIMP2,6.464468135,6.459692936,6.493987315,6.252143735,6.254941505,6.269050001
RFC1,5.007122647,4.885913621,4.864338802,5.139381632,4.92810925,4.877979527
TBC1D23,4.762086619,4.784185414,4.753236114,4.648722436,4.663636659,4.62885395
CUL3,6.04613338,5.90356255,5.951123126,5.887754719,5.935625766,5.939689642
CYP46A1,1.13895349,1.166321103,1.207917896,1.09182682,1.015434411,0.966954881
ZZZ3,5.176556242,5.133876919,5.133203814,5.171736486,5.212556538,5.208941235
USP2,3.307841893,3.298133777,3.47047654,2.904560205,2.828324103,2.898174486
TUBG2,3.574851127,3.589580143,3.707825137,3.641076614,3.566357315,3.583995571
RPL26L1,7.160479158,7.152634698,7.078306787,7.279526826,7.231531329,7.25374511
FLT4,0.870596085,0.444497029,0.5636205,1.075649411,0.651992716,0.616059622
NSUN2,5.769184494,5.763867656,5.751838379,5.851187918,5.885285284,5.8213944
FBXO42,3.235673547,3.06810153,3.248665757,3.255308411,3.455390089,3.364916677
MFAP3,5.081765691,5.225787118,5.083606417,4.85011476,5.125756639,4.957641259
MRI1,4.28102533,4.22081539,4.378806028,4.508681039,4.391835826,4.451353231
METTL1,5.53520681,5.514144358,5.591779694,5.990410276,5.82063713,5.891473384
AGA,4.304894955,4.233405854,4.375185362,4.200913196,4.078384481,4.108585676
PI4K2B,4.318157738,4.343756017,4.215973628,4.075070484,4.123119868,4.040646994
BOD1L1,4.134316733,4.236092129,4.360027866,4.008704697,4.42343376,4.188188999
MAT2B,5.311069726,5.290741691,5.191928955,5.236415698,5.270914606,5.272421369
EDC4,5.930991182,5.871141839,5.994891762,5.896082779,5.918811991,6.03544024
TRIO,5.996970771,5.990061935,6.175968399,5.778780638,5.980409533,5.931783822
CLEC16A,4.906107712,4.861501414,5.014579603,4.703349566,4.785241793,4.806139666
MSR1,0.586349034,0.89379344,1.240534152,0.023511146,0.676271922,0.467393431
CDH1,8.602400735,8.490267738,8.64376087,8.847030097,8.756793185,8.778247055
SKIV2L2,4.905070883,5.076104462,4.921114659,5.274593108,5.170866213,5.290263854
DNAH5,1.586657633,1.681994305,1.713723525,1.531866998,1.557615457,1.519645058
ZFYVE16,4.42707217,4.08329341,4.156772937,3.923097729,3.956700581,3.950470962
FAM65A,5.074488738,5.08953072,5.008717777,4.882868803,4.960372049,4.90999074
RAI14,3.498081947,3.428337525,3.638578542,3.736455944,3.740567327,3.728427867
PNKP,5.043963695,4.919468451,5.019563953,4.988010802,5.049769106,5.053360223
PHLPP2,4.20767526,4.209382399,4.301867379,4.103007342,4.181047832,4.136150281
SPDL1,4.144657019,4.130171855,4.062632403,4.354096133,4.327402749,4.420757229
STAU2,5.143699901,5.181018284,5.162591006,5.186020517,5.187277172,5.181551086
PQLC2,3.569210959,3.642349807,3.59009213,3.613043364,3.696650891,3.652081221
CTNS,3.694280152,3.423222442,3.516230905,3.524306947,3.830100741,3.373888988
RTN4R,3.195046743,3.279963006,3.287184141,3.100510125,3.059403909,3.146620197
PHF23,5.544114186,5.620783448,5.583559549,5.558530981,5.641648361,5.609580494
INPP4A,4.411120658,4.408044059,4.490727021,4.365634943,4.350067967,4.285563769
RAB27B,4.965649011,4.90575186,4.858755365,4.328008486,4.402466722,4.324963936
PSMA4,8.456418652,8.450811916,8.386169856,8.436646388,8.480813005,8.459784302
LSG1,5.70619896,5.675947241,5.749444888,5.937539336,5.942714616,5.890796817
PARP3,0.658692263,0.728855671,0.709712353,0.914706873,0.885301574,0.606832106
TNC,1.210691344,1.317561669,1.417755752,1.081275605,1.154285852,1.173859599
THAP3,3.892800169,3.700308982,3.904761878,3.956009243,4.058941326,3.991237347
FAM65C,2.273192702,2.233611088,2.307569873,1.953408104,2.045743501,2.086065262
TDP1,4.19682311,4.156193612,4.339163901,4.564704659,4.672575997,4.503457188
AIFM2,2.145807602,2.008167127,1.995665771,1.774040196,1.894546172,1.900669381
SPATA7,2.759785879,2.911554189,3.043535767,3.007874969,3.017754653,2.894657142
MED17,4.868652801,4.804467366,4.668190418,4.883142385,4.851314894,4.865022492
RETSAT,4.572186274,4.608696188,4.635416427,4.518744289,4.447821961,4.538905185
CAPG,5.238000117,5.328289716,5.323740568,5.018868299,5.01123146,4.923886459
AP2S1,7.577501648,7.645802003,7.641675763,7.703262148,7.667525495,7.687166016
BARX2,2.430814878,2.446190473,2.499541285,2.15172928,2.07771754,2.275853637
DCUN1D1,5.147849276,5.338646899,5.248877102,5.08710764,5.223542564,5.101992894
JADE2,5.049480701,5.027187836,5.09647254,5.20086954,5.18340959,5.157157573
ZIC2,2.658138346,2.443158657,2.988932764,3.068084672,2.83563975,3.202591211
TRIT1,3.187989232,3.151604083,3.23077681,3.293159156,3.524867042,3.468291751
CUL7,4.67697989,4.710331471,4.712729094,4.62272248,4.599290356,4.636202103
CTNNA1,8.600464991,8.557438661,8.549285615,8.365592129,8.441902377,8.370493143
PHKA2,3.481615788,3.642519404,3.559291119,3.491433435,3.461551478,3.58982256
HSPA5,8.147036982,8.125991982,8.132617968,7.976827579,8.014104183,7.98926392
DSG2,5.13691321,5.126047053,5.136952325,5.14683848,5.189172234,5.216128612
GEMIN8,3.433951186,3.587680261,3.663325831,3.440819081,3.477046626,3.398575432
OFD1,3.645353622,3.673019384,3.551360727,3.68099727,3.564887595,3.66604893
GPM6B,1.841971107,1.548413936,1.60104799,1.799626268,1.656359897,1.593460385
WDR37,4.518582095,4.490623589,4.551159083,4.501270725,4.521425814,4.440601179
YTHDC2,3.572361473,3.411430585,3.601663598,3.4971862,3.66395846,3.641309722
CTPS2,3.275706466,3.231584012,3.272446825,3.337667425,3.381060028,3.483292121
ATP6V1H,5.359140343,5.427666035,5.427226443,5.357971237,5.390931884,5.3112251
POLR2B,5.687978604,5.694498134,5.67545668,5.79179566,5.800790536,5.791563765
FAM214A,5.165654642,5.241194944,5.166117438,4.94197134,4.999972949,5.01789813
ARAP2,3.883068958,3.79090526,4.003178432,3.364449854,3.433294074,3.713850533
TPR,5.39049185,5.495822218,5.396825766,5.635600062,5.578070028,5.48849355
CP,0.926903857,0.443028397,1.118167465,0.976244036,1.043429552,0.637844564
KIAA0556,4.381355623,4.289504179,4.429173983,4.310034919,4.205762211,4.334962289
DTNBP1,3.918757461,4.120938513,4.101889855,3.993272398,4.125609314,4.053001218
C12orf4,3.321548183,3.403359081,3.61596509,3.102233658,3.619727693,3.338324
WWC3,5.253002558,5.245817548,5.309197656,5.061989692,5.094994383,5.092671486
MAP4,6.424348916,6.374230009,6.423355148,6.427951133,6.367814387,6.370130171
GOPC,4.044528502,3.959751611,4.037486423,3.943677013,4.039780128,3.968780592
USP28,2.965420449,2.811159235,3.180208503,2.962979269,3.145344863,2.978909221
HDAC9,1.916272589,2.030704846,2.049152418,1.590892038,1.920104537,1.833650423
TSPAN17,6.137590329,6.116901488,6.116968318,6.032697617,6.097466478,6.079821391
NOP16,6.467398994,6.449612413,6.482761822,6.805203098,6.877994443,6.933456619
CC2D2A,2.366802711,2.377328074,2.414875367,2.415729196,2.377124598,2.614389943
RRM2B,5.206229828,5.168861022,5.196034644,5.163736773,5.310954553,5.212215275
ZNF800,3.887761152,3.773775791,3.964771411,3.844054872,4.014733022,3.907511013
SNX29,3.578813755,3.461232551,3.574295671,3.250504264,3.508129674,3.596316439
MRPS10,4.712496736,4.783168506,4.70872249,4.750547552,4.836479627,4.853496704
RSF1,4.830983208,4.913352936,5.046600978,5.017163938,4.91497834,4.715080423
VPS13D,3.089985351,2.98518927,3.024198847,2.900641696,3.044710603,2.931294725
FAM120A,6.911958935,6.91780959,6.911982788,7.049935305,7.00463915,6.980836862
R3HDM1,5.168081663,5.147502369,5.219235775,5.454168785,5.551456701,5.438555647
COL9A2,1.847024764,1.744464676,1.690989992,1.579759427,1.758648564,1.545335025
KITLG,4.956733222,4.920267953,4.910663499,4.563668842,4.756968077,4.587665621
ERCC8,3.055179339,2.755498862,2.971231392,3.126747913,3.02514736,3.05756551
H6PD,2.75573727,2.924221341,2.93060659,2.826706933,2.811677144,2.772579299
VAMP3,5.770752417,6.005212003,5.91421457,5.89721864,5.943699374,5.876564831
PER3,2.247738523,2.518915653,2.393719642,2.503343036,2.586000387,2.557170413
UTS2,0.68716911,0.695878927,0.490410963,1.092721628,0.711361864,0.310259839
EPN3,5.046979952,4.998670214,5.030212211,5.09350326,4.840166003,5.007827798
LTBP1,4.425295878,4.456287119,4.437063575,5.048291472,4.926747447,4.989263148
RCN1,4.254679523,4.214104385,4.270885117,4.534221191,4.651939733,4.429096305
RFC2,4.365739059,4.549914999,4.44964219,4.739176002,4.807361878,4.739692594
ARID1B,4.141103389,4.075009016,4.230009857,4.192701324,4.244570415,4.140749638
CLPTM1L,6.929233024,6.991933497,6.99091514,6.987366018,7.15689171,7.170614415
NEDD4L,4.864075683,4.950470122,4.946090562,4.562285596,4.373610101,4.469966383
FOXP3,0.862750512,0.922414046,1.030519715,0.980912952,0.958992776,0.931632382
PPP1R3F,1.514774249,2.041496728,2.067218443,1.616731262,2.044077566,1.725967303
HEXB,6.183242419,6.104646282,6.027264501,6.12231695,6.154283859,6.102988788
PTCD2,2.44339474,2.212605515,2.256727786,2.616934001,2.385311016,2.593340145
JKAMP,5.332234828,5.370903577,5.299979448,5.188186681,5.30455276,5.25347922
ARHGEF5,3.6489343,3.74888228,3.693330943,3.420848857,3.487516448,3.43328745
NFE2L3,4.631473351,4.723984427,4.639230426,4.453854673,4.465654555,4.535286576
MCUR1,3.693780206,3.691124301,3.832760419,3.86835094,3.915600252,3.814421221
LIMA1,4.869092812,4.802790823,4.834018049,4.39878548,4.361264242,4.378859659
LETMD1,4.932477035,4.841740634,4.780770979,4.929586329,4.956172658,4.788948864
SLC4A8,1.8092106,2.069179808,1.721140672,2.132171087,1.696053617,1.972919902
PTGER3,2.637482338,2.794639818,2.666341802,3.310571849,3.096285639,3.144135148
MAPK9,6.214322638,6.218598921,6.211264176,6.106313852,6.068371386,6.057871278
BCAR1,7.073029479,7.11090003,7.189409536,6.744676229,6.760616364,6.785431152
FAM160A2,3.102621014,3.000021099,3.017807913,3.028998714,2.964956194,3.280589656
HERPUD1,5.259903368,5.32789409,5.285859296,5.044387435,5.093104217,5.258110235
HOMER3,6.341600301,6.370384366,6.370977311,6.243346335,6.262924002,6.280776355
RAD51,2.935983549,2.676448185,2.943220713,3.397426916,3.41757036,3.479246474
POLQ,1.943566937,1.934527447,1.825999269,1.935627204,1.872167312,1.936942792
PIK3CB,5.276054761,5.288023728,5.362505412,5.304795948,5.349395641,5.263180622
CYBA,9.179869251,9.19309051,9.114275841,9.058150765,9.081450445,9.115358737
THOC3,6.567071544,6.430732851,6.462695677,6.647161294,6.71551519,6.729731818
HEBP2,5.417728995,5.606464141,5.564217183,5.505479398,5.368518848,5.530605784
MPHOSPH9,4.171336469,4.366372542,4.077054394,4.493586808,4.294025464,4.260477369
PLEKHA5,3.846188197,3.906761787,3.823829776,3.725939173,3.779253521,3.766765879
PRSS8,6.033419698,6.020812371,5.980666668,5.632996127,5.556291669,5.559333157
SIKE1,6.522077695,6.50747883,6.588014658,6.416540821,6.518050477,6.493117305
RRP12,4.77262818,4.781626876,4.833245162,5.009972044,5.074625455,5.074969605
FNIP2,1.996868444,2.13159867,2.155497969,2.25051536,2.069102179,2.062493946
MSMO1,5.919149101,5.987413442,5.911136828,5.938220808,6.012718656,5.96189934
TTC17,4.796401047,4.713621699,4.742289444,4.712172442,4.859137722,4.858395865
FSTL4,2.620809718,2.257279816,2.664410476,2.212804011,2.14101094,2.354164383
FOXN3,2.864422504,2.795555016,2.952432911,2.772752181,3.010745113,2.91307625
AKR7A2,5.578178973,5.590533667,5.612612629,5.82229832,5.806403512,5.682308186
MRTO4,5.018033401,5.085011785,5.053759578,5.339363964,5.421366047,5.477366351
NNAT,1.365168996,1.10844818,1.328128727,1.162969218,1.23632668,1.219551433
USE1,4.103347571,4.107548447,4.156066002,4.111812561,3.90488867,3.938430694
MCF2L2,1.070402037,1.03808579,1.118726899,1.33977642,1.055461813,1.264232187
LAMA3,1.955642301,1.527579244,1.444645222,1.535722686,1.630477248,1.821902304
AP5M1,4.449806843,4.41757036,4.530195998,4.452501409,4.442242209,4.618488932
ANAPC4,4.527558014,4.475519767,4.289811821,4.479488883,4.64418121,4.37779183
TRAPPC3,5.847975867,5.93547177,5.629477248,5.691652719,5.789773533,5.613040682
THRAP3,5.46100723,5.347046213,5.396955095,5.53399933,5.533575807,5.557622686
PHPT1,6.198628516,6.237454158,6.175262705,6.287879122,6.10897225,6.17255692
ENTPD2,3.608677975,3.730574748,3.73190658,3.407004613,3.33942675,3.299249054
ARID4B,4.406556466,4.350936431,4.408787241,4.219352322,4.372675286,4.259132912
OPN3,3.574011915,3.773848251,3.771083001,4.153228143,4.116384803,4.048898327
SDCCAG8,2.858125456,2.723878518,2.840047103,3.193838122,3.026378518,3.234147409
HHAT,1.63865029,1.591517619,1.605336117,1.67124731,1.600422009,1.627887879
KIF1B,4.142104197,4.108510908,4.223546965,3.87589455,4.029644673,4.020501348
FOXC1,2.181910361,2.229471026,2.182507977,2.540282745,2.637561561,2.600338746
TBC1D22A,3.390577721,3.351142779,3.444819729,3.332211266,3.274781534,3.369354526
SYNE2,3.891946242,3.912069311,3.831227132,3.876196942,4.054930315,3.811609565
PLEKHH1,3.186403572,2.989728684,3.151790836,3.368028936,3.366818905,3.20167297
ATP9A,6.42224693,6.435005164,6.473175341,6.206909056,6.226111753,6.221031009
FAM168A,5.00945185,4.96921626,5.020949408,4.923409974,4.931356145,4.93760428
RELT,2.661426211,2.772618358,2.907378144,2.735027309,2.753356536,2.75808488
GALC,3.36757507,3.43668716,3.300669326,3.191802359,3.346735399,3.318636094
NOP58,5.912097253,5.764015616,5.794108579,6.16549223,6.239713245,6.309644183
SZRD1,6.668437048,6.654833897,6.760980677,6.725504082,6.637449229,6.772691193
KCNH2,1.438858107,1.592355611,1.474870642,1.460683387,1.330775109,1.333640122
CUL1,5.540433931,5.565918182,5.548054013,5.526345552,5.568058258,5.535539751
FAM114A2,3.851675393,3.83525541,3.852271365,3.902884059,3.629895708,3.753112644
CYFIP2,4.716808401,4.652128009,4.785921791,4.66615176,4.620494978,4.638230903
TAB2,5.640386321,5.664500305,5.652695886,5.604305743,5.60760619,5.593242487
GINM1,4.944768509,4.889045148,4.858053626,4.810742203,4.808990938,4.745851557
EIF2AK2,5.019960767,5.170524076,5.197510295,4.989493732,5.231265695,4.992616088
USP36,5.096656001,5.016226306,5.144138371,5.325254621,5.448737417,5.335584762
KMT2C,4.041485689,4.248344848,4.138528433,4.180817443,4.177011878,4.079556719
MCOLN3,3.11524402,3.102787296,3.183464854,2.999432783,2.944323594,2.972746685
