,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
RTP4,0.059363862,0.052420207,0,0.054884865,0,0.05285893,0.058594963,0
ACTL6A,6.415897225,6.207160779,6.62684794,6.463553799,7.044721967,6.858938328,6.839707698,7.052633256
NDUFB5,7.995247065,7.777689291,8.010248351,7.98020814,7.926877107,7.929566151,7.956480707,7.882508555
MRPL47,6.392611084,6.227731451,6.546774102,6.557699568,6.693891134,6.735210751,6.781766234,6.678071905
TRA2B,6.343487772,6.02457899,6.406346185,6.355298233,6.90768386,6.810070299,6.959932403,6.903544475
SCN2A,0,0,0,0,0,0,0,0
TBR1,0.01248492,0.041140209,0.012004843,0.034193314,0.01190267,0.022014918,0.036597154,0.038401343
42436,5.731989643,5.459634893,5.83220647,5.837274706,5.71895338,5.522705494,5.591993506,5.628750269
ERMN,0.707860468,0.261232316,0.023034868,1.013562307,0.364522007,0.276481182,0.376374853,0.527047308
GALNT5,0.04571415,0.026982447,0,0.069939412,0.431819763,0.168615081,0.237825558,0.125062796
SCN7A,0.384328369,0.413330864,0.404329853,0.26551251,0.712083318,0.547065783,0.542756282,0.751636817
TANK,4.788393384,4.543205088,4.90151859,5.137405155,4.71984603,4.47264373,4.816645782,4.885354722
BLK,0.041300324,0,0.152823321,0.074637506,0.227952968,0.1069861,0.118894706,0.240171427
GATA4,0,0,0,0,0.191085042,0.32688935,0.394743506,0.234508678
SKIL,5.634369645,5.627907368,5.707822929,5.768044019,5.223970793,4.981619794,5.153104081,5.042136503
EPRS,6.668246796,6.523582342,6.795455272,6.768872419,6.768607806,6.775801201,6.78531514,6.812087435
HLX,0.015056472,0.127757141,0.036716988,0.028000307,0,0.026512554,0.140773422,0
VPS45,5.935261717,5.800796384,6.077069916,6.037729235,5.510325854,5.604068358,5.971957335,5.727822457
IL10,0.268460744,0.267389574,0.268907429,0.313032189,0.369372674,0.26348037,0.252862496,0.303790098
KCTD3,5.776053967,5.64469271,5.967449924,6.055575284,6.244177331,6.095506737,6.252860301,6.393646151
RPS6KC1,4.17895361,4.135772892,4.338866498,4.447076612,4.061957603,4.038427402,4.196984664,4.186991726
CBWD2,4.513193838,4.548714039,4.676075548,4.783336163,4.738713802,4.763608099,4.886930524,4.972233124
IL36G,0,0.1371899,0.076489045,0.087570921,0,0,0,0
IL1RN,0,0,0,0,0,0,0,0
IL36A,0,0,0,0,0,0,0,0
IL36RN,0.032537043,0.056316883,0,0,0,0,0,0
IL36B,0,0,0,0,0,0,0,0
IL1F10,0,0,0,0,0,0,0,0
CFC1,0,0.077318072,0,0,0,0.078118196,0,0
SMPD4,3.399031604,3.339865677,3.708562487,3.826985678,3.936600252,3.875052636,4.3841189,4.18872532
WDR33,4.10233899,3.785466854,4.422623229,4.312679693,4.279553011,4.233696363,4.494140358,4.534740197
CCDC115,4.001964334,3.645448047,4.030442025,4.001441974,3.687183895,3.608560889,3.556846284,3.64385619
SAP130,1.987339059,1.714773035,1.807523914,2.085268276,1.977133357,1.827392249,1.905801431,2.078797673
BIN1,0.48470633,0.437790216,0.379012041,0.354580796,0.532457606,0.403375716,0.537549542,0.652466303
IMP4,4.692800992,4.371384614,4.770617647,4.729786584,5.134635778,5.098954271,5.310289218,5.145779337
HS6ST1,3.636021317,3.401951242,3.704628544,3.605565448,4.011415129,3.887915136,4.000504855,4.004753055
UGGT1,4.649862593,4.295914,4.696544737,4.685295444,4.768152559,4.457062343,4.742604514,4.566352443
GYPC,0,0,0,0,0,0,0,0
STAM,4.261470639,4.294723664,4.437587302,4.381214144,4.647596573,4.558604387,4.552260244,4.659799002
GAD2,0,0,0,0,0,0,0,0.016625964
ABI1,4.748230426,4.488598555,4.774407561,4.750601146,4.437713794,4.492051854,4.539909438,4.386141855
YME1L1,5.916916074,5.80218546,5.98061259,6.048098834,6.115199749,6.109736648,6.235499228,6.082074509
DNAJC1,3.826324757,3.50807364,4.01678155,4.133423787,3.679615214,3.704606413,3.802462081,3.762114904
NIPSNAP3A,5.465298655,5.153116244,5.403823285,5.430285273,5.435315221,5.484267053,5.463612649,5.358888517
LRRC8A,3.036292321,2.763468941,3.002405491,2.958308176,2.946824417,2.814931811,2.886780336,3.084203764
CDK9,4.625463381,4.491558115,4.732594828,4.66435768,4.758910747,4.631290575,4.723525797,4.725915622
TXN,7.961513363,7.708456267,8.017008803,7.998009286,8.228361765,8.254372006,8.295599061,8.253204569
ODF2,4.364866544,4.456878414,4.700811442,4.70860111,4.56315813,4.527914831,4.78443593,4.672702539
KIAA0368,5.499731105,5.547786032,5.808294944,5.947560966,5.781760989,5.720349613,5.787095469,5.868768241
TOR1B,5.05017516,4.802270779,5.082885639,5.08195312,5.163478605,5.098251103,5.164420249,5.188590824
C9orf78,5.876762491,5.6447475,5.846147268,6.032248544,5.879742519,5.792353028,5.954752339,5.854327349
SMC2,4.429247712,4.142764674,4.569065706,4.409764291,5.156610998,5.052828853,5.124931889,5.155720903
KLF4,3.507934147,3.130797464,3.525605372,3.256613672,2.676283207,2.637260136,2.608726463,2.71840766
TOR1A,4.707662825,4.555877493,4.792162984,4.874595348,4.953935671,4.970453361,4.980381816,4.968012393
RALGPS1,2.901793698,2.818468163,2.92181714,3.207653944,3.111373578,3.311601927,3.345268622,3.013474766
FAM129B,5.541130697,5.299651293,5.600388704,5.706450431,5.311535811,5.240810409,5.433406841,5.29495887
OR1J1,0,0.112369993,0.10881989,0.202220856,0,0,0.103552963,0.300376796
OR13C9,0,0,0,0,0,0,0,0
ST6GALNAC4,1.630834116,1.461366155,1.736449017,1.646213358,1.312781328,1.533274282,1.456884983,1.500618518
TMOD1,0.283937177,0.229260588,0.142391217,0.254748825,0.301213024,0.225365018,0.208319976,0.290072829
DAB2IP,4.241756304,4.019194836,4.291065688,4.590949269,3.973326565,3.730422584,3.965655013,4.066950244
STXBP1,1.116724055,0.69654763,1.188913595,1.183156173,0.863866314,1.48257985,0.950699078,1.645258961
SLC2A8,3.499450487,3.533413838,3.404565291,3.606951464,3.561142809,3.466835907,3.760220946,3.827016175
ANGPTL2,0.032352676,0.02830619,0.062033959,0.09986409,0.120023016,0.02854737,0.179023063,0.033369857
CDK5RAP2,4.997874969,4.81153782,4.994561623,5.086002434,4.635255223,4.447169207,4.825129245,4.852912721
ZFP37,2.406985572,2.30192999,2.603853005,2.612008004,2.121330438,1.955082132,2.036981515,1.911898625
SLC31A2,4.734254388,4.432378205,4.79956398,4.768824792,4.114508622,3.986902369,4.161968278,4.105828909
SLC31A1,4.54877568,4.387017819,4.507515586,4.62986366,4.364096124,4.264138547,4.456707601,4.344963388
TLR4,0,0.017234523,0.018935926,0.018195317,0.018752946,0,0.019275483,0
ZNF189,2.548860739,2.488419889,2.762678355,2.789539383,2.081660039,2.239251382,2.330062119,2.230375192
ALDOB,0,0,0,0,0,0,0,0
STX17,3.967749627,3.711285646,3.895351098,3.791428607,3.646058945,3.783205182,4.078097423,3.701072146
PRPF4,4.472559255,4.242229018,4.668363109,4.559400036,4.95310224,4.937678659,4.911375209,4.999589675
FPGS,4.260680593,4.094041783,4.182771739,4.225675966,4.341473457,4.26354527,4.640279647,4.611862867
USP20,3.286461286,3.382308955,3.431974565,3.934280594,3.253083139,3.155551723,3.490852481,3.567995611
BAAT,0,0.024745616,0.05360726,0.055179964,0,0.037735314,0.041593729,0.028934023
KIF12,0.591076173,0.829377106,0.908710705,0.821610631,1.352668142,1.383541181,1.449318374,1.705040122
ATP6V1G1,8.078481749,7.81350545,8.114273313,8.056702737,7.835519901,7.835298821,7.783607255,7.794682285
TEX10,2.702420399,2.663674796,2.736957659,2.895750485,2.829232579,2.985695327,2.999850313,2.966906611
GARNL3,2.928015883,2.977142517,2.921487746,3.025087281,3.273562139,2.903977259,3.083609948,3.219390039
MRPL50,2.916877868,2.725169636,2.888265924,3.119533805,3.15693049,3.13578274,3.195665712,3.045699823
DPM2,4.064503508,4.017770506,4.290424404,4.426076857,4.243394894,4.212079019,4.323009711,4.275074113
WDR38,1.558718253,1.125161745,1.965411213,1.700248826,1.391932653,1.195706652,1.319779766,1.667215455
TSTD2,2.368192832,2.234807853,2.507949365,2.61807652,2.570564936,2.27301153,2.549215716,2.565648352
GABBR2,0.029894691,0.027596278,0.029485256,0.040127512,0.027804746,0.026195806,0.029140035,0.031049162
HEMGN,0,0,0,0,0,0,0,0
PSMB7,7.01884556,6.683261335,6.986183363,7.00883196,7.153217602,7.102584651,7.175923742,7.226325484
NR5A1,0,0,0,0.023885954,0,0,0,0
TRMO,2.405461459,2.341550312,2.354618594,2.577508589,2.360190075,2.543171674,2.576002045,2.245912408
RABEPK,4.003359369,3.770998143,3.925743128,4.18374851,4.155198728,4.109828565,4.036389039,4.142258213
GOLGA1,4.170525999,3.763220336,4.088989593,4.009141109,3.435876578,3.813637556,3.843953704,3.9360254
XPA,3.320061483,3.149326035,3.507325292,3.652497968,3.265778925,3.42340068,3.465883069,3.060196143
NCBP1,3.522658421,3.480756279,3.71612392,4.01238989,3.877891456,3.95079499,4.322014654,4.317477737
ANP32B,3.081585056,2.932917234,3.298341592,3.543372148,3.802151849,3.465399883,3.517628449,3.619952893
OR1L4,0,0,0,0,0,0,0,0
PDCL,4.06552923,3.825541427,4.113383792,4.133785436,3.947497848,3.881791853,3.92653084,3.828966628
RPL35,9.664863233,9.439321852,9.725776937,9.643755198,10.13082793,10.12008232,10.14315359,10.10571212
CTSV,3.4393359,3.237172094,3.504556836,3.527533305,3.561228365,3.583338555,3.604130644,3.529508641
LMX1B,1.236333416,1.113207072,1.088813251,1.234090465,1.699982422,1.433776703,1.983400437,1.539456627
ARPC5L,5.241962182,4.975570577,5.338520686,5.454715487,5.685601014,5.643253017,5.688960814,5.74682869
ENPP2,0.028307888,0.049962898,0,0.052343827,0.054231545,0.36136637,0.16092664,0.13550926
DSCC1,2.231810237,1.918569422,2.489959038,2.393778614,3.921369679,4.092782507,4.045914705,4.027640649
DERL1,5.615840003,5.449389694,5.643890814,5.726030103,5.643423316,5.490024524,5.638789213,5.439151026
MYC,2.992395022,2.627114183,2.960204011,3.059697912,4.316587464,4.293473488,4.370045679,4.410910905
NOV,0,0.064068865,0.166951912,0.033795385,0,0,0.036151347,0
IL33,0.573278537,0.520115447,0.707572497,0.389941203,0.210326517,0.196144955,0.399430345,0.738436681
TMEM261,5.488833102,5.345995954,5.51329492,5.566404201,5.314518896,5.342757397,5.36430628,5.259709373
RANBP6,4.038594209,3.920083646,4.322923211,4.153829651,4.173175416,4.275573284,4.406332578,4.324378594
POLR1E,3.47118746,3.215060388,3.51130357,3.518459603,4.296369301,4.13130961,4.191902124,4.216431583
PLAA,4.0804189,3.960289284,4.230487404,4.27362778,4.363528552,4.535051372,4.360504746,4.163804628
IL11RA,2.663674796,2.48722907,2.788606371,2.987375444,2.206690105,2.137411713,2.477363889,2.211865717
UBAP2,3.695158678,3.558132911,3.745086707,3.991172609,3.668958712,3.598174612,3.795081172,3.87704727
APTX,4.204618092,4.116847127,4.469176173,4.360153546,4.327478992,4.369787512,4.455070718,4.52868383
RNF38,2.008676912,1.792568034,1.89335056,2.205692783,1.871339011,1.951263264,1.931327539,1.905662821
TLN1,4.247988257,4.037961995,4.337960795,4.307042298,4.038638103,3.897714791,4.316572983,4.053319904
CCL21,0,0,0,0,0,0,0,0
SIT1,0,0,0.090442102,0,0,0,0,0.09711089
IFNA21,0,0,0,0,0,0,0,0
DMRT1,0.050548364,0,0.141211726,0.216232585,0,0,0.14796309,0.294848328
DNAJB5,0.850364189,1.028286243,0.977936361,1.198475295,0.996602785,0.841657583,0.890520625,0.865618766
SPAG8,1.76262946,1.639806348,1.842737525,1.689415466,0.950291473,1.299121546,1.177949675,1.05630606
DCTN3,5.6479649,5.501521946,5.607084665,5.676134802,5.567536321,5.554174401,5.585650622,5.546561136
CD72,0.735370535,0.514051544,0.544270722,0.911880989,0.455420076,0.305194262,0.442802337,0.592669913
TMEM8B,1.664851431,1.445652554,1.492083909,1.757215309,1.210045919,0.771487568,1.033553389,1.233127255
GRHPR,5.24271682,5.017592366,5.352631422,5.326005156,5.377803974,5.394778209,5.524956932,5.441685979
ALDH1B1,1.726504285,1.509705975,1.763526306,1.876852841,2.387020577,2.495001786,2.30619515,2.403660387
HINT2,4.567034281,4.207486841,4.46286377,4.378171718,4.257682009,4.088480855,4.344807197,4.105267401
ARHGEF39,1.943219963,1.927794078,1.954412233,1.834181281,2.929431226,2.716064639,3.066738472,3.326189288
IGFBPL1,2.224920075,1.992554548,2.342281654,2.469552607,1.841457922,2.00397995,2.123735714,1.974617413
DENND4C,4.329561363,4.051093629,4.375046384,4.382445921,3.741768977,3.61543984,3.781107876,3.938690405
RPS6,9.512807609,9.235724667,9.593626417,9.479642858,9.684618895,9.656052968,9.701899015,9.638777993
CNPY3,4.697946141,4.488579276,4.735581747,4.852618144,4.54098197,4.553704546,4.589308079,4.593855699
FOXP4,1.381178143,1.237869601,1.59602393,1.652188173,1.467900254,1.352425209,1.351820525,1.45785691
PPIL1,4.833775608,4.601856939,4.812683043,4.868212636,5.147685234,5.088985354,5.170233545,5.088099184
KLC4,4.132889365,4.1849388,4.310761815,4.397666077,3.569272338,3.459733242,3.656953933,3.746377267
KIF13A,3.508656829,3.720125212,3.775861763,3.781338729,4.265706926,4.158054213,4.18266052,4.15793299
ZSCAN9,2.878307478,2.830663002,2.867447775,2.98418647,2.547082075,2.478599115,2.917055517,3.083853289
PIM1,0.438611168,0.302152908,0.673618834,0.573335744,0.977788395,0.987464219,1.068051643,0.989451497
GMPR,1.173287369,0.89219982,0.952727924,1.407287482,0.780276499,0.644608503,0.966302731,1.063599579
CMTR1,4.396248558,4.276638099,4.506278221,4.590236719,4.195442095,4.387631367,4.390172396,4.455669152
TFAP2A,5.71719933,5.549345729,5.802306973,5.95395429,5.071093329,4.810458528,5.111344363,5.296765737
SLC22A7,0,0,0,0,0,0,0,0
YIPF3,6.492750494,6.252268045,6.466767402,6.507750249,5.962521261,5.889653625,5.936838136,5.991449284
TMEM14B,6.377550663,6.1329017,6.358594942,6.378572312,6.459646367,6.336395871,6.424083967,6.472528387
TMEM63B,4.546548789,4.439543355,4.605328388,4.715454127,4.308360875,4.040340139,4.194425932,4.054301503
FRS3,1.627942961,1.272393523,1.377379218,1.316945087,1.090616348,1.04224509,1.932922902,1.481257603
TJAP1,2.815995471,3.000571555,2.561416569,3.062862561,2.976187642,2.778055045,2.965874768,3.144310731
CAPN11,0.058791935,0.076905191,0.247644414,0.284524794,0.201111888,0.164678168,0.294101359,0.111634847
TINAG,0,0,0,0,0,0,0,0
HCRTR2,0,0,0,0,0,0,0,0
KIAA0319,0.064031328,0.083817625,0.062779066,0.101276514,0.091169028,0.070404167,0.128950186,0.160241265
IRF4,0.048815798,0.070687729,0.066216797,0.074219883,0.04649567,0.029069058,0.047968969,0.083348728
SLC22A23,5.519758896,5.457876605,5.791717715,5.96517938,4.851883936,4.653673433,4.996696055,4.992822803
TUBB2A,2.485952285,2.354181312,2.635754391,2.558505206,3.538562995,3.423478671,3.544584299,3.346446362
LRRC1,4.080325089,3.956354085,4.126766412,4.249384659,3.864760632,3.59485903,3.810484235,3.617968419
GCM1,0.104452071,0.210954858,0.221164371,0.34373527,0.153539467,0.061528897,0.255884998,0.173956345
FOXF2,0,0,0,0,0,0,0,0
BPHL,3.691645824,3.678826868,4.097619224,4.023725527,4.134820569,4.19048054,4.333030088,4.486321793
RIPK1,3.523298483,3.32826921,3.595945186,3.696739458,3.658097205,3.512277462,3.754823381,3.447034281
TUBB2B,0.068166828,0.059020594,0,0,0.861124037,1.00054812,0.850707427,0.728843484
UQCC2,5.277151611,5.233834387,5.377488195,5.283577351,5.922811529,5.741332149,5.978486245,5.914887372
HMGA1,4.044359145,3.735901214,3.808601284,3.920769673,4.650701382,4.527939845,4.817403255,4.60487194
TCF19,3.016350117,2.748362474,3.090404635,3.090023473,4.403151811,4.388478874,4.464099702,4.524515074
FLOT1,5.21964095,5.19919333,5.407597485,5.389938451,4.823728983,4.657417068,4.794124699,4.955838187
IER3,6.019303829,5.817797189,6.008641509,6.069442248,6.680014853,6.667877937,6.651446404,6.602176246
MDC1,1.738495482,2.595028572,3.437802997,2.287761869,2.638509477,2.631539703,2.979491276,3.398340792
PGBD1,1.381205836,1.104155473,1.167229454,1.417596013,1.547430086,1.720882563,1.399761726,1.365132593
ATAT1,3.165294542,2.97387573,3.066235606,3.315244501,2.714911477,2.594410006,2.883603222,2.991141763
TPMT,3.377157074,3.222039433,3.517918148,3.496117166,3.967537536,4.027189446,4.023264225,4.067836592
CLPS,0.582765046,0.502673793,0.521602575,1.513030829,0.883874145,0.494582528,1.416715459,1.061859129
RNF144B,4.821960165,4.633762492,4.893439877,4.95114481,4.387948379,4.445978253,4.40811401,4.419404054
NRM,1.987251731,1.793791863,1.788151125,1.947830706,2.563172777,2.430448537,2.80453066,2.564917097
MTCH1,6.746541193,6.524051135,6.76205642,6.797894932,6.582461165,6.564958849,6.617727513,6.597809735
VARS2,3.658485712,3.429042789,3.463439362,3.536873511,3.255038392,3.424161585,3.332103522,3.289540881
TAF8,3.45964145,3.399082205,3.713156903,3.618485349,3.548794171,3.201853385,3.451568526,3.474630726
FAM8A1,4.263823164,4.150770866,4.451600175,4.435388569,4.32886518,4.245480451,4.27855725,4.266329303
C6orf52,0.614385702,0.45798085,0.858996295,0.457209732,0.660287013,0.444029851,0,0.535324404
FGFBP1,0,0.056985485,0.123259351,0.227922171,0.483043382,0.40850862,0.241100651,0.365391314
FGFBP2,0,0,0,0,0.267007162,0.191110316,0.444179373,0.077413514
CPEB2,1.842017385,2.603565817,2.237328145,2.667285862,1.537360682,1.572414349,2.008780877,2.327023342
FHDC1,0.490237399,0.40504368,0.488325791,0.520541934,1.012139555,0.921000562,1.030604462,1.003961966
TLR2,0.391226608,0.366499594,0.52303697,0.45063537,0.251122807,0.510137576,0.296010947,0.385959974
MGARP,0,0,0.073028007,0.070049636,0,0,0,0
TTC29,0.054699026,0.139719637,0.200903547,0.14796309,0.052546106,0.151380869,0.043364945,0
MYO7A,0.454437029,0.180809846,0.363540046,0.390985682,0.606607098,0.412318705,0.425989878,0.27084346
FCHSD2,2.289740053,2.816165502,2.481089653,2.997613974,2.701016681,3.045731271,2.915312465,3.009153653
ARRB1,4.239291103,3.890874671,4.201720107,4.142903511,4.545171455,4.455346949,4.399635963,4.4123683
SLCO2B1,0.027040783,0.124805866,0.123829856,0.060058178,0.037781553,0.046556296,0.079477923,0.054404385
PRKRIR,5.275677566,5.007715783,5.408463919,5.229391807,5.382615381,5.326332405,5.46200977,5.400107516
ANKRD42,3.972894801,3.972012497,4.408684691,4.46727948,3.711153465,3.559846631,3.701870606,3.666165761
IL18BP,1.406672716,1.486590818,1.287631863,1.563895157,1.344555836,1.411616062,1.531648451,1.786328707
NUMA1,7.159386994,7.115813576,7.275277155,7.401613402,6.477277423,6.37108137,6.709180334,6.66853047
CCDC90B,6.495776696,6.59093131,6.778234864,6.805963081,6.383655914,6.405374659,6.544712567,6.480604426
SYTL2,3.282370115,2.916222478,3.494159564,3.571955858,3.29935457,3.097266936,3.67483348,3.633872903
RAB30,4.395261636,4.315225658,4.554594991,4.831917766,4.083894126,4.204375511,4.117113193,4.079309836
CREBZF,5.297767352,5.151566612,5.341249273,5.368918477,5.473108257,5.311088906,5.638485149,5.459815193
LRRC32,0,0,0,0,0,0,0.153239818,0
PRCP,6.486950835,6.329041052,6.590685846,6.481778447,6.242838744,6.059043722,6.14304846,6.059167054
NARS2,3.687643025,3.656107328,3.726809424,3.771505316,3.634140177,3.444979741,3.905456806,3.741520918
RNF121,4.443984514,4.148494886,4.662496061,4.572101426,4.560898336,4.479456935,4.601036814,4.697962816
MRPL15,5.986110532,5.744048044,6.102985598,6.106076071,6.302275177,6.146031972,6.18673824,6.15579375
PI15,0.150316607,0.266690608,0.031679331,0.132021504,0.275162039,0.197150785,0.213400789,0.290206155
TTPA,0.5592686,0.551270892,0.897049861,0.436444379,1.380164227,1.242120765,1.585707701,1.376190347
GGH,5.779375299,5.361073509,5.694219967,5.633756681,6.177515216,6.114748056,6.031898005,6.094269856
SLCO5A1,0.028508756,0.018728167,0.05099086,0.078019657,0.040383138,0.010618735,0.077770614,0.075120608
SULF1,1.711234978,2.019413702,2.849773133,2.31090429,3.538364334,2.994471111,3.397201942,3.463439362
TGS1,3.481337695,3.542121823,3.915262741,3.80467314,3.676368971,3.692661528,3.95079499,3.892517317
