,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
0,0.277144467,0,0,0,0.21955453,0,0,0
OR6U2P,0,0,0,0,0,0,0,0
0,0,0.197143234,0,0,0,0,0.580440748,0.234119903
0,0.616056516,0.736686261,0.583995571,0.269593354,0.48926444,0.80016975,0.664667603,0.591283986
0,0.236835457,0.207406875,0.227341846,0.220120656,0.117325479,0.109262526,0.335871947,0.127758066
0,0.679746263,0.682356652,0.904531111,0.804551723,0.583732801,0.458351554,0.410890288,0.602659259
0,0.504401747,0.590530164,0.743238337,1.333154635,0.826551335,0.645968134,0.965946781,1.50070519
0,1.429873015,1.277437312,1.44484726,1.390078823,0.92284254,1.134036894,1.264788618,1.384944995
0,0.195723028,0.198619873,0.222708131,0,0.314633887,0.156658077,0,6.74E-06
0,0.341616917,0.159036229,0,0.319791325,0.172126477,0.30384386,0,0.186789575
0,2.152417088,2.161429816,2.593191205,2.589818606,2.007730133,1.683004693,1.860382823,1.813532898
0,1.876723207,1.988579264,2.18705509,2.505657235,1.051253758,1.579894559,2.368502969,2.344285964
0,0,0.66345666,0.500807151,0.797130049,0.488548942,0.663403829,0.27430222,0.499110611
OR7A19P,0.291444428,0.548080469,0,0.394476826,0.279373825,0.136712973,0.631398613,0.660775315
0,0,0,0,0,0.301707037,0,0,0
0,0,0,0,0,0,0,0,0
RBAK-RBAKDN,0.46191616,0,0.125143623,0.406152408,0.355930772,0.137451586,0.427967606,0.438950698
0,0.305174412,0,0.229453798,0.115416978,0.229499328,0.111163954,0.123094964,0
0,0.751534847,0.511427556,0.555144704,0.786766966,0,0.119875786,0.252867339,0.266763757
0,0,0,0,0,0,0,0,0
0,0.641195486,0.150711736,0.683410806,0.659270632,0.558976805,0.525712101,0.314348497,0.32899382
MYHAS,0,0,0,0,0,0,0,0
0,0.328110339,0.339098608,0.282793244,0.476231318,0.386861702,0.338161953,0.458195093,0.428658045
0,0.540010401,0.264761,0.726003718,0.699135821,0,0.263721927,0.520219063,0.756011298
0,0.25433402,0.231195217,0.249031436,0.32547622,0.461571515,0.297855813,0.429392078,0.29890109
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.096073035,0.142940097,0.079931017,0.242365924,0.10316673,0.084101829,0.027238855,0.129344878
0,0,0,0,0,0,0,0,0
0,0,0.249884606,0.142230434,0.136297583,0.139707851,0,0.395645245,0.410431202
0,0,0,0,0,0,0,0,0
0,0,0,0,0.108928923,0,0,0,0
0,0.49608699,0.570354118,0.494268133,0.764104921,0.573866975,0.38201312,0.857280372,0.286870505
0,0.597498756,0.532547373,0.868577729,1.086226686,0.863841739,0.545942677,0.881760143,0.440749197
0,0,0.337327464,0.365160596,1.077434434,0.342939261,0,0,0.363945915
0,2.911894791,2.420210195,2.788785923,2.32785404,2.404769634,2.299358967,1.974055678,2.326686902
0,0.998194781,0.737376127,0.895465497,0.854071471,0.647204893,0.868956949,0.994003255,0.863758499
0,0.23207865,0,0.224683662,0,0,0,0,0
0,1.443977886,1.821538796,1.623932395,1.293647107,1.439059246,1.322574278,1.506713641,1.355501217
0,0.351027835,0.312086586,0,0.173431935,0.479117749,0,0.490312373,0.190686914
0,0.516699004,0.45054247,0.463330541,0.582607062,0.512769976,0.407475667,0.449366977,0.608039916
ARL2-SNX15,0,0.67783835,0,0,0,0,0,0.4404271
0,0.54773903,0.215015022,0.122344854,0.678043953,0.690453749,0.113367121,0.242297625,0.255619165
0,0,0,0,0,0.482644898,0,0,0.54499966
0,0.236146024,0.312774359,0.647251872,0.417519324,0.384348265,0.118342182,0.453610288,0.267466283
0,1.517835023,1.373330825,1.59391783,1.530465331,1.387743018,1.138775158,1.461931871,1.584159177
0,1.24396149,1.606352205,1.699969101,1.810920153,1.402836759,1.55768946,1.346514442,1.525477586
0,0.649370812,0.9751393,1.10435008,1.098776616,0.637370048,0.547980809,0.597526407,0.86586261
0,0.307932069,0.147663583,0.308647452,0.412760935,0.306472241,0,0.163190839,0.454743382
0,0,0,0,0,0,0,0,0
0,0.213675759,0.186184854,0.537556499,0.197139459,0.532465585,0.510946733,0.825236933,0.855165292
0,2.011288093,1.396301998,2.300346336,1.919687127,2.931509091,3.042931447,2.913002353,2.762725122
0,1.729539719,1.551929387,1.851647112,1.820660972,1.67426177,1.636844995,1.73104418,1.649206158
0,0,0.304379032,0.830144968,0.807673928,0.596047791,0.307664,0,0.858688439
0,2.907311801,2.945897936,2.828942264,3.059149312,2.216290331,2.288500314,2.865273514,3.091936738
0,0,0,0,0,0,0,0,0.404739666
INTS4P2,0.342683308,0.717860418,0.345998083,0.163331267,0,0,0.30709623,0
0,0,0,0,0,0,0,0,0
0,2.709339166,2.858830443,2.53085482,2.890485605,2.563595023,2.6559059,2.869077804,2.526980227
0,0.36086878,0.453373237,0,0.33772365,0.432523327,0,0.23382672,0.203266319
0,0.622638972,0.561793394,0.431713877,0.414365047,0.228611851,0.562475435,0.239855036,0.453266814
DGCR9,0.444903433,0.444823942,0.332563585,0.781623257,0.41360708,0.404429047,0.62346611,0.678108874
0,0.540752403,0.310176063,0.357591414,0.546167961,0.261127587,0.158004755,0.301440151,0.290588364
0,0,0.291201575,0,1.105336135,0.564078623,0.286892973,0.780321019,0.320729583
FAM95C,0.252615481,0.263243581,0.671493569,0.411028094,0.4657269,0.555568815,0.422127486,0.401018748
0,0.172431189,0.222804561,0.205849148,0.041767669,0.043026391,0.15381571,0.208668326,0.178200883
ATF4P2,0,0,0.037880068,0.036454944,0,0,0,0.040999148
0,0.208512266,0,0,0,0,0,0,0
C2orf15,2.718797794,2.422351426,2.719444132,2.651540833,2.239868475,2.236364033,2.636868191,2.471881972
0,0.870428641,0.484808397,0.967648196,1.018627053,0.702567123,0.628181934,0.491764865,0.809439141
0,0,0.247866767,0,0.870325261,0,0,0,0
MIR4720,0,0,0,0,0,0,0,0
0,0,0.254898754,0.405232159,0.898564386,0.401938413,0,0.507598801,0.427466723
OR51F4P,0,0,0,0,0,0,0,0
0,0.553544331,0.941222022,1.065475807,0.993500467,0.648488452,1.158453369,1.111879314,0.354936175
0,0,0,0,0.165356294,0,0,0,0
0,0.467876262,0.151608174,0.166201253,0.664920589,0.783755849,0.532547373,0.319779766,0.47612968
0,0.558071669,0,0.746819233,0,0.926120144,0,0,0.091676819
CDC37L1-AS1,2.937866003,2.037779304,2.609804595,1.688730918,1.544836497,1.653798378,1.82169389,1.878325137
0,0.854120955,0.661593649,0.776755055,0.94751281,0.546022716,0.593752459,0.845281284,0.458823985
0,0,0.324494961,0.349357351,0,0,0.329021384,0.991687817,0.688382702
0,0.431547012,0.681944847,0.688883963,0.480748008,0.616167584,0.424799575,0.274747101,0.59841285
#N/A,0,0,0.235451359,0,0,0,0,0
0,1.724938345,1.880838308,2.033045869,2.067731636,1.496850902,1.489049622,1.570365777,1.760540327
0,0,0,0,0,0,0,0,0
0,0.284890748,1.205817876,1.056756919,0.701926925,1.262553427,0.691484139,1.357799705,0.580205314
0,1.819537395,1.111992789,0.931919012,0,1.500985564,0.381075122,2.00001082,1.412949491
0,0,0,0,0.368740417,0.265493306,0.530091723,0.81178091,0.464509353
0,1.037817952,1.531378965,0.977170733,1.690586946,1.559751206,0.595482655,0.993915606,0.880079721
0,0.409382246,0.364087157,0.394167283,0.380342683,0,0,0.395088033,0.41728599
GRIN2B,0.017311359,0.005072302,0.022181858,0.010691499,0.005523892,0.002652465,0.014183516,0
0,0.92572528,1.365042982,0.232539197,0.648215078,0.894349042,1.186056778,1.040731148,1.211473284
0,0.398825353,0,0.386188495,0,1.497959746,0.646574665,0.701179076,0.40978411
0,2.005295779,1.991205269,2.234918189,2.382088952,1.97455868,1.714790616,1.833440664,1.693297374
0,0,0,0,0,0,0,0,0
0,0,0.289640913,0,0,0.5733435,0,0,0.212963964
0,0.229820458,0.540012386,0.220763317,0.962880647,0.728481309,1.044750814,0.592613468,0.439585906
0,0.603326055,0.157906481,0,0.167144655,0,0,0.470030759,0
0,0,0,0.273397724,0.26341066,0.268855941,0,0,0
0,2.14556986,2.616804647,2.107543927,2.603330803,2.676387026,2.594677526,1.064544896,2.959707105
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.152367761,0,0,0,0,0.169288793,0
0,0,1.277544435,0,1.367695356,0,0.454788645,0,1.15350704
0,0,0.124344547,0.069205833,0.065908373,0.256459995,0,0.138089663,0.212366382
0,0,0,0,0,0,0,0,0
0,0.326476372,0.331154858,0.175207764,0.510771572,0.178343683,0.213838725,0.322314685,0.133416619
0,0,0.274978432,0,0,0,0,0,0
LYPD4,0.083374328,0,0.078521713,0.149701603,0.039652758,0.074795453,0.264001889,0.126539586
0,0,0,0,0,0,0,0,0
0,0.517601239,0.104982977,0.221000993,0.561335913,0.408043339,0.297277124,0.225324294,0.235184186
0,0,0,0,1.051713157,0,0,0,0.479320597
0,1.241345984,1.195026264,1.488314478,1.233237719,1.302301502,1.175920549,1.313269074,1.075053365
0,0,0,0,0.529002313,0,0,0.305184921,0
0,0,0,0,0,0,0,0,0
0,0,0,0.375266351,0,0,0.184418685,0,0
0,0.691148204,0,0,0,0,0,0,0
0,0.166350387,0.203495618,0,0.380226301,0.078984122,0,0,0
PACERR,0,0,0,0,0,0,0,0
0,0,0.36138883,0,0.369948837,0,0,0.399438002,0
0,0.193481598,0.324067467,0.499339245,0.179314856,0,0.172790872,0.35838951,0
NBPF26,0.943567312,0.830690177,0.962884348,1.225460037,1.208217578,1.176239783,1.099497201,0.991076078
0,0.417937285,1.139305766,1.459468341,1.096106644,1.224910816,0.606734054,1.395046343,1.276538353
0,0.415268673,0,0.893706242,0.695940379,0.458257049,0.782661014,1.05734629,0
0,0.820342373,0.614949135,1.11755542,0,0.522072828,0.622894752,0.807325243,1.368293425
0,0.131641897,0.475521777,0.508818052,0.742169233,0.189143921,0.474433966,0.19571673,0.69634999
0,0.170366078,0.058217565,0.04258901,0.329282069,0.083430565,0.058521541,0.085907695,0.045918199
0,0.212881811,0.892607074,0.9441058,0.756474235,1.377190398,0.885399434,0.945094504,0.583224449
0,0.880752908,1.054445647,0.731602084,0.880955038,0.870470464,0.659737361,1.119581944,0.919252355
0,1.621163373,1.560656267,1.7076043,1.773211488,1.302213752,0.880566422,1.249912511,1.261290095
0,1.819664097,1.756186411,1.784905955,1.785370596,1.945161942,2.163988135,1.432104223,1.905393263
0,1.415093403,1.418330297,1.494456574,1.607294801,0.915543846,0.875052636,1.083975795,1.086715841
0,0,0,0,0,0,0,0.597874377,0
0,1.629165414,1.64517594,1.964609337,1.925103151,1.684773863,1.728068527,1.760774494,1.741182195
0,0,0.584087,0.771777425,0,0.987464219,0.472723782,0.873419503,0.60216894
0,0.787312096,0,0.64320787,0.346667612,0.354849313,0.603989695,0.893322599,0
0,0.451279172,0,0.435462181,0.418909901,1.571579737,0.40480505,1.203107167,0.539959796
0,1.419937937,1.299385344,1.793558833,1.35273593,1.781854866,1.594343118,1.939320623,1.595427275
0,0.180785664,0.853878311,0.917956415,0.446327172,1.000750006,0.43180265,0.83084348,1.068581392
0,0.770492484,0,0.298248907,0.287750051,0.292418969,0.27422468,0,0.311422899
0,0.076866755,0.122213501,0,0.235638841,0.245462805,0.204493833,0.126492142,0
#N/A,0,0.067579934,0,0,0.044720744,0.048921373,0,0
0,0,0,0.246927303,0.137365543,0,0,0,0
0,0,0.06453248,0,0,0,0,0,0.075738256
SNURF,4.509537504,4.566839503,4.751758272,3.93938645,4.578208126,4.317448794,3.891049716,3.892031522
0,0.472886992,0.296957749,0,0.303417216,0.166422378,0.295433869,0.461853313,0.177712453
0,0.218543127,0.19458636,0.209734079,0.202859004,0,0.366772615,0.399852487,0.418556985
0,0,0.506453674,0,0.52048863,0,0,0.302278102,0
0,0,0,0,0,0,0,0,0
0,0.263515224,0.768878769,0.252341778,0.626274648,0.955358189,0.232082335,0.257016655,0.49934843
0,0,0,0,0,0,0,0,0
0,1.153863691,0.966553763,0.919469757,0.884796388,1.116497841,1.238670706,1.028420632,0.54877494
0,0.282239326,0.130054051,0.39046849,0.259323112,0.386601285,0.25099067,0.610878616,0.287690958
0,3.072544889,2.663975305,3.22544307,3.163104191,3.057803754,3.08841301,3.081723091,3.231091356
0,0.94431799,0.565970474,0.437180856,0.22705098,1.033038819,1.097300651,0.636329962,0.969629789
0,0.591141298,1.159881022,1.557620848,0.894172067,0.743106466,0.985000501,1.247982183,0.820295803
0,0.128948603,0,0.06781684,0.134060953,0.139398767,0,0.128260666,0
0,0.377461403,0.305857318,0.468956519,0.399060597,0.387976769,0.413441357,0.440694987,0.403148811
0,1.532636137,0,1.499879045,0,0,0,1.4604595,0
0,0,0,0,0,0,0,0.441114791,0
0,1.069454708,0.869140203,1.044170266,0.795904895,1.076196495,0.770028102,0.660819117,1.1091265
0,0.640182223,0.922356955,0.615109268,0.866251249,0.778518954,0.463452964,0.575835092,0.594268582
0,0.57135062,0.456394042,1.054028807,1.491406754,0.480449196,0.564505969,0.854251837,0.846155494
0,0.112588449,0.098165386,0,0,0,0,0,0
0,1.759654404,1.040843347,1.103329777,1.722955583,1.041831717,0.611391483,1.235733186,1.152066571
0,0,0.66306129,0.380021224,0,0.813655203,0,1.087754745,0.221556653
0,0.598175565,0.200649984,0,0.551795547,0.398365695,0.529259248,0.407611624,0.231218569
0,0,0,0,0,0.286438811,0,0,0
0,0,0,0,0,0,0,0,0
0,0.826427677,0.493197446,0.530040769,0.900480041,0.799117155,0.634828355,1.341234326,1.062922987
0,0,0,1.197896836,0.017270874,0.391911762,0,1.047328984,0.156757731
0,1.211984049,0.885217453,1.396439012,1.213272617,0.775511624,0.932103514,1.123765507,1.212071235
0,0,0.413785779,0,1.037789844,0,0,0,0.475732394
0,1.362161258,1.391069295,1.752106299,0.597089657,0.620008278,1.172346695,1.247307781,1.262547414
FAM25BP,0.369033121,0.643628111,0,0,0,0.437048723,0,0
0,1.688314661,1.417930806,1.483457235,1.929908378,1.160578185,1.649417722,2.312397983,1.698814106
OR5BQ1P,0,0,0,0,0,0,0,0
0,1.364583638,1.266390776,1.521894994,1.718508491,1.600764524,1.510997353,1.786178129,1.636826439
0,0,0,0,0,0.256472073,0.2411568,0.260293087,0
0,0,0.268319405,0.288391639,0,0,0,0,0.299513123
OR2A13P,0,0,0,0,0,0,0,0.101563082
0,0.715927626,0.606246065,0.775263821,0.634624863,0.249348248,0.336535909,0.420290515,0.641265786
0,0,0.227463845,0,0,0,0,0,0
0,0,0.489639523,0.368799633,0,0.365863837,0,0.36957927,0.20763052
0,0,0.773356673,0.471676515,1.071810713,1.10544342,0.236982363,0.832136579,0.689387733
0,0.301625104,0,0,0.223538702,0,0,0,0
0,0,0.185789177,0.380287265,0.1955706,0.199228201,0,0.202762485,0
0,1.822403848,2.167582729,2.256838571,2.63207274,1.616244761,2.256708768,1.962349123,1.933172254
0,0.571819495,1.486467253,1.488987946,1.126424475,1.688730918,0.711877225,1.090318247,1.560284527
0,1.305608708,1.035757617,1.370683223,1.171764066,1.214802464,0.894557812,1.365686939,1.193500523
OR7E39P,0,0,0,0,0,0,0,0
0,1.684091598,1.4801255,2.002292063,1.855870132,1.089362553,1.071845028,1.220719987,1.172423508
0,0.530150668,0.484804273,1.185841179,0.929867485,1.007999167,0.370993383,1.079046949,1.238799086
OR5BP1P,0,0,0,0,0,0,0,0
0,0.984742452,0.646911926,0.947972802,0.687048143,0,0,0,0.410247744
0,0,0,0,0,0,0,0,0
0,5.571992251,5.222012376,5.575626978,5.582041093,5.91011382,6.038954096,5.995120407,5.960771164
0,0.196910406,0.485907989,0.193393282,0.185137087,0,0,0.781420148,0.69076482
0,0,0,0,0,0,0,0.196557946,0
0,0.750253184,0,0.415310864,0,0,0,0,0
0,1.391305808,0.493770286,0.915455122,1.034138225,0.285306332,0.68722735,1.08371716,0.303778411
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.865364587,1.841087511,1.960785989,2.02076531,1.688028134,1.631891204,1.766311047,1.783884056
0,1.268308624,1.663727162,0.889266371,1.646176485,1.946487584,1.80771349,1.908394062,2.026183906
0,0,0,0,0,0,0.966517588,0,0
ZBTB8B,0.241655946,0.23388438,0.184498666,0.339741708,0.261582565,0.239813497,0.362411535,0.207121959
0,0.340114437,0.163425308,0.330043183,0,0.59813935,0.313876204,0,0.363328097
0,0.436603217,0.8975603,1.085608211,1.15811078,0.886220016,0.636537853,0.961504796,1.340556572
0,0.280812631,0.420834847,0.538773545,0.475947129,0.057526105,0.293801286,0.549329093,0.843480621
0,0.756724433,0.687633172,1.217739448,1.952449126,0,0.689046835,1.602395116,2.39983007
0,2.378875026,2.366501272,2.3452743,2.611127516,1.835972567,2.015608179,2.259932284,2.043795933
0,0.619114345,0.630952436,0.620501958,1.024213282,1.097192759,0.923116465,0.995507674,1.34215647
0,0,0.69539791,0,0,0,0.687772899,0,0
C1QTNF3-AMACR,0.323726303,0.699596938,0.579944748,0.19518631,0.176293408,0.378240815,0.624361095,0.300520887
0,0,0.012462164,0,0.025995041,0.013517487,0,0,0
0,0.499162669,1.597011448,0.560844058,0,1.921215415,0.850817822,0,0.569394844
0,0,0,0,0,0,0,0,0
0,0.784126194,0.681062396,0.697015805,1.566518062,0.411657275,0,0.644294702,0.79046929
0,0,0,0.042568979,0,0,0,0,0
0,0.935774278,0.140361163,0.584657579,0.43606587,0.208017755,0.519199683,0.834925562,0.595552354
0,0.646300006,1.222544927,1.070650363,0.772956535,0.623568181,0.418885081,0.795943119,0.257843398
0,0.591496555,0.418626064,0.568843484,0.654508865,0.776066077,0.527494772,0.793190901,0.467897124
#N/A,0,0,0,0,0,0,0,0
0,2.575801215,2.646284797,2.903024769,3.005096325,1.579411888,1.617933167,2.333844458,2.744860741
DGCR11,0.668184494,0.568111901,0.797972518,0.982520886,0.633337275,0.607693442,1.083832871,0.674884539
0,0.199781004,0.19950086,0,0.358898079,0.132850682,0.084617555,0.114253337,0.115427499
RBAKDN,0,0.166163967,0.180825119,0,0,0.164757964,0,0
0,0.896649284,0.830924586,0.891293966,0.91227506,0.881239382,0.708835255,0.975209752,0.836212584
0,0.243871337,0.070410899,0.194803177,0.173862988,0.216334416,0.144580264,0.071270751,0.382818845
0,0.71496641,0.972061038,0.976909813,1.118585649,0.429956547,0.491105009,0.78115237,0.812816918
0,0,0.310465769,0.176992896,0,0,0,0,0
0,0,0,0,0,0,0,0,0
OR6L2P,0.133811537,0.425932964,0.524414776,0.289081353,0.243710509,0,0.652554412,0.180879846
0,0.304722466,0.663867402,0.496953135,1.039412164,0.508686236,0.138587761,0.193479075,0.327259665
0,0.725454988,0.564651316,0.646528585,0.849662258,0.644411001,0.562746989,0.794872466,0.819633035
CYP4F36P,0,0,0,0,0,0,0,0
TM4SF19-TCTEX1D2,0,0,0.2459191,0.271811698,0.334465304,0.12925413,0.148660829,0.247765923
0,1.026998306,0.735823682,0.842381121,2.043337505,0,0,0,0
0,0.179704671,0.158897966,0.467227302,0.572354196,0.323477294,0.771667574,0.925476157,0.622593995
OR7M1P,0.430772335,0.862749719,0.670334579,0.508384027,0.661667523,0.343631814,0.674612506,0.460228815
0,1.379604328,1.979758313,1.72870855,1.984862735,2.259486427,2.57167681,2.026077646,2.557245874
MICE,0,0.098958884,0.072328106,0.071145514,0,0,0,0.101623588
0,0,0.140836232,0.127186338,0,0.121498076,0,0,0
0,0,0.221301744,0,0,0,0.225383529,0,0
0,0.815096637,0.950504248,0.49620462,0.760588015,0.775051385,1.174086779,1.106971365,1.314940096
PAXIP1-AS1,2.167441429,1.83838708,2.084176546,2.31019468,2.186941032,2.070310321,2.301224732,2.155286175
0,0.095199617,0.553691769,0.420901662,0.575366552,0.552682007,0.106758622,0.388479425,0.239873362
0,0.351915483,0.316010157,0.344596738,0.333537084,0,0,0,0.365656707
0,0.565085318,0.510394854,1.510187212,1.217646401,1.377201505,0.712275293,2.008375732,2.296328183
0,0.586994308,0.416946724,0.979792695,0.430264931,0.968627538,0.414955985,0.793602113,0.329433635
0,0,0,0.488373098,0,0.490813468,0.460631442,0,0
0,1.571511782,1.858633543,2.271613919,2.169023837,1.431403664,1.371168515,1.460669182,1.702285187
0,0.466932983,0.266936423,0.728646737,0.65938299,0.222955375,0.386425809,0.592385753,1.041320092
0,0,0,0,0,0,0,0,0
0,2.397156753,1.708518345,2.714652163,1.930949233,1.695886943,1.473033553,1.828883381,0.666291219
0,0.138193229,0,0.003529431,0,0.249789969,0,0,0
0,1.039278795,0.34547359,0.528806332,1.039945516,0.459208115,0.658961832,0.810505623,0.34806128
0,0,0.306299575,0.533406861,0.405557852,0.152308047,0.27231588,0.297664508,0.163744742
0,0.510892061,0.244839577,0.266639041,0.370597303,1.004357565,0.883698227,0.698882543,0.150320507
0,0.219305463,0.196362798,0.394091533,0.202363806,0.208570946,0.194510719,0.840216671,0.582877744
0,0,0,0,0.272578654,0,0,0,0
0,0.795611534,1.763624032,1.27510839,1.972038239,1.112146298,1.215175351,1.556375459,1.864009791
0,0,0,0,0,0,0,0,0
SFTPD-AS1,0.616910953,0.64446361,0.775524266,0.853192463,0.53024857,0.548066655,0.957238583,0.815029397
0,0.862216494,0.984214547,0.959880671,1.262541401,1.026113067,0.92122989,1.058648987,1.424239535
0,0.523455569,0.335440951,0.638087743,0.780165612,0.467841839,0.297763098,0.666075752,0.671321456
0,0.936945053,0.29910044,1.005270624,0.315946416,0.169231059,0.158384858,0.593212244,0.742311538
OR2Q1P,0,0.247114516,0,0.174660801,0,0,0.186749014,0
0,0.372070615,0.195614693,0.304365013,0.366846456,0.272837798,0.294795405,0.303216124,0.377601328
0,1.237172094,1.08960662,1.138558928,1.36650407,0.820501681,0.752531101,1.212967698,1.034349553
0,0,0,0,0,0,0,0,0
0,1.867730446,1.981085447,2.009017458,2.381363674,1.533513513,1.528501308,1.683319171,1.693721115
0,0.404426867,0.182453311,0.400295274,0,0.222316163,0,0.309930523,0.704586938
0,0,0,0,0,0,0,0,0
0,1.52614395,1.884406461,1.602817913,1.272076953,1.59144964,1.573834991,1.817046064,1.511387072
0,0.221003468,0.669931115,0.216254938,0,0.212681388,0.371658105,0,0.250406211
LINC01396,0,0,0,0,0,0,0,0
0,0.265918114,0,0,0,0.173046819,0,0,0
0,0.20243026,0.179333967,0.195452174,0.353398953,0,0,0,0
0,1.130087404,1.040289283,0.998498816,0,0,0.381079553,1.221177986,0.766325466
0,0.21471793,0.189189475,0,0,0,0,0.208522254,0
0,0,0,0.349102534,0.430636402,0.523387317,0.376153665,0.433586576,0.271638419
0,0,0,0,0,0,0,0,0
OR5B15P,0,0,0,0,0,0,0,0
0,0.825510492,0.605939922,0.807959903,1.137280545,0.460862063,0.599964243,1.134891194,0.804982005
0,0,0,0,0,0,0.804417079,0,0
0,0,0,0,0,0,0,0,0
0,0.492455184,0.237026432,0.476860692,0.248282221,1.348725322,0.442246058,0.263389025,0.277250422
0,0.019550059,0.050502533,0.093271338,0.105794052,0.056877864,0.05215446,0,0.020266928
0,2.280772255,2.515790654,2.812802135,2.189656959,2.980394612,3.174471936,2.613446786,2.948769028
OR13I1P,0.086394104,0.075151696,0.232481483,0.293062017,0.213776527,0.417886532,0.327450536,0.315935986
0,0.256709975,0.974105619,0.92554148,0.769394305,1.005723345,0.470967852,1.205436306,0.321354365
0,0.136993375,0,0,0,0.128984224,0,0,0
0,0.302218432,0.068105452,0.107864597,0.31878884,0.121577777,0.225572324,0.260803718,0.183191752
0,0,0,0,0,0,0,0,0
OR8S21P,0,0,0,0,0,0,0,0
0,0.808052194,0.732428115,1.482239074,0,0,0.721955307,0.766535799,0.789834398
0,0.142476177,0.12583265,0,0.130625039,0.258348867,0.125440567,0,0.143049848
0,0.27934173,0.086711358,0.095542891,0.261462214,0.189395718,0.168743431,0.377942201,0.197801242
0,0,1.896667107,0,1.266534703,0,0,0,0
0,0.541201586,0.18152623,0.371493069,0,0,0.343470361,0.530745973,0.69941393
0,0.523012875,0.564615224,0.507094367,0.773689192,0.78860136,0.472976385,0.39992356,0.535439873
0,1.017665406,1.358278096,1.293288076,1.441956156,0.548108097,0.806022906,1.293753033,1.162068209
0,0.548349814,0.316223379,0.237529455,0.229055042,0.693186734,0.658476571,1.119329614,0.558585041
0,0.706229052,0.453271029,0.264320236,0.658906095,0.263354168,0.637711322,0.687893806,0.715610513
0,1.434796338,1.631257975,1.531558628,1.867758117,0.334398941,0.311610064,0.903356091,1.101912238
0,0.609450508,0.698865656,0.419083629,1.086070393,0.416325251,0.207855379,0.226704575,0
0,0.636901591,0.323577595,0,0,0.340901754,0,0.344211528,0.372133039
0,1.012597277,0.910547709,1.189090772,1.21670939,0.747180273,0.621813235,0.586486144,0.61803281
0,0,0,0.436131983,0.220419114,0,0,0.228593382,0
0,4.869190357,4.633960063,4.937090109,5.263665447,4.199421078,4.206658851,4.431576162,4.151420488
0,0,0.301515071,0.424026641,0.379898164,0.162274498,0,0.331444969,0.415660248
0,0,0,0,0,0,0,0,0
0,1.492786378,1.327762083,1.518323629,1.832853567,0.946043592,1.326330248,1.333521055,1.506043319
0,1.031317554,1.236431389,1.318507742,1.603145614,1.445604885,1.37774013,1.453217288,0.953695841
0,1.104289688,1.249499953,1.087265942,1.275632874,0.794587212,0,0.806540188,0.830655296
0,0,0.242563485,0.263069271,0,0.257778242,0.241755998,0.25977866,0.270976183
0,1.540290185,1.392394364,1.179472833,1.666615723,0.663694376,1.075991209,1.287909588,0.78014377
0,0.419222812,0.198941665,0.215571749,0.561826624,0.399810934,0.669038561,0.57686844,0
0,0,0.142652615,0,0,0.155394343,0,0,0
OR6R2P,0.486106795,0.631830687,0.696081975,1.995303605,0.410709059,0,1.071563616,0.523138369
0,0.582304533,0.333430604,0.363195753,0.347383325,0.129012194,0.764280754,0.366751357,0.266844097
0,0.642108201,0.733011524,0.867714633,0.718872302,0.439651858,0.789270186,0.699727517,0.736851617
0,0.243768994,0.090341962,0.269556253,0.085454163,0.090399825,0.407726906,0.633816188,0.451459597
0,0.158274974,0.184033952,0.104367661,0.283754683,0.0528211,0.072268828,0.156241271,0.265655324
0,1.362088299,0.953026788,1.167608418,1.108276877,0.717200646,0.589853593,1.272256152,0.825481185
0,0,0,0,0,0,0,0,0
0,0.121659462,0,0,0.042233881,0.022247918,0.14891849,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6129,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.607134745,0.32082661,0.806922873,0.939128765,0.278114435,0.410997713,0.910606037,0.500266678
CNTNAP3P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TBC1D3K,0.663693466,0.442947741,0.27866875,0,0.545667941,3.76E-10,0.694161674,0.001177292
FOXD4L6,0,0,0,0.175418571,0,0,0.004460949,0
0,0,0,0,0,0,0,0,0
0,0,0.633779926,0,1.097907395,0.650471396,0.620030807,0.606965199,0
SPDYE8P,0.293927206,0.494237407,0.424774856,0.500528782,0.455162275,0.240170205,0.381927872,0.376104755
0,1.231659732,1.311113617,1.428480106,1.393377757,1.108658266,0.685193834,1.070409938,1.175013539
0,0.028996381,0,0.054156512,0.051912602,0,0.0251693,0.027844936,0
0,1.32092363,1.094438776,0.565178929,1.637076932,0.558687889,0,0.83906871,0.563227456
0,0,1.578431568,1.665165342,2.295608427,0.948286859,0.687358158,0.949328739,0.962186962
0,0,1.227402231,0,1.270552863,1.298312262,0,1.3268882,1.379809465
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.756106118,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
