"","MCF7_S1","MCF7_S2","MCF7_S3","MCF7_TamR1","MCF7_TamR2","MCF7_TamR3"
"THOC2",7.363223653,7.390633296,7.134919114,7.582969906,7.539453525,7.489173609
"THOC5",6.219807425,6.354804751,6.685435621,6.853471752,6.670854495,6.799242761
"THOC6",6.60539062,6.53239489,6.734045692,6.875608069,6.609193516,6.695325744
"THOC7",10.39285941,10.50104896,10.38284555,10.36254769,10.39562624,10.41016724
"THOP1",4.861260639,5.241382597,4.687676615,5.217269498,5.401016016,5.601042759
"THPO",4.384878704,4.575312331,4.086698859,5.009481545,3.88869455,4.502012288
"THRA",5.118982589,5.546616695,4.217928626,5.164303583,4.733733947,5.069358463
"THRAP3",3.500419663,4.157447996,4.238251863,3.834711216,4.124410856,4.264461367
"THRB",4.492109553,4.091361332,4.528946321,4.371210343,4.412646055,3.271724464
"THSD7A",2.188717409,3.422636683,3.784085143,3.947853143,3.855192408,3.343549953
"THTPA",6.575130772,6.189982654,6.582390409,5.793557793,5.557808299,5.977279923
"THUMPD1",7.708125145,7.983660596,7.536830005,7.410587028,7.503181747,7.389110735
"THY1",3.897627674,4.288432393,4.711219557,5.120268986,4.970807649,5.262508327
"THYN1",4.805395649,5.482170651,5.300196956,5.401289138,5.197039725,4.79363582
"TIA1",7.474290014,7.61652679,8.689781376,7.046207278,6.954975621,7.264142301
"TIAL1",8.264461367,8.471825572,8.517240255,8.401340342,8.392351772,8.333727841
"TIAM1",4.668629743,4.221645118,4.918577055,4.579904211,5.092588024,4.431288654
"TICAM1",3.975171591,4.451343009,3.314406508,4.467149032,4.164947141,3.393828026
"TIE1",2.833294924,0.900721928,0.751035177,0,2.963289151,1.961623328
"TIMELESS",8.342385848,8.504397933,8.316747645,8.219115266,8.224493747,8.211528184
"TIMM10",7.698899096,7.647832543,7.621641655,7.822475232,7.849961741,7.883132016
"TIMM10B",6.376151442,6.408168371,6.739213545,6.337443505,6.585713709,6.431104753
"TIMM13",6.228857162,6.383479664,6.323009711,7.45322124,7.215610653,7.068896483
"TIMM17A",7.983609297,8.233317686,7.992281258,7.956323879,8.058197421,8.021862781
"TIMM17B",8.597791861,8.534423507,8.454369216,8.261464997,8.189592326,8.005209083
"TIMM44",6.070303451,6.277705849,6.47022773,6.60364118,6.798141264,6.662988741
"TIMM50",5.0437382,4.705480335,4.915042791,4.893896084,4.804776378,4.880293702
"TIMM8A",5.191286276,5.187411463,6.254499563,5.59054214,6.34894056,6.049957428
"TIMM8B",9.217308278,9.091416873,9.367124217,9.419052153,9.409219075,9.419848549
"TIMM9",7.51315909,7.59318194,7.78254617,7.483138599,7.634571488,7.374761295
"TIMP1",8.214765947,8.213974193,7.985932992,5.527164193,5.626439137,5.34543186
"TIMP2",5.005220313,5.832687516,5.085722071,4.584962501,4.347240438,4.754940934
"TIMP3",10.7264864,10.73742651,10.38015474,8.117544408,8.38216575,7.640490788
"TIMP4",4.303634645,3.134713804,4.02759642,4.290203205,2.968459445,4.591739249
"TIPARP",6.80614358,6.937603338,6.750057083,7.034908983,7.280882099,7.041166306
"TIPRL",4.879803772,5.070904484,5.07347751,6.019612966,5.746017102,5.559736524
"TJP1",7.231912357,7.044547124,7.065938453,6.665989601,6.819195552,6.304894298
"TJP2",7.077413924,6.804131021,6.19753125,6.681069707,6.828365012,6.512163664
"TJP3",6.790003056,7.227866197,6.576159302,6.559430629,6.604857117,6.367685572
"TK1",8.902613283,9.260500891,8.962855528,9.054096878,9.112165799,9.084346014
"TK2",4.741628775,4.697829409,4.369117459,4.824258697,4.559797696,4.611880567
"TKFC",6.46551743,6.135124395,6.40212525,6.038677606,5.882814206,5.70215883
"TKT",9.982400408,10.06716946,10.16014749,10.47649308,10.42451694,10.54538154
"TKTL1",3.061257771,4.143556684,4.010421805,4.356073364,4.180784391,3.099968417
"TLE1",9.256001058,9.147321964,8.43002177,6.531053893,6.339475922,6.412256506
"TLE2",7.449355025,7.521569034,6.880648796,6.703266848,6.437177792,6.791449445
"TLE3",7.229049503,7.380729449,7.035084998,7.835147204,7.524580892,7.692043541
"TLE4",2.787014474,3.439889048,3.584240973,2.713035895,2.871843649,3.407080775
"TLE5",7.081914784,7.251406664,6.880048758,6.495215464,6.407148774,6.560944178
"TLK1",7.56354713,7.708118246,7.170606113,6.736158361,6.886672074,6.695979898
"TLK2",8.734496248,8.718190356,8.626723851,8.13149174,8.207375559,7.962676259
"TLL1",3.408032466,2.84619241,1.275603079,1.462575888,2.160274831,2.424115888
"TLL2",3.96014098,4.607862903,4.105845667,4.367021533,3.679198571,4.33084519
"TLN1",5.949931736,6.366584499,6.929932988,6.940319471,6.78684463,6.67990229
"TLN2",4.746312766,5.879877272,6.017632449,5.361066489,6.000811288,5.742410497
"TLR1",3.13389227,1.92865457,2.905928478,2.372116318,1.91494715,3.03527199
"TLR2",4.770617647,3.973703106,4.730857295,4.112032836,3.722028778,4.484202593
"TLR3",1.611644543,2.844586516,4.46224868,3.589763487,2.448636697,3.234194723
"TLR5",3.847896716,4.183407112,3.516141251,3.717539343,3.859770816,3.590482259
"TLR6",3.591679417,3.067466629,1.799501814,4.146655222,3.49057013,3.355157256
"TLX1",1.677620992,0.572404647,3.890349407,1.382390583,3.298071735,0.171206827
"TLX2",3.146492307,4.339208663,3.276645543,3.786073552,3.118525849,3.112533338
"TLX3",2.544485386,2.878725341,3.439224181,2.503094269,2.773785389,2.236033332
"TM2D1",6.534808661,6.6840192,6.316924095,6.893532101,6.811715056,6.683120946
"TM4SF1",4.64610504,5.425627144,5.007644031,8.055645775,8.03022019,7.635616557
"TM4SF4",0,2.381006437,3.156072961,2.101986173,0.191562651,0.735522177
"TM4SF5",3.771040414,3.5091891,4.354593207,4.61999983,3.346105909,4.548251652
"TM6SF2",5.012479284,5.392523507,5.443904972,5.374170076,5.183883459,5.432391568
"TM7SF2",9.883413096,9.814652957,9.463589763,8.756659726,8.779551934,9.087942776
"TM7SF3",2.971957335,3.823953116,4.202496084,3.762242497,4.252173413,1.882056071
"TM9SF1",8.298667479,8.452904254,8.216105596,7.266814645,7.276533886,7.196695558
"TM9SF2",9.301896253,9.284935117,8.949660405,8.895351098,9.025139562,8.844746558
"TM9SF3",8.313649467,8.264240843,8.299194278,8.281712158,8.251496613,8.17632776
"TM9SF4",7.025693274,7.206584621,6.797765266,6.70993849,6.913583578,6.565642869
"TMA16",5.129901182,5.19124679,5.93326575,6.318967534,6.147978226,6.163458478
"TMBIM6",11.91816967,11.73204317,11.45417435,11.09019514,11.20522938,11.16775808
"TMC6",7.222650022,7.348737005,6.546755584,6.27885828,6.038502029,6.444965168
"TMCC1",6.327274183,6.240428824,6.26171885,6.124472894,5.923529538,5.761870319
"TMCC2",4.199358255,3.265886918,3.267835392,4.579662897,3.458775699,3.498250868
"TMCO1",8.531853184,8.601336243,8.178037348,8.427086521,8.512523203,8.276110444
"TMED1",7.15789258,7.507540957,7.331848504,7.094985519,6.875214864,7.173277373
"TMED10",10.96787252,11.34629432,10.74322294,10.2465981,10.58677412,10.31520845
"TMED2",9.998605943,10.17571421,10.05051666,10.41524952,10.60536654,10.33323587
"TMED3",9.435745258,9.326788992,9.211413806,9.526299693,9.432583657,9.447690766
"TMED5",6.581080038,6.803304543,7.018712057,7.280501689,7.503444148,7.293591198
"TMED9",9.588652804,9.144487454,9.198211736,9.078583151,9.131404279,9.113411402
"TMEM106C",9.566036908,9.552273311,9.086128262,8.693908553,8.720534991,8.704671423
"TMEM109",8.711852783,8.870420207,9.045680495,8.854659598,8.807229325,8.687092191
"TMEM11",7.946140142,7.965259048,7.796467972,7.567446575,7.557747043,7.422325521
"TMEM115",6.197727813,6.60312187,6.559277657,6.559920031,6.443440891,6.399307836
"TMEM123",5.55688919,5.81925943,6.306098155,7.007487061,7.020024306,6.717045749
"TMEM131",6.570614722,6.382442463,5.877302541,5.842953698,5.900673631,5.294914771
"TMEM131L",6.961310772,6.943628352,6.96583045,6.784948867,6.988968654,6.822768381
"TMEM132A",9.364185006,9.279847335,8.423851256,8.322879058,8.228977378,8.2891336
"TMEM134",8.614492687,8.686479517,8.665545555,8.4097049,8.339061649,8.179769789
"TMEM144",3.22125843,2.562669826,2.66106548,3.577126661,3.515384461,3.656038663
"TMEM147",9.210050303,9.626327791,9.11890734,9.680790246,9.793843874,9.553921067
"TMEM14A",8.020096556,8.13767258,7.919238766,7.920930413,8.003225549,7.606886339
"TMEM151B",3.679648991,4.541328977,3.580145484,4.865423978,4.64038956,4.762614579
"TMEM158",3.567910456,2.743299528,1.685715936,4.330630103,4.606679104,3.739524108
"TMEM159",6.423645397,6.040037604,5.838069346,6.195820019,5.812446883,6.102595149
"TMEM161A",7.275100194,7.265549415,7.155890873,7.485861502,7.461053738,7.351963948
"TMEM165",6.268584105,6.67869168,6.463949354,6.765919237,6.540879711,6.906469748
"TMEM176A",1.942608336,2.935271148,2.734438666,3.325242483,3.020591095,2.407080775
"TMEM184B",8.180834108,8.073707786,7.779325391,7.906241237,7.963144625,7.861248231
"TMEM186",6.505462248,6.630696684,6.422888928,7.117705431,6.999357407,6.633242287
"TMEM187",6.443308269,6.495982906,5.84962403,4.90014226,4.852847819,4.469430179
"TMEM206",1.454702328,2.686388469,3.612824276,4.488964817,3.813729894,5.179431429
"TMEM212",6.132083248,5.544732656,6.068154856,5.178555307,5.678015549,5.325314451
"TMEM214",7.663244982,7.802645604,7.573738063,7.528219666,7.662768052,7.440620048
"TMEM238L",3.234654595,3.076045954,3.656610775,2.827615814,3.347098671,3.652486495
"TMEM242",3.705867346,2.908236483,4.552807405,2.401630467,4.511025194,3.412375075
"TMEM243",7.083426139,7.212209398,7.350046334,7.267301697,7.156629199,7.208058736
"TMEM246",3.534808661,3.625270489,3.296310561,3.647084213,3.721372659,3.285993972
"TMEM248",8.589864586,8.708049252,8.44638031,8.679937467,8.748223045,8.601302811
"TMEM251",7.674503023,7.913673327,7.953579543,7.918744001,7.982394703,7.737389324
"TMEM254",5.527039048,4.769507291,4.829037689,5.633808982,4.95489422,5.416603326
"TMEM258",10.08290346,10.02959092,10.06185179,9.58029626,9.464762189,9.507309036
"TMEM259",6.475879314,5.60928218,6.238404739,6.355104385,6.098221622,6.451689183
"TMEM30A",8.172612522,8.1761931,7.876074862,7.482533708,7.702519029,7.278765376
"TMEM30B",7.641199186,7.694657366,7.702941456,6.966776518,7.091964233,6.856749204
"TMEM33",5.882153917,5.626614352,5.822322261,6.613281163,6.755835629,6.600269754
"TMEM38B",6.077670274,6.67960677,6.301916824,6.95095825,7.291704847,6.841935391
"TMEM39A",4.752373956,4.464994927,5.384947757,5.207072906,5.154453593,5.292892155
"TMEM39B",5.490152921,5.745640714,5.554159049,5.374170076,5.360434513,5.008451033
"TMEM41B",6.268752512,6.33583694,6.392420469,6.858055615,6.853546606,6.57532746
"TMEM43",7.830407456,7.81530003,8.05552648,8.292027081,8.447827118,8.286474593
"TMEM47",2.349082146,2.696884091,4.123169543,2.620351807,3.265736926,3.268883482
"TMEM50A",6.039028696,6.408287277,5.89866789,5.699579393,5.935223994,5.460447705
"TMEM51",4.599020177,5.321098307,5.444170094,4.906938685,4.037206487,5.189626916
"TMEM59",9.478682671,9.46802933,9.059174086,8.804237525,9.028116029,8.59235612
"TMEM62",5.919459269,5.715481584,5.656524972,6.027375253,6.309048825,5.940448683
"TMEM63A",5.013819539,5.013908845,4.668346088,5.013194242,5.061689806,5.421728238
"TMEM87A",7.583789835,7.503833687,7.520657964,6.798115336,6.724090873,6.653461347
"TMEM8B",4.000360629,4.742760787,3.986774976,3.854494418,4.580989624,3.840261796
"TMEM92-AS1",4.358466594,3.37490037,4.287324531,4.269556851,4.489029064,4.164947141
"TMEM97",9.076187621,10.17366215,10.33412018,10.49162766,10.79476269,10.43688744
"TMEM9B",7.031505476,7.214474554,6.974391644,7.241611408,7.220774924,7.289640839
"TMF1",6.643942749,6.992632492,6.775076887,6.889254493,6.805111849,6.384101627
"TMLHE",2.838750118,3.000901403,3.859075039,3.343549953,2.681224354,2.940354712
"TMOD1",4.989774816,4.021835027,3.9347052,4.841319029,4.546215385,5.153318952
"TMPO",8.008703128,8.271248242,8.385241196,8.714867117,8.769265941,8.726354417
"TMPRSS11D",4.088311236,4.242145161,3.860664895,3.642239466,4.473202443,3.8483976
"TMPRSS15",5.733056008,5.810828662,5.751865366,5.969749128,5.561601084,5.733245863
"TMPRSS2",4.592038371,5.289502519,4.811265504,4.078865972,4.84508855,4.296457407
"TMPRSS6",4.044044333,4.042469242,3.680661921,3.462706751,4.950841638,4.46571332
"TMSB10",12.13917624,12.03176357,11.60505118,10.59421635,10.61952306,10.69053495
"TMSB4X",12.89179756,12.97534251,12.67220897,11.63544969,12.02268718,11.9102271
"TMSB4Y",2.607626221,0.769771739,2.684594351,2.175684271,2.599317794,1.452595435
"TMUB2",5.216066783,5.125155131,5.187609409,5.688963611,5.872360916,5.388706169
"TMX1",8.63108245,8.886687314,8.900730983,8.274844027,8.37724958,8.256604992
"TMX2",7.538460564,7.54283068,7.58128345,7.732716919,7.891886966,7.676196874
"TMX4",7.017821717,7.330585289,7.131414569,7.07739256,7.249985682,7.047134821
"TNC",2.806530289,3.122838346,2.841168044,2.671519837,2.319328904,2.544732656
"TNF",5.033026481,4.229511018,4.54491808,4.325170512,4.017387478,3.918290815
"TNFAIP1",6.848660494,7.436303449,6.697023147,6.498490233,6.562272957,6.316851708
"TNFAIP2",3.12631213,2.043694461,3.896756218,3.055542748,4.062467144,3.347949066
"TNFAIP3",3.370164281,4.36590246,4.336783245,4.277389699,4.499973413,4.449825459
"TNFAIP6",3.637726158,3.780100084,3.834104404,3.428946345,3.56888336,3.441217863
"TNFAIP8",4.158256229,4.871646546,4.800641097,4.276943251,4.380313866,4.556858543
"TNFRSF10B",5.79516951,6.061862584,5.742733844,5.163297449,5.163619489,5.232468896
"TNFRSF10C",4.158740951,4.560164669,4.057970069,3.899852339,2.803227036,4.340277405
"TNFRSF10D",2.750392121,2.039138394,4.00153205,1.910348915,1.151209393,2.943171193
"TNFRSF11A",3.194244681,3.792855352,4.120517834,2.550900665,2.287472295,3.599198755
"TNFRSF11B",8.776962636,8.869683286,7.853028787,4.523561956,4.120600774,3.850899412
"TNFRSF12A",9.174598668,9.047816458,9.123862741,8.589636167,9.123032416,9.003225549
"TNFRSF13B",5.732323476,6.000608509,5.783770933,5.6622055,5.531381461,5.767946062
"TNFRSF14",5.388361768,5.367091446,5.706060813,5.617944917,4.564926849,6.467263175
"TNFRSF17",3.357974195,4.198022608,3.213191727,2.683022665,3.265436896,3.138650666
"TNFRSF1A",7.181937386,7.042086148,7.03549195,7.118681572,7.137954296,6.908092341
"TNFRSF1B",3.651797967,3.702768345,4.296604239,3.934893874,4.156558417,3.319906907
"TNFRSF21",5.22870327,4.662775172,4.771991189,5.849198652,5.885867169,5.627285814
"TNFRSF25",5.636247586,5.878700822,6.018634174,5.784503983,6.117154762,5.754914218
"TNFRSF4",4.187292681,3.721482033,4.352687914,3.878725341,3.609045731,3.067638717
"TNFRSF8",1.9053509,2.948787713,3.026977066,4.451277062,4.07347751,4.266411766
"TNFRSF9",5.007509487,3.397118409,3.726831217,3.603477988,3.564012265,2.644087003
"TNFSF10",4.022811651,4.246332074,4.396776011,4.038172764,4.188875625,4.427606173
"TNFSF11",4.710613602,3.177439471,1.178873958,3.571434116,3.958285901,3.445991491
"TNFSF13",4.676041687,3.315131444,3.70354372,2.625738062,2.577489254,2.147632327
"TNFSF14",0.973060173,0.815575429,1.874600266,0.815575429,4.1567202,2.404630684
"TNFSF4",2.909965067,2.780939959,2.575312331,3.073820233,2.556306784,3.924575003
"TNFSF8",4.612470458,4.564926849,4.088565657,4.390942773,3.559124669,4.276645543
"TNFSF9",5.701715384,5.704124977,5.92381474,5.435061805,5.701798541,5.81439661
"TNIK",4.042469242,4.243669081,4.697829409,4.70636478,4.861012442,4.797324317
"TNIP1",6.726626893,6.808462281,6.733137378,6.794402869,6.741574847,6.300855871
"TNIP2",7.918004519,8.006859013,7.835740947,7.968517045,7.963971121,7.752828858
"TNK1",6.380902573,6.457134594,6.105426657,6.631511766,6.373108753,6.33326271
"TNK2",5.753871915,5.626789546,5.294032524,5.274485318,5.116489523,5.414778242
"TNKS",4.469039382,4.259423152,4.258141996,4.396844497,4.453122447,4.462183229
"TNKS2",7.809401581,7.931541239,7.633256821,7.436128517,7.25479243,7.100126156
"TNN",1.867896464,0.305678743,2.786805433,0.3950628,1.363451457,3.113033665
"TNNC1",0.046840254,0,0.517023672,0,0.98622888,2.742006211
"TNNC2",4.273739662,4.285624155,4.897095181,4.873665575,5.289170496,5.009212787
"TNNI1",3.67559014,3.459169287,2.594309673,3.925049965,0.421155961,3.665733847
"TNNI2",0,2.547203025,0,0.425459305,1.060739158,2.220949004
"TNNI3",0.97819563,2.98531826,1.827412574,4.043344505,3.690305341,3.939978765
"TNNT1",8.180510917,8.123122973,7.56743897,4.811727898,4.800537563,4.223268078
"TNNT2",4.718361626,4.807664038,5.471772745,5.16538942,5.050458163,5.353499735
"TNNT3",5.669196885,3.764579706,5.100725406,5.015381598,5.22808754,5.501948616
"TNP1",3.911499849,3.687172694,3.153481099,3.826701011,3.237257771,3.466366093
"TNP2",1.807354922,2.501056924,2.184280294,2.010779839,2.510961919,2.666529378
"TNPO1",9.340210632,9.529288035,9.239896822,9.62427091,9.627105207,9.531459442
"TNPO2",8.642275573,7.90058307,8.735535716,8.08366547,8.095328447,8.397704577
"TNPO3",7.377713759,7.101797128,7.359811044,7.330092245,6.97093416,7.131167594
"TNR",3.423040253,4.030865735,3.400811141,3.088141597,2.716771456,3.2908667
"TNRC6B",5.193771743,5.841771892,4.888207465,5.606323775,5.799890307,4.974483425
"TNS1",5.560928898,5.143352599,5.101061718,5.070432265,5.128169651,5.358114898
"TNS2",5.490056624,5.480038875,4.552561516,4.871252259,4.71633248,4.862153795
"TNS3",5.153156788,4.036767056,4.552868871,6.620908928,6.909485112,6.68967656
"TNXB",4.397666077,4.488322191,4.304803056,3.800330473,4.330916878,4.144862143
"TOB1",10.0337217,10.02957436,9.711926756,9.430517367,9.44515352,9.347756442
"TOE1",7.104105978,6.921840937,7.203406737,7.622600964,7.550500544,7.538964887
"TOGARAM1",5.822220272,5.374343989,5.841721581,6.038523977,5.949931736,5.983176038
"TOLLIP",5.705507982,6.21690103,5.809465895,5.702657543,5.815063017,5.478259986
"TOM1",5.281067629,5.404937173,4.629065137,5.232737494,4.545288858,5.296787758
"TOM1L1",8.171882332,8.324234562,8.029458407,7.728580405,7.914708021,7.855354393
"TOM1L2",4.676831556,4.33714018,3.754032318,4.605909114,3.681224354,4.567971282
"TOMM20",7.314379315,7.694330026,8.222703147,8.379724919,8.469047524,8.412726492
"TOMM22",6.49884123,6.567104273,6.921829039,7.061765399,6.919542694,6.931162988
"TOMM34",7.825683882,7.730721462,8.253426785,8.254943564,7.889680392,8.239546023
"TOMM40",7.975928195,7.957369075,8.447484149,8.829684685,8.764941236,8.684236662
"TOMM70",8.171992384,8.151280438,8.385349064,8.781998948,9.040089675,8.777840495
"TONSL",5.273776954,5.690975738,5.555662799,5.207736707,5.024807233,4.966845718
"TOP1",10.0258372,9.980078155,9.8740961,10.19137635,10.24747423,10.02251069
"TOP2A",7.476875788,7.975274788,7.421004437,7.941440882,8.238500279,8.029828309
"TOP2B",9.256484697,9.083144211,8.662842806,9.002409992,9.180853995,8.868785523
"TOP3A",5.900625333,5.828174575,5.502075956,5.881419908,5.665677007,5.551915856
"TOP3B",4.671802869,4.762348816,4.288284727,4.533874777,4.340491058,4.184597684
"TOPBP1",6.116759813,6.253819127,6.35661923,6.410917687,6.388602858,6.288100124
"TOPORS",4.665165342,5.598573638,5.126270825,5.656582175,5.419235489,5.25500968
"TOR1A",7.380322525,7.577632755,7.644663873,7.594735144,7.75816324,7.634164868
"TOR1AIP1",7.807741306,7.95644005,7.789670572,7.656818109,7.77509006,7.554934136
"TOR1AIP2",7.317484973,7.370399711,7.569870795,7.473145607,7.691108384,7.36375806
"TOR1B",7.150336269,7.195662563,7.176542192,6.710751342,6.773112826,6.953381656
"TOR3A",7.337193713,7.795176005,8.136370851,7.943657652,7.864879462,7.869408772
"TOX",3.787850334,3.2908667,3.836833049,3.801365628,3.831370588,3.473007568
"TOX3",3.454175893,3.103329777,3.175205209,3.134713804,3.503094269,3.975905274
"TOX4",7.667501886,7.622322757,7.303324127,6.93983776,7.09506994,7.238395185
"TP53",7.985756568,8.070883023,8.060728351,8.336627058,8.088443752,8.215188362
"TP53BP1",6.226797502,5.955708021,6.288173968,5.652056204,5.334317985,5.611615038
"TP53BP2",5.697551439,5.34091827,5.248800459,5.883474193,5.503889326,5.82000021
"TP53I11",7.212900016,7.285661141,7.088088581,6.348905161,6.422115239,6.461479447
"TP53I3",6.306754381,6.323027731,6.17546472,5.889376191,5.596637034,5.946403363
"TP53TG1",7.361882381,7.308266211,7.32605191,7.721864776,7.653009843,7.486625891
"TP53TG5",5.53838296,5.590631958,4.933667052,4.447777537,4.577549677,5.363766819
"TP63",5.317412614,5.431188348,6.230817842,5.725086725,5.381733279,5.977966758
"TP73-AS1",3.39752918,3.518535139,4.132330066,3.685603817,3.788790099,3.324522612
"TPBG",9.165309016,9.265917383,9.891959853,7.878547568,7.845621769,7.815460152
"TPCN1",6.678029638,6.58973353,6.497803946,7.112616738,6.754419886,7.040936254
"TPD52",8.319387618,8.438504948,8.81561065,9.991225624,10.14185935,9.890700516
"TPD52L1",8.614032502,8.594779924,9.382234933,9.806512567,9.942410405,9.963459674
"TPD52L2",9.773091391,9.838832041,9.749535944,9.356975691,9.349539995,9.194466317
"TPGS2",7.339057193,7.525231066,7.426608612,7.49840247,7.322279709,7.388439266
"TPH1",2.485426827,3.394788497,1.997111721,1.44625623,2.513743385,2.207892852
"TPI1",11.93887128,11.97450422,11.5519346,11.70614804,11.71013184,11.78786013
"TPM1",8.430820497,8.507398241,8.393978142,9.691876094,9.954961085,9.671877155
"TPM2",2.249748715,4.246180035,3.156072961,4.070818638,2.729879012,2.727484858
"TPM3",4.273441291,3.718854771,3.630987837,3.755848978,3.92181714,3.813729894
"TPM4",9.901696572,9.781980922,9.554387397,9.977467404,10.29023431,10.19675948
"TPMT",6.069422914,6.270528942,6.073991565,5.80944017,6.172787512,6.096831092
"TPO",3.270229907,3.661293556,3.615651705,3.307865639,3.443208795,3.727702673
"TPP1",5.819898056,6.064473329,5.566936895,5.889619557,5.513932835,5.556643995
"TPP2",4.977737849,5.083553787,5.674347654,4.967491425,4.93479954,5.302794265
"TPPP",3.147306699,3.982126557,4.237793136,5.089625262,3.921626748,4.607922067
"TPPP3",0.575312331,0.757023247,0,0,0.688851744,2.371558863
"TPR",7.66081598,7.517118185,7.15459536,7.714430995,7.726470226,7.489968347
"TPRA1",5.755688777,5.733842388,5.593622682,5.522526608,5.577640307,5.204453768
"TPSAB1",4.392248721,5.024496991,5.471480133,5.169283661,4.57398037,5.508111681
"TPSB2",2.855790416,4.085764554,2.851599143,3.223113589,1.574828124,3.101313901
"TPSD1",4.13241233,3.078268247,1.754459974,1.805705185,3.320340257,1.911499849
"TPST1",4.572768428,4.192273085,4.174166695,3.299830762,3.418189948,3.545103481
"TPST2",4.697384631,4.950561729,4.824004051,4.084489525,4.241611408,4.367580744
"TPT1",13.43687496,13.41131581,13.34481255,13.29405824,13.27688802,13.27452477
"TPT1P8",5.302940453,6.054522922,5.296677649,5.970830652,5.884964165,6.054870178
"TPX2",8.189903608,8.390882602,7.946532031,8.380837653,8.52646794,8.492634345
"TRA2A",8.109041852,8.101923161,8.11689494,7.865900261,7.956922056,7.683099886
"TRA2B",8.86559719,9.00330989,9.316840397,9.120766639,9.266976233,9.236423256
"TRAC",3.194244681,2.70509322,2.321928095,3.30932173,1.685267407,2.902266569
"TRADD",7.188183301,6.627563066,6.795260441,6.404102689,6.528508809,6.528790082
"TRAF1",4.688683927,5.158417821,5.13631445,5.560837212,5.695019442,4.569794862
"TRAF2",5.965230183,6.441964785,6.231278791,6.060890439,5.924194922,5.818492705
"TRAF3",5.616181231,5.113075351,5.272844366,6.144474708,5.922721159,5.81077726
"TRAF3IP1",3.843983844,3.608690984,3.967814171,3.808385051,4.092714864,3.951960729
"TRAF3IP2",6.786883827,7.165047671,7.028138136,7.443838684,7.647940444,7.422712361
"TRAF3IP3",3.652486495,4.745129745,3.41467678,4.268883482,3.947292111,4.544361735
"TRAF4",8.528133693,8.612536805,7.918654568,8.142372591,7.954743035,8.036657178
"TRAF5",6.440752917,6.415640375,5.79763559,5.828301536,5.786988345,5.81810919
"TRAF6",4.551700572,5.440021984,5.705176182,5.121927161,5.845013256,5.495343399
"TRAFD1",7.946725013,7.972572041,7.460644284,7.725604841,7.51315909,7.583631903
"TRAIP",4.646450706,4.486199493,4.699329526,4.504429715,4.576884882,3.338709645
"TRAK1",5.829291447,5.890227791,5.593084809,5.854569219,6.045027892,5.443971257
"TRAK2",7.041538694,7.241687671,6.792074462,6.566373756,6.744618594,6.386966104
"TRAM1",8.159513141,8.339239845,8.211732582,8.15102669,8.26138037,8.134195265
"TRAM2",6.725986492,6.992473881,6.70626807,6.851449229,6.661820844,6.61251469
"TRANK1",4.604427208,4.217696027,4.464014725,4.794987632,3.783456654,4.455491621
"TRAP1",8.280761492,8.382546216,8.824891933,9.420467664,9.404724341,9.509739382
"TRAPPC10",4.542505701,3.947572654,3.797739332,2.758089934,4.137257589,3.460873593
"TRAPPC11",3.676493094,4.336854639,3.744699314,4.193692905,4.569977093,4.40748872
"TRAPPC12",6.178873958,6.183863614,6.085637102,5.62556274,5.71572867,5.891783703
"TRAPPC13",3.786387261,4.119605182,3.769242795,3.773046871,3.725632105,4.027507957
"TRAPPC2L",8.736709719,8.844937958,8.756749781,8.501797386,8.428854248,8.411116894
"TRAPPC3",7.876216098,7.398777889,7.968038897,7.78555709,7.83299758,7.875872194
"TRAPPC6A",8.269799936,8.349060024,8.225159226,8.223601138,7.867000677,8.053942168
"TRAPPC8",6.489334197,6.875264021,6.258707352,6.671066872,6.71929298,6.587154933
"TRAT1",0.340277405,0.773152397,1.695548468,2.554097638,0.341416524,2.666302128
"TRAV12-2",1.23572706,3.191720555,1.978561749,1.029982866,0.903809559,3.628890219
"TRAV8-3",4.78303751,3.766913134,3.800537563,3.319762428,3.612824276,2.452331857
"TRBC1",5.87369018,5.643769625,6.120953214,6.080593713,5.852348478,6.5381346
"TRDMT1",4.19053585,4.999458888,4.966891849,3.968182934,4.362680281,4.470732074
"TREH",2.29953774,3.166715445,2.135863165,1.80240004,2.860764203,1.077242999
"TRH",2.268733801,2.342554745,1.309176187,0.695102986,0.370722275,3.395611249
"TRHR",3.053458932,2.414947328,4.091361332,4.161968278,4.317593505,4.023166623
"TRIAP1",8.334778308,8.398153669,8.546709289,8.64746922,8.612625264,8.527680298
"TRIB1",6.978207072,7.026025399,6.994658916,7.165620557,7.382174398,6.9438393
"TRIB2",3.292928955,2.390942773,3.491211756,3.166233395,3.469234794,3.581953751
"TRIB3",9.342212484,9.537835734,9.745207074,9.113559865,9.245585981,9.205592895
"TRIL",3.967629753,4.172567521,2.998014929,4.86289767,4.894623774,4.942326825
"TRIM10",4.975538479,5.062423969,4.75290912,5.034655924,5.563890277,4.906986772
"TRIM13",5.473299871,5.775287634,6.033092576,6.055716264,5.618561699,5.690528841
"TRIM14",4.826802684,4.824716946,5.241611408,5.479941901,5.6703305,5.310885391
"TRIM15",4.900045627,4.134631671,4.880930361,5.408406173,5.088268828,4.634128558
"TRIM16",8.062763933,7.582172096,8.154964902,7.385888278,7.155749233,7.545435598
"TRIM2",4.501948616,4.072877547,3.486971744,4.70138271,4.566936895,4.811779266
