,hugo,MCF7_WT_veh_1-quant.sf,MCF7_WT_veh_2-quant.sf,MCF7_WT_veh_3-quant.sf,MCF7_WT_E2_1-quant.sf,MCF7_WT_E2_2-quant.sf,MCF7_WT_E2_3-quant.sf,MCF7_S_veh_1-quant.sf,MCF7_S_veh_2-quant.sf,MCF7_S_veh_3-quant.sf,MCF7_S_E2_1-quant.sf,MCF7_S_E2_2-quant.sf
ENSG00000169136,ATF5,6.05565778,6.055767403,6.123112748,6.195650359,6.179733668,6.236247646,6.214499616,6.260884278,6.162865261,6.270123795,6.317830401
ENSG00000169139,UBE2V2,6.829078014,6.937623287,6.951254508,6.84427813,6.825905423,6.814896712,6.900073542,6.935705209,6.943719637,6.951621596,7.02415987
ENSG00000169155,ZBTB43,2.845059745,2.882590231,2.76652452,2.539723368,3.032890934,3.487372329,2.467297249,2.587234926,2.41884383,2.606662761,2.573658333
ENSG00000169169,CPT1C,1.161577897,1.784759416,1.276965875,1.598564301,1.269946783,1.355111088,0.789350826,1.288950994,0.728249417,1.038565766,0.835624997
ENSG00000169180,XPO6,6.908153086,6.853020376,6.986827448,7.01766603,7.036647255,7.074797469,6.603884509,6.760443309,6.719069099,6.852645932,6.776806157
ENSG00000169181,GSG1L,0.828678452,1.194950834,0.886264506,0.770782033,0.840378392,0.756326487,0.157845186,0.518272459,0.477725192,0.607770507,0.14494787
ENSG00000169184,MN1,0.933085817,0.997598078,1.226998593,0.846055978,0.710522797,0.847600832,0.484635601,0.723443229,0.493570484,0.407935694,0.547241529
ENSG00000169188,APEX2,4.289107772,4.424022474,4.384095409,4.624227257,4.463062637,4.570741607,4.354040226,4.411326582,4.36332319,4.397259453,4.463889864
ENSG00000169189,NSMCE1,5.299473256,5.416422766,5.236895445,5.473086794,5.344268407,5.409723261,5.626201309,5.514559832,5.424954807,5.559082257,5.55259874
ENSG00000169193,CCDC126,2.715589912,2.53780322,2.504694114,2.482086731,2.399063606,2.583665657,2.577430278,2.57486735,2.613865414,2.414803506,2.444081814
ENSG00000169203,0,5.209341806,5.097991392,5.092984572,5.233584016,5.213941153,5.223570021,4.866886852,4.872222011,4.797465488,5.181653994,5.172930889
ENSG00000169217,CD2BP2,6.80133536,6.842193053,6.806688423,6.694778254,6.656017204,6.714807784,6.465698139,6.465187687,6.495704595,6.40526913,6.372626933
ENSG00000169220,RGS14,2.331778009,2.151592978,1.84311274,1.447091586,1.583116594,1.996844624,2.109782774,1.879016009,1.804809825,2.167904391,1.99008281
ENSG00000169221,TBC1D10B,5.466801982,5.543482768,5.491863323,5.540081748,5.467731752,5.4758975,5.470463655,5.461454203,5.470277261,5.436502313,5.474670697
ENSG00000169223,LMAN2,7.707863421,7.846132284,7.675645539,7.676518115,7.709675675,7.676899295,7.48288631,7.632319909,7.56204554,7.553707671,7.468929939
ENSG00000169228,RAB24,5.561409634,5.529560488,5.567442103,5.410764271,5.466783909,5.433147112,4.326241718,4.471732889,4.466638539,4.343397446,4.458819393
ENSG00000169230,PRELID1,8.300050709,8.302830667,8.231977718,8.347859576,8.393291759,8.411420106,7.778731728,7.812879777,7.809834136,7.881395869,7.855028168
ENSG00000169231,THBS3,3.137154284,3.037902764,3.286635455,3.27887032,3.219841802,3.296006276,3.448141751,3.345604873,3.211504277,3.323559596,3.304524914
ENSG00000169239,CA5B,2.302432824,2.177540984,1.994720475,2.145456062,2.080339417,2.136691123,2.222276898,2.045082951,2.091797646,1.827915337,1.922025019
ENSG00000169241,SLC50A1,6.365812214,6.385724844,6.255313983,6.282043788,6.334904473,6.271180026,6.6992782,6.761736417,6.686183099,6.646566601,6.677304424
ENSG00000169242,EFNA1,6.641907091,6.713738287,6.655870705,6.415366408,6.400909485,6.490027092,6.236480373,6.296291837,6.211206929,5.815821168,5.740152861
ENSG00000169246,NPIPB3,5.599697784,5.432946984,5.690335292,5.9612169,5.95602342,5.891301258,5.408432276,5.420565267,5.497509879,5.518057784,5.639596033
ENSG00000169247,SH3TC2,0.943766412,1.174100635,1.107932404,1.293499932,1.070492168,0.796752065,0.922554101,1.131663428,0.940868848,0.867129284,0.816538926
ENSG00000169249,ZRSR2,3.248512218,3.112686456,3.26030724,3.228421606,3.402255026,3.579334645,3.261167764,3.115237211,3.242057182,3.311685185,3.137375151
ENSG00000169251,NMD3,7.920140381,7.937610753,7.910162666,7.892029056,8.000384117,7.883618348,8.506457427,8.502957598,8.454212606,8.432745617,8.477388019
ENSG00000169255,B3GALNT1,5.972369918,6.014382924,5.834501895,6.200015822,6.226272127,6.191636098,6.630922711,6.695800676,6.757445496,6.827860095,6.920958368
ENSG00000169258,GPRIN1,4.122863188,4.110672264,4.173063454,4.027791019,4.055178297,3.999846706,3.806983896,3.786115383,3.796795,3.883034236,3.877184729
ENSG00000169282,KCNAB1,0.867011682,0.486845082,0.431209265,0.725499662,0.61763034,0.939766959,1.02342265,1.043967368,1.150638048,1.261824499,1.291247732
ENSG00000169288,MRPL1,4.408281705,4.454108496,4.339851998,4.578593023,4.703493499,4.5208587,4.588635791,4.678868774,4.555188336,4.904711925,4.752565995
ENSG00000169299,PGM2,5.998870018,5.947814556,5.870781463,5.905537723,5.850861992,5.984261357,5.834674132,5.862840162,5.877462578,5.883050003,5.814389739
ENSG00000169347,GP2,1.182368767,1.208537236,1.229957808,1.457606899,1.169838565,1.021225634,1.531225735,1.199689806,1.175142919,1.032539158,1.391661603
ENSG00000169359,SLC33A1,4.876734894,4.957126843,4.746035059,4.778845871,4.884483634,4.798284532,4.996526456,5.016913851,5.026337659,4.968393364,4.987262557
ENSG00000169371,SNUPN,2.789908247,2.791337789,2.847030979,3.04525057,2.93458102,3.06379128,3.512116866,3.238006921,3.424869968,3.217777751,3.441992131
ENSG00000169372,CRADD,3.535574033,3.505280513,3.593873131,3.449832391,3.489948637,3.574400676,3.869860512,3.850926008,3.779753021,3.628725543,3.840622752
ENSG00000169375,SIN3A,5.342221368,5.323554358,5.400153775,5.443564152,5.490718115,5.431841921,5.55610997,5.52001863,5.493100905,5.500034429,5.493836394
ENSG00000169379,ARL13B,3.138506995,3.226460439,3.200658929,3.107107997,3.007817305,3.120669444,3.297532604,3.390550895,3.458748275,3.321515714,3.528901576
ENSG00000169393,ELSPBP1,1.812445651,1.610986778,1.615793872,1.373731166,1.83476703,1.867807923,0.808847957,0.189876416,0.493142097,0.384379212,0.56160084
ENSG00000169398,PTK2,6.4386761,6.520059015,6.619770119,6.368578869,6.361389157,6.44626576,6.413309435,6.354691407,6.424542491,6.384868794,6.295004335
ENSG00000169403,PTAFR,0.966107043,1.244894973,1.219939817,0.928451434,0.788685711,1.155138483,1.00840657,0.703633193,0.749069098,0.764572912,0.662134389
ENSG00000169410,PTPN9,4.100040769,4.108080791,4.151186398,4.305388585,4.217430198,4.180124861,4.299444414,4.310863003,4.33321704,4.171723972,4.183859487
ENSG00000169439,SDC2,7.432830068,7.477427562,7.438359927,7.207467641,7.285140781,7.269625863,6.901254412,6.902572634,6.874763307,6.993938368,7.025020077
ENSG00000169446,MMGT1,4.21800615,4.291765616,4.281994918,4.229264895,4.3337028,4.277731882,4.46224868,4.486096494,4.442824095,4.410273256,4.566510756
ENSG00000169469,SPRR1B,0.806953385,0.751486859,0.674604372,0.234654595,0.232454467,0.44754746,1.180192427,0.631295232,0.456959608,1.174003661,1.281929656
ENSG00000169474,SPRR1A,0,0.94308115,0,0,0.878205839,0.689767904,1.173018667,0.881024759,0,0,0.572145579
ENSG00000169490,TM2D2,5.212575447,5.134545592,5.249630634,5.244013911,5.188117141,4.962988659,4.962237079,5.001552361,4.869025524,5.155500722,4.980996004
ENSG00000169499,PLEKHA2,3.358316782,3.25720564,3.389785402,3.012384884,3.142440331,3.253243984,3.699348184,3.700810177,3.856506205,3.548440324,3.497158091
ENSG00000169504,CLIC4,5.493584954,5.589968373,5.569045285,5.365802401,5.418749063,5.374126108,3.979564808,3.908198101,3.999947792,3.903307497,3.863948359
ENSG00000169507,SLC38A11,1.025646859,1.161410466,0.982527239,0.832434354,0.925946266,0.458390299,0.196107931,0.308598878,0.166747576,0.088846893,0.230946677
ENSG00000169519,METTL15,2.379296014,2.445591643,2.358693323,2.427708257,2.642468689,2.495116178,3.163793472,3.247132141,3.071465109,3.217781472,3.283614241
ENSG00000169564,PCBP1,8.333942467,8.358840178,8.355721084,8.327669402,8.338558124,8.311135238,8.417493906,8.405843489,8.378485613,8.457257742,8.450159622
ENSG00000169567,HINT1,7.531491959,7.43375414,7.432521147,7.561743761,7.642597972,7.577429833,7.434204905,7.37650384,7.464068056,7.446637575,7.461568347
ENSG00000169570,DTWD2,3.737349992,3.841353351,3.896043461,3.714258708,3.623811859,3.78422264,3.582441594,3.474672255,3.573688385,3.47208103,3.440161687
ENSG00000169583,CLIC3,5.703087407,5.767556815,5.687653382,5.470386536,5.505392377,5.4889449,6.416128857,6.469774319,6.369195299,6.442041115,6.329409236
ENSG00000169592,INO80E,5.719231749,5.792950072,5.77018278,6.012886273,6.033389235,5.77855701,5.883418864,5.828258751,5.849631335,6.007513815,5.966044962
ENSG00000169598,DFFB,1.818060704,1.896722899,1.914963984,2.136987012,2.117960953,2.089113358,1.675356634,1.851668578,1.834991921,1.896664782,2.083314481
ENSG00000169599,NFU1,3.454027272,3.576131118,3.579986972,3.664539159,3.776984921,3.539480202,3.30100694,3.826856568,3.810883352,3.510716007,3.75286107
ENSG00000169604,ANTXR1,3.183960454,3.301044705,3.44709447,3.375544808,3.244663789,3.356193642,3.004329139,2.954859611,3.169264096,3.042194476,2.995231035
ENSG00000169607,CKAP2L,1.463921113,1.552350509,1.451063372,1.972320262,1.571341881,1.788426796,3.200148218,2.979606693,3.020551805,3.280053605,3.098438255
ENSG00000169609,C15orf40,4.570532696,4.734480071,4.750299873,4.693142008,4.863879344,4.686260039,4.578132027,4.712194609,4.870408074,4.461979266,4.853541167
ENSG00000169612,FAM103A1,5.486939575,5.543347399,5.518742842,5.41321156,5.476906562,5.429927231,5.445435381,5.487814314,5.496622129,5.440630013,5.513418104
ENSG00000169627,BOLA2B,6.813539055,6.773068241,6.714404068,7.124853849,6.995403111,7.027588348,6.821541602,6.601978581,6.755791909,6.91065724,6.8100424
ENSG00000169629,RGPD8,1.91669714,1.908874764,2.051601418,1.722944658,1.985505421,1.743087762,1.357689483,1.263829653,1.337382731,1.239156044,1.310654222
ENSG00000169641,LUZP1,3.059220278,2.939053199,3.163332072,2.997624451,3.136900023,3.007072759,3.021362282,2.991565381,2.852541464,2.966971377,2.815956654
ENSG00000169660,HEXDC,4.125781266,4.125169355,4.093095231,4.240817887,4.072900693,4.14385533,3.641096967,3.664761795,3.563099421,3.782471367,3.604131474
ENSG00000169668,BCRP2,1.618866303,1.414660492,1.442295696,1.512321866,1.231152813,1.230361154,1.32351436,1.18965282,1.022186645,1.070497595,1.24714065
ENSG00000169679,BUB1,3.452988182,3.366555265,3.534340923,3.653400811,3.699966215,3.459275799,5.159696629,5.026898389,5.07234603,4.996989609,5.113213908
ENSG00000169682,SPNS1,5.671090798,5.703281219,5.765554159,5.794977576,5.684572191,5.790698285,5.650754623,5.603652603,5.602970552,5.578382051,5.680630728
ENSG00000169683,LRRC45,3.832949442,3.851381064,3.906517659,4.143451054,4.102239622,4.272560665,4.118036562,4.04306019,4.102913645,4.343514848,4.194834216
ENSG00000169684,CHRNA5,4.375566353,4.278874631,4.16878402,4.530921596,4.478670749,4.715478454,5.018128947,5.037549282,5.054804727,5.120209505,5.112498308
ENSG00000169689,STRA13,6.905655469,6.874816475,6.852141064,6.970319169,6.930279221,6.98594987,6.808906119,6.874957724,6.861384908,6.874302092,6.840350911
ENSG00000169692,AGPAT2,5.258523033,5.367984,5.225984494,5.142743235,5.102836975,5.138193762,5.074783921,5.002498252,5.071808654,4.939479968,4.915154827
ENSG00000169696,ASPSCR1,4.85351422,4.796190459,4.83800912,4.774867901,4.793288856,4.761074333,4.510679263,4.564360918,4.454276503,4.448598046,4.595970754
ENSG00000169710,FASN,7.569419978,7.656382787,7.611904064,7.657987491,7.663214278,7.661532569,7.563974648,7.670722183,7.527199466,7.694061886,7.776699536
ENSG00000169714,CNBP,8.66509297,8.690973543,8.640968593,8.820646406,8.849385949,8.851679968,8.750113281,8.716295099,8.702319275,8.83025644,8.872895193
ENSG00000169718,DUS1L,6.973610403,6.907820194,6.959020392,7.1470488,7.127363688,7.158647887,6.717738817,6.796320123,6.788239645,6.785381922,6.833336864
ENSG00000169727,GPS1,6.761419256,6.880939287,6.826565736,6.903907997,6.836639363,6.875512814,6.389549007,6.447234383,6.366751699,6.436800825,6.394357942
ENSG00000169733,RFNG,4.437938722,4.522102411,4.490223149,4.46064127,4.375769285,4.453269514,3.922015692,3.86979325,3.881943246,3.966295108,3.765125249
ENSG00000169738,DCXR,6.634667913,6.611289639,6.631160464,6.696680029,6.58298503,6.594038664,6.496322081,6.478375875,6.397413987,6.424785906,6.433713688
ENSG00000169740,ZNF32,4.269551615,4.049802905,3.99231924,4.206767142,4.372203401,4.196115204,4.377485835,4.325368424,4.475799696,4.505823175,4.602236832
ENSG00000169750,RAC3,4.756453953,4.677075256,4.610698822,4.753455959,4.709370434,4.75066031,4.944663154,4.922205462,4.931359549,5.024826821,4.954519717
ENSG00000169756,LIMS1,5.431968935,5.266958923,5.524427063,5.255177613,5.271194757,5.386186494,5.117631175,5.109364116,5.15680459,5.145170521,5.078586212
ENSG00000169762,TAPT1,3.659491354,3.459377936,3.574278654,3.351859851,3.778948451,3.635997714,3.859794964,3.235144044,3.470301707,3.32391319,3.44413868
ENSG00000169764,UGP2,6.328115929,6.312474446,6.274287616,6.254951687,6.281864558,6.159907313,6.423218802,6.481615304,6.340343291,6.317531728,6.434099848
ENSG00000169783,LINGO1,0.887719437,0.896245339,0.918442605,0.815766409,1.032750439,0.996946914,0.375900203,0.682826938,0.544980872,0.908924631,0.561362213
ENSG00000169813,HNRNPF,8.583239443,8.616870318,8.563613859,8.577694758,8.562159868,8.579794757,8.889597017,8.839746807,8.843235208,8.918097869,8.923379023
ENSG00000169814,BTD,3.88204883,3.984384307,4.000671689,4.118245007,4.053821298,4.298526209,4.390568779,4.133855372,4.258394964,4.31585913,4.336133561
ENSG00000169826,CSGALNACT2,3.61022759,3.552364774,3.613343053,3.383948925,3.415408495,3.405473713,3.678714212,3.665699743,3.660894399,3.670727054,3.715882391
ENSG00000169851,PCDH7,3.117465157,3.296486922,3.397691539,2.990406715,2.912607139,2.957536143,0.062214848,0.092300953,0.037180477,0.078317441,0.030172905
ENSG00000169855,ROBO1,4.737582362,4.572421802,4.915702674,4.743190826,4.70040605,4.956474857,4.210709367,4.251958205,4.084492083,4.373732766,4.281825921
ENSG00000169856,ONECUT1,1.419389059,1.395997232,1.340085944,1.647512535,1.68955189,1.54055702,1.329021269,1.364506319,1.462368787,1.363495752,1.454984366
ENSG00000169857,AVEN,4.117936026,4.066881379,3.989684003,4.187799413,4.232860265,4.087734382,3.609577687,3.781768856,3.663082701,3.877106182,3.907659828
ENSG00000169862,CTNND2,3.749322943,3.849249804,3.81770685,3.611937797,3.812711092,3.663426374,3.469268532,3.418326208,3.116407844,3.018708281,3.061581464
ENSG00000169871,TRIM56,4.479848801,4.518275783,4.623229749,4.398256641,4.487417532,4.437642561,4.287689481,4.383440264,4.396688344,4.225833265,4.206620564
ENSG00000169884,WNT10B,2.21619036,2.014148159,1.950395587,2.257092409,2.315478414,2.23981478,1.498540399,1.310259258,1.406315161,1.249312686,1.292399533
ENSG00000169891,REPS2,2.283498381,2.360356691,2.37685768,2.281268567,2.358541143,2.381416836,2.614061015,2.320681645,2.138268277,1.997797488,2.168384984
ENSG00000169894,MUC3A,4.880732537,4.908778329,5.011416918,4.418674364,4.39641572,4.470853742,3.256263423,3.25415621,3.22582247,2.43932925,2.316076213
ENSG00000169895,SYAP1,5.050227411,5.114940824,5.08481944,5.184776582,5.082350046,5.233071636,5.107596234,5.158117245,5.114870048,5.156375177,5.071744653
ENSG00000169896,ITGAM,2.197453403,2.422189396,2.311066521,1.878387136,2.133716401,2.058872683,1.214377877,1.420275152,1.108108231,1.020180006,1.036127569
ENSG00000169900,PYDC1,0.080840189,0,0.209021584,0,0.641062275,1.01012192,0.686536294,0,0,0,0.717585842
ENSG00000169902,TPST1,4.52876202,4.395508499,4.473860213,4.128722483,4.123905026,4.160386176,4.021797636,4.042999627,3.982442668,3.879863552,3.901084005
ENSG00000169903,TM4SF4,0.434170762,0.406057143,0.114123779,0.194381993,0,0.503828943,1.204267198,0.695155382,0.914221603,0.699497442,0.419200695
ENSG00000169905,TOR1AIP2,4.407318077,4.457874176,4.451802908,4.589293396,4.581840439,4.658988729,4.806421299,4.833204285,4.736913512,4.891913838,4.960890729
ENSG00000169908,TM4SF1,5.038621204,5.053251775,5.040795488,3.697992775,3.667960229,3.733981169,5.25295591,5.280227398,5.269101201,4.485180253,4.373227625
ENSG00000169914,OTUD3,2.307493226,2.227859345,2.673296354,2.499297144,2.353856792,2.707752265,1.961214723,1.790217369,2.162867415,2.026404902,2.210804343
ENSG00000169918,OTUD7A,1.399274198,1.193811035,1.203157671,1.384302008,1.036495949,0.992446725,0.735885881,0.813828875,0.423176258,1.135395059,0.961248586
ENSG00000169919,GUSB,6.096120225,6.236750004,6.191130081,6.294684061,6.240644974,6.26826799,6.204292927,6.176333924,6.168581708,6.254934591,6.214165303
ENSG00000169925,BRD3,3.741275848,3.794447579,3.812919174,3.967684712,3.801437968,3.821631144,3.84596393,3.918287571,3.904683605,3.811538334,3.780853895
